Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
3.339154239E0,-1.933699989E1,2.526619911E1,-2.924339867E1,4.321431184E1
3.349154239E0,-1.964200020E1,2.568099976E1,-2.915799904E1,4.353746465E1
3.359154239E0,-1.982499886E1,2.610799980E1,-2.912139893E1,4.384876405E1
3.369154239E0,-1.999580002E1,2.649839973E1,-2.920679855E1,4.421576968E1
3.379154239E0,-2.004459953E1,2.690099907E1,-2.936540031E1,4.458448673E1
3.389154239E0,-2.005679893E1,2.742560005E1,-2.952400017E1,4.501227952E1
3.399154239E0,-2.002019882E1,2.796239853E1,-2.960939980E1,4.538084010E1
3.409154239E0,-1.992259979E1,2.853579903E1,-2.971920013E1,4.576497203E1
3.419154239E0,-1.972739983E1,2.910919952E1,-2.990219879E1,4.615904346E1
3.429154239E0,-1.947119904E1,2.957279968E1,-3.018280029E1,4.652611639E1
3.439154239E0,-1.920279884E1,3.002419853E1,-3.047559929E1,4.689309259E1
3.449154239E0,-1.883679962E1,3.041459846E1,-3.058539963E1,4.706739307E1
3.459154239E0,-1.854399872E1,3.075619888E1,-3.074399948E1,4.727596813E1
3.469154239E0,-1.820240021E1,3.091479874E1,-3.084159851E1,4.731021404E1
3.479154239E0,-1.784860039E1,3.096360016E1,-3.104899979E1,4.734297686E1
3.489154239E0,-1.749480057E1,3.102459908E1,-3.120759964E1,4.735512718E1
3.499154239E0,-1.718980026E1,3.095139885E1,-3.128079987E1,4.724369550E1
3.509154239E0,-1.676280022E1,3.131739998E1,-3.162240028E1,4.755783019E1
3.519154239E0,-1.643339920E1,3.131739998E1,-3.153699875E1,4.738584642E1
3.529154239E0,-1.617720032E1,3.123199844E1,-3.151259995E1,4.722481860E1
3.539154239E0,-1.593319988E1,3.113439941E1,-3.145159912E1,4.703637712E1
3.549154239E0,-1.572579956E1,3.103679848E1,-3.143939972E1,4.689370412E1
3.559154239E0,-1.554279995E1,3.092700005E1,-3.139060020E1,4.672716280E1
3.569154239E0,-1.539639950E1,3.084159851E1,-3.132959938E1,4.658108107E1
3.579154239E0,-1.529879951E1,3.073180008E1,-3.126859856E1,4.643513819E1
3.589154239E0,-1.533539963E1,3.060980034E1,-3.125639915E1,4.635835250E1
3.599154239E0,-1.542079926E1,3.047559929E1,-3.123199844E1,4.628175589E1
3.609154239E0,-1.550619984E1,3.040239906E1,-3.112220001E1,4.618808760E1
3.619154239E0,-1.560379982E1,3.037800026E1,-3.098799896E1,4.611461317E1
3.629154239E0,-1.575019932E1,3.035359955E1,-3.079279900E1,4.601745597E1
3.639154239E0,-1.589659977E1,3.036579895E1,-3.063419914E1,4.596996614E1
3.649154239E0,-1.601860046E1,3.032919884E1,-3.053660011E1,4.592319468E1
3.659154239E0,-1.614060020E1,3.028039932E1,-3.040239906E1,4.584460085E1
3.669154239E0,-1.620159912E1,3.024379921E1,-3.032919884E1,4.579344393E1
3.679154239E0,-1.627479935E1,3.013399887E1,-3.025599861E1,4.569849487E1
3.689154239E0,-1.644560051E1,2.993879890E1,-3.032919884E1,4.567986162E1
3.699154239E0,-1.659199905E1,2.968260002E1,-3.041459846E1,4.562235172E1
3.709154239E0,-1.679940033E1,2.930439949E1,-3.062199974E1,4.559248347E1
3.719154239E0,-1.705559921E1,2.904819870E1,-3.098799896E1,4.577059528E1
3.729154239E0,-1.739719963E1,2.859679985E1,-3.110999870E1,4.569760974E1
3.739154239E0,-1.773880005E1,2.812100029E1,-3.128079987E1,4.565023685E1
3.749154239E0,-1.811700058E1,2.759639931E1,-3.136619949E1,4.553707759E1
3.759154239E0,-1.843420029E1,2.707180023E1,-3.156139946E1,4.548432745E1
3.769154239E0,-1.869039917E1,2.657159996E1,-3.170779991E1,4.539565531E1
3.779154239E0,-1.897099876E1,2.602260017E1,-3.191519928E1,4.533932574E1
3.789154239E0,-1.916619873E1,2.560779953E1,-3.204940033E1,4.527987005E1
3.799154239E0,-1.928820038E1,2.509539986E1,-3.219580078E1,4.514845906E1
3.809154239E0,-1.939799881E1,2.455859947E1,-3.232999802E1,4.499595468E1
3.819154239E0,-1.947119904E1,2.405839920E1,-3.248859787E1,4.487140688E1
3.829154239E0,-1.955660057E1,2.358259964E1,-3.269599915E1,4.480656193E1
3.839154239E0,-1.970299911E1,2.308239937E1,-3.274480057E1,4.464557424E1
3.849154239E0,-1.989819908E1,2.248460007E1,-3.284239960E1,4.449852557E1
3.859154239E0,-2.011779976E1,2.195999908E1,-3.292779922E1,4.439828137E1
3.869154239E0,-2.039839935E1,2.133779907E1,-3.286679840E1,4.417717513E1
3.879154239E0,-2.070339966E1,2.078879929E1,-3.278139877E1,4.399346586E1
3.889154239E0,-2.114259911E1,2.017879868E1,-3.274480057E1,4.389094869E1
3.899154239E0,-2.158180046E1,1.954439926E1,-3.269599915E1,4.378111481E1
3.909154239E0,-2.206979942E1,1.886120033E1,-3.269599915E1,4.372469879E1
3.919154239E0,-2.250899887E1,1.821459961E1,-3.268379974E1,4.366528867E1
3.929154239E0,-2.299699974E1,1.756799889E1,-3.261059952E1,4.359985989E1
3.939154239E0,-2.344840050E1,1.695800018E1,-3.251300049E1,4.352581368E1
3.949154239E0,-2.386319923E1,1.645779991E1,-3.254959869E1,4.358655562E1
3.959154239E0,-2.424139977E1,1.592099953E1,-3.256179810E1,4.360498118E1
3.969154239E0,-2.453419876E1,1.548180008E1,-3.259840012E1,4.363792769E1
3.979154239E0,-2.482699966E1,1.504259968E1,-3.257399750E1,4.363169754E1
3.989154239E0,-2.503439903E1,1.470099926E1,-3.245199966E1,4.354276974E1
3.999154239E0,-2.526619911E1,1.438379955E1,-3.232999802E1,4.347991811E1
4.009154239E0,-2.536380005E1,1.421299934E1,-3.222019958E1,4.339899728E1
4.019154239E0,-2.547360039E1,1.388359928E1,-3.220800018E1,4.334759418E1
4.029154239E0,-2.563220024E1,1.355420017E1,-3.214699936E1,4.329151879E1
4.039154239E0,-2.579080009E1,1.331019974E1,-3.213479996E1,4.330094866E1
4.049154239E0,-2.590060043E1,1.305399990E1,-3.206159973E1,4.323417853E1
4.059154239E0,-2.605920029E1,1.283440018E1,-3.197620010E1,4.320047593E1
4.069154239E0,-2.624219894E1,1.255379963E1,-3.193959999E1,4.320172379E1
4.079154239E0,-2.647399902E1,1.224879932E1,-3.198839951E1,4.329160903E1
4.089154239E0,-2.669359970E1,1.196819973E1,-3.196399879E1,4.332993525E1
4.099154239E0,-2.702299881E1,1.180959988E1,-3.184199905E1,4.340071448E1
4.109154239E0,-2.731579971E1,1.156559944E1,-3.168339920E1,4.340223254E1
4.119154239E0,-2.760859871E1,1.135820007E1,-3.152479935E1,4.341723627E1
4.129154239E0,-2.793799973E1,1.123619938E1,-3.129299927E1,4.342851377E1
4.139154239E0,-2.829179955E1,1.115079975E1,-3.098799896E1,4.341684392E1
4.149154239E0,-2.870660019E1,1.117519951E1,-3.062199974E1,4.343570935E1
4.159154239E0,-2.906040001E1,1.129720020E1,-3.039019966E1,4.353961204E1
4.169154239E0,-2.954839897E1,1.141919994E1,-2.997539902E1,4.361227528E1
4.179154239E0,-2.999979973E1,1.163879967E1,-2.956060028E1,4.369529414E1
4.189154239E0,-3.050000000E1,1.199259949E1,-2.907259941E1,4.380968476E1
4.199154239E0,-3.109779930E1,1.237080002E1,-2.857239914E1,4.400558836E1
4.209154239E0,-3.135400009E1,1.276119995E1,-2.908479881E1,4.463011391E1
4.219154239E0,-3.195179939E1,1.318820000E1,-2.858459854E1,4.485449116E1
4.229154239E0,-3.259840012E1,1.370059967E1,-2.802339935E1,4.511843340E1
4.239154239E0,-3.319619751E1,1.422519970E1,-2.735239983E1,4.530449880E1
4.249154239E0,-3.350119781E1,1.473759937E1,-2.775499916E1,4.593328933E1
4.259154239E0,-3.391600037E1,1.535979939E1,-2.710840034E1,4.605522649E1
4.269154239E0,-3.428199768E1,1.609179878E1,-2.654719925E1,4.624883935E1
4.279154239E0,-3.455039978E1,1.682379913E1,-2.594939995E1,4.636962044E1
4.289154239E0,-3.478219986E1,1.761680031E1,-2.540040016E1,4.653314312E1
4.299154239E0,-3.489199829E1,1.842199898E1,-2.498559952E1,4.670226734E1
4.309154239E0,-3.470899963E1,1.914179993E1,-2.532719994E1,4.703817829E1
4.319154239E0,-3.462360001E1,1.984939957E1,-2.508320045E1,4.713766313E1
4.329154239E0,-3.448939896E1,2.053260040E1,-2.485140038E1,4.720909256E1
4.339154239E0,-3.431859970E1,2.122799873E1,-2.470499992E1,4.731523261E1
4.349154239E0,-3.403799820E1,2.183799934E1,-2.463179970E1,4.735197032E1
4.359154239E0,-3.365979767E1,2.243579865E1,-2.455859947E1,4.732305831E1
4.369154239E0,-3.318399811E1,2.297259903E1,-2.458300018E1,4.725718924E1
4.379154239E0,-3.219580078E1,2.331419945E1,-2.551019859E1,4.723231644E1
4.389154239E0,-3.174440002E1,2.377779961E1,-2.563220024E1,4.722393859E1
4.399154239E0,-3.115880013E1,2.432679939E1,-2.586400032E1,4.723992492E1
4.409154239E0,-3.050000000E1,2.485140038E1,-2.602260017E1,4.717009456E1
4.419154239E0,-2.982899857E1,2.531499863E1,-2.629100037E1,4.713634491E1
4.429154239E0,-2.915799904E1,2.575419998E1,-2.659599876E1,4.712552254E1
4.439154239E0,-2.845039940E1,2.620559883E1,-2.701079941E1,4.717776935E1
4.449154239E0,-2.779159927E1,2.665699959E1,-2.732799911E1,4.722063270E1
4.459154239E0,-2.709619904E1,2.705959892E1,-2.760859871E1,4.720869219E1
4.469154239E0,-2.632759857E1,2.744999886E1,-2.793799973E1,4.719297313E1
4.479154239E0,-2.555900002E1,2.779159927E1,-2.818199921E1,4.711539612E1
4.489154239E0,-2.485140038E1,2.804780006E1,-2.854800034E1,4.710901731E1
4.499154239E0,-2.414379883E1,2.829179955E1,-2.877979851E1,4.702792517E1
4.509154239E0,-2.346059990E1,2.849919891E1,-2.903599930E1,4.696480961E1
4.519154239E0,-2.277739906E1,2.864559937E1,-2.932880020E1,4.689945407E1
4.529154239E0,-2.209420013E1,2.873099899E1,-2.959719849E1,4.679335574E1
4.539154239E0,-2.144759941E1,2.877979851E1,-2.995100021E1,4.674760675E1
4.549154239E0,-2.080099869E1,2.881639862E1,-3.025599861E1,4.667431658E1
4.559154239E0,-2.020319939E1,2.875539970E1,-3.058539963E1,4.658872125E1
4.569154239E0,-1.954439926E1,2.874320030E1,-3.086599922E1,4.648510529E1
4.579154239E0,-1.887339973E1,2.873099899E1,-3.117099953E1,4.640373619E1
4.589154239E0,-1.821459961E1,2.867000008E1,-3.143939972E1,4.628365152E1
4.599154239E0,-1.760459900E1,2.864559937E1,-3.171999931E1,4.622391833E1
4.609154239E0,-1.697019958E1,2.859679985E1,-3.203720093E1,4.617517600E1
4.619154239E0,-1.628699875E1,2.851140022E1,-3.230559921E1,4.606319584E1
4.629154239E0,-1.564039993E1,2.852359962E1,-3.246419907E1,4.595804681E1
4.639154239E0,-1.499380016E1,2.846259880E1,-3.258620071E1,4.579076382E1
4.649154239E0,-1.438379955E1,2.829179955E1,-3.291559982E1,4.572478893E1
4.659154239E0,-1.379819965E1,2.810879898E1,-3.322060013E1,4.565197878E1
4.669154239E0,-1.318820000E1,2.793799973E1,-3.356219864E1,4.561668144E1
4.679154239E0,-1.259039974E1,2.766959953E1,-3.385499954E1,4.550039448E1
4.689154239E0,-1.200479984E1,2.730360031E1,-3.413560104E1,4.533035482E1
4.699154239E0,-1.143139935E1,2.697419930E1,-3.446500015E1,4.523406409E1
4.709154239E0,-1.087020016E1,2.652279854E1,-3.494079971E1,4.519380022E1
4.719154239E0,-1.036999989E1,2.612019920E1,-3.535559845E1,4.516436699E1
4.729154239E0,-9.833199501E0,2.565659904E1,-3.562400055E1,4.498913538E1
4.739154239E0,-9.284199715E0,2.519299889E1,-3.595339966E1,4.487238019E1
4.749154239E0,-8.783999443E0,2.472939873E1,-3.627059937E1,4.476894220E1
4.759154239E0,-8.271599770E0,2.431459999E1,-3.652679825E1,4.465228019E1
4.769154239E0,-7.844599724E0,2.392420006E1,-3.673419952E1,4.453432954E1
4.779154239E0,-7.344399929E0,2.346059990E1,-3.691719818E1,4.435334801E1
4.789154239E0,-6.929599762E0,2.298480034E1,-3.706359863E1,4.415915243E1
4.799154239E0,-6.478199959E0,2.249679947E1,-3.718560028E1,4.394134647E1
4.809154239E0,-6.099999905E0,2.217959976E1,-3.738079834E1,4.389155647E1
4.819154239E0,-5.831599712E0,2.181359863E1,-3.747840118E1,4.375467056E1
4.829154239E0,-5.160599709E0,2.080099869E1,-3.817379761E1,4.377844401E1
4.839154239E0,-4.892199993E0,2.041059875E1,-3.818600082E1,4.357403839E1
4.849154239E0,-4.599400043E0,2.006900024E1,-3.840559769E1,4.357647514E1
4.859154239E0,-4.343199730E0,1.969079971E1,-3.852759933E1,4.348524908E1
4.869154239E0,-4.038199902E0,1.936139870E1,-3.866180038E1,4.342701494E1
4.879154239E0,-3.745399952E0,1.897099876E1,-3.882040024E1,4.336992379E1
4.889154239E0,-3.391599894E0,1.848299980E1,-3.895459747E1,4.325025891E1
4.899154239E0,-2.964599848E0,1.794619942E1,-3.921080017E1,4.322431926E1
4.909154239E0,-2.525399923E0,1.731180000E1,-3.954019928E1,4.323775460E1
4.919154239E0,-2.049599886E0,1.668959999E1,-3.985739899E1,4.325917084E1
4.929154239E0,-1.561599970E0,1.605520058E1,-4.005260086E1,4.317891726E1
4.939154239E0,-1.024799943E0,1.527439976E1,-4.022340012E1,4.303811589E1
4.949154239E0,-5.123999715E-1,1.451799965E1,-4.045520020E1,4.298439357E1
4.959154239E0,-2.439999953E-2,1.381040001E1,-4.071139908E1,4.299006581E1
4.969154239E0,4.391999841E-1,1.310279942E1,-4.096759796E1,4.301418757E1
4.979154239E0,8.661999702E-1,1.244399929E1,-4.107740021E1,4.292966607E1
4.989154239E0,1.256600022E0,1.176079941E1,-4.119939804E1,4.286357247E1
4.999154239E0,1.646999955E0,1.113859940E1,-4.130920029E1,4.281624731E1
5.009154239E0,1.988600016E0,1.045539951E1,-4.141899872E1,4.276451056E1
5.019154239E0,2.244799852E0,9.906399727E0,-4.155319977E1,4.277667931E1
5.029154239E0,2.549799919E0,9.259799957E0,-4.158979797E1,4.268438439E1
5.039154239E0,2.842599869E0,8.710800171E0,-4.157759857E1,4.257528763E1
5.049154239E0,3.123199940E0,8.100799561E0,-4.156539917E1,4.246245094E1
5.059154239E0,3.379400015E0,7.478600025E0,-4.165079880E1,4.245160590E1
5.069154239E0,3.635599852E0,6.941799641E0,-4.168740082E1,4.241751473E1
5.079154239E0,3.891799927E0,6.343999863E0,-4.163859940E1,4.229852717E1
5.089154239E0,4.209000111E0,5.795000076E0,-4.152880096E1,4.214189148E1
5.099154239E0,4.513999939E0,5.355799675E0,-4.146780014E1,4.205519271E1
5.109154239E0,4.843400002E0,5.014199734E0,-4.150439835E1,4.208581477E1
5.119154239E0,5.233799934E0,4.599400043E0,-4.151659775E1,4.209720930E1
5.129154239E0,5.587599754E0,4.257800102E0,-4.156539917E1,4.215486379E1
5.139154239E0,5.965799809E0,3.977200031E0,-4.147999954E1,4.209512144E1
5.149154239E0,6.368400097E0,3.733199835E0,-4.143119812E1,4.208369611E1
5.159154239E0,6.722199917E0,3.525799990E0,-4.145560074E1,4.214482258E1
5.169154239E0,7.051599979E0,3.355000019E0,-4.149219894E1,4.222065443E1
5.179154239E0,7.381000042E0,3.123199940E0,-4.147999954E1,4.224717625E1
5.189154239E0,7.612799644E0,2.866999865E0,-4.149219894E1,4.228211182E1
5.199154239E0,7.795799732E0,2.732800007E0,-4.150439835E1,4.231852752E1
5.209154239E0,8.039799690E0,2.598599911E0,-4.141899872E1,4.227203041E1
5.219154239E0,8.234999657E0,2.476599932E0,-4.143119812E1,4.231421681E1
5.229154239E0,8.405799866E0,2.342400074E0,-4.144339752E1,4.235208977E1
5.239154239E0,8.613200188E0,2.305799961E0,-4.147999954E1,4.242751811E1
5.249154239E0,8.832799911E0,2.342400074E0,-4.149219894E1,4.248655982E1
5.259154239E0,9.052399635E0,2.403399944E0,-4.151659775E1,4.255995957E1
5.269154239E0,9.284199715E0,2.500999928E0,-4.147999954E1,4.257982770E1
5.279154239E0,9.576999664E0,2.647399902E0,-4.141899872E1,4.259414401E1
5.289154239E0,9.796599388E0,2.793799877E0,-4.138240051E1,4.261785717E1
5.299154239E0,1.000399971E1,2.915799856E0,-4.135799789E1,4.265050866E1
5.309154239E0,1.022359943E1,3.086599827E0,-4.127259827E1,4.263187131E1
5.319154239E0,1.039439964E1,3.086599827E0,-4.122380066E1,4.262595903E1
5.329154239E0,1.055299950E1,3.147599936E0,-4.118719864E1,4.263400656E1
5.339154239E0,1.072379971E1,3.208600044E0,-4.118719864E1,4.268114720E1
5.349154239E0,1.085799980E1,3.245199919E0,-4.118719864E1,4.271782782E1
5.359154239E0,1.096780014E1,3.220799923E0,-4.121159744E1,4.276753390E1
5.369154239E0,1.107759953E1,3.208600044E0,-4.117499924E1,4.275966426E1
5.379154239E0,1.122399998E1,3.208600044E0,-4.117499924E1,4.279782532E1
5.389154239E0,1.137039948E1,3.233000040E0,-4.118719864E1,4.285001290E1
5.399154239E0,1.148019981E1,3.355000019E0,-4.117499924E1,4.287693523E1
5.409154239E0,1.161439991E1,3.342799902E0,-4.108959961E1,4.283017386E1
5.419154239E0,1.172420025E1,3.391599894E0,-4.097979736E1,4.275866711E1
5.429154239E0,1.184619999E1,3.428200006E0,-4.079679871E1,4.261999289E1
5.439154239E0,1.194379997E1,3.464799881E0,-4.065039825E1,4.251016436E1
5.449154239E0,1.206579971E1,3.501399994E0,-4.054059982E1,4.244270913E1
5.459154239E0,1.211460018E1,3.623399973E0,-4.033319855E1,4.226889483E1
5.469154239E0,1.222439957E1,3.708799839E0,-4.019899750E1,4.217997796E1
5.479154239E0,1.238299942E1,3.769799948E0,-4.007699966E1,4.211550746E1
5.489154239E0,1.248059940E1,3.830799818E0,-4.004039764E1,4.211500721E1
5.499154239E0,1.261479950E1,3.928400040E0,-3.999160004E1,4.211761587E1
5.509154239E0,1.268799973E1,4.086999893E0,-3.997940063E1,4.214310596E1
5.519154239E0,1.277339935E1,4.257800102E0,-3.990620041E1,4.211642701E1
5.529154239E0,1.290759945E1,4.501800060E0,-3.983300018E1,4.211342103E1
5.539154239E0,1.309060001E1,4.611599922E0,-3.979639816E1,4.214717036E1
5.549154239E0,1.327359962E1,4.782400131E0,-3.973539734E1,4.216588194E1
5.559154239E0,1.342000008E1,5.038599968E0,-3.968659973E1,4.219609093E1
5.569154239E0,1.355420017E1,5.343599796E0,-3.952799988E1,4.212758212E1
5.579154239E0,1.371280003E1,5.551000118E0,-3.940599823E1,4.209141460E1
5.589154239E0,1.398119926E1,5.843800068E0,-3.927180099E1,4.209392219E1
5.599154239E0,1.423740005E1,6.112199783E0,-3.910099792E1,4.205889425E1
5.609154239E0,1.451799965E1,6.319600105E0,-3.902779770E1,4.211743882E1
5.619154239E0,1.476200008E1,6.612400055E0,-3.896680069E1,4.219066291E1
5.629154239E0,1.500599957E1,6.941799641E0,-3.875939941E1,4.213857672E1
5.639154239E0,1.528660011E1,7.258999825E0,-3.845439911E1,4.201326020E1
5.649154239E0,1.567700005E1,7.563999653E0,-3.834460068E1,4.211045977E1
5.659154239E0,1.603079987E1,8.027600288E0,-3.813719940E1,4.214113061E1
5.669154239E0,1.637240028E1,8.430199623E0,-3.788100052E1,4.211999474E1
5.679154239E0,1.675059891E1,8.942600250E0,-3.771019745E1,4.222098595E1
5.689154239E0,1.705559921E1,9.491600037E0,-3.741740036E1,4.220243815E1
5.699154239E0,1.738500023E1,1.026019955E1,-3.703919983E1,4.218308016E1
5.709154239E0,1.771439934E1,1.101659966E1,-3.664879990E1,4.216989383E1
5.719154239E0,1.800720024E1,1.182180023E1,-3.641699982E1,4.231089809E1
5.729154239E0,1.821459961E1,1.271239948E1,-3.616080093E1,4.243795782E1
5.739154239E0,1.834879875E1,1.352979946E1,-3.590459824E1,4.253086013E1
5.749154239E0,1.837319946E1,1.442039967E1,-3.562400055E1,4.259802578E1
5.759154239E0,1.829999924E1,1.517679977E1,-3.536779785E1,4.261579928E1
5.769154239E0,1.822679901E1,1.593319988E1,-3.518479919E1,4.270893531E1
5.779154239E0,1.808040047E1,1.644560051E1,-3.509939957E1,4.277062669E1
5.789154239E0,1.764119911E1,1.695800018E1,-3.512379837E1,4.280732283E1
5.799154239E0,1.717759895E1,1.736059952E1,-3.513599777E1,4.279017014E1
5.809154239E0,1.898320007E1,1.320039940E1,-3.015839958E1,3.800186173E1
5.819154239E0,1.844639969E1,1.351760006E1,-3.019499969E1,3.787787190E1
5.829154239E0,1.788520050E1,1.382259941E1,-3.025599861E1,3.776731528E1
5.839154239E0,1.732399940E1,1.416419983E1,-3.035359955E1,3.771056242E1
5.849154239E0,1.671399879E1,1.445699978E1,-3.046339989E1,3.763484198E1
5.859154239E0,1.612839890E1,1.481079960E1,-3.056099892E1,3.759600631E1
5.869154239E0,1.564039993E1,1.511579990E1,-3.060980034E1,3.755089072E1
5.879154239E0,1.511579990E1,1.549399948E1,-3.068299866E1,3.754993786E1
5.889154239E0,1.457899952E1,1.593319988E1,-3.078059959E1,3.760132174E1
5.899154239E0,1.399339962E1,1.699460030E1,-3.170779991E1,3.860072859E1
5.909154239E0,1.348099995E1,1.731180000E1,-3.180539894E1,3.863960637E1
5.919154239E0,1.288319969E1,1.771439934E1,-3.184199905E1,3.864828175E1
5.929154239E0,1.223659992E1,1.812919998E1,-3.173219872E1,3.854004028E1
5.939154239E0,1.154119968E1,1.853179932E1,-3.167119980E1,3.846676192E1
5.949154239E0,1.089459991E1,1.890999985E1,-3.165899849E1,3.845221173E1
5.959154239E0,9.808799744E0,2.034959984E1,-3.224459839E1,3.937045709E1
5.969154239E0,9.027999878E0,2.077659988E1,-3.213479996E1,3.931688254E1
5.979154239E0,8.222800255E0,2.108160019E1,-3.203720093E1,3.922283205E1
5.989154239E0,7.368799686E0,2.137439919E1,-3.195179939E1,3.914181439E1
5.999154239E0,6.478199959E0,2.163059998E1,-3.186639977E1,3.905531160E1
6.009154239E0,5.599800110E0,2.199659920E1,-3.182979965E1,3.909404409E1
6.019154239E0,4.733600140E0,2.222839928E1,-3.181760025E1,3.910074667E1
6.029154239E0,3.891799927E0,2.249679947E1,-3.171999931E1,3.908209884E1
6.039154239E0,3.123199940E0,2.277739906E1,-3.157359886E1,3.905709194E1
6.049154239E0,2.378999949E0,2.291160011E1,-3.154920006E1,3.906344947E1
6.059154239E0,1.598199964E0,2.318000031E1,-3.147599983E1,3.912295008E1
6.069154239E0,8.661999702E-1,2.337520027E1,-3.135400009E1,3.911807270E1
6.079154239E0,2.073999941E-1,2.396080017E1,-3.168339920E1,3.972405750E1
6.089154239E0,-4.147999883E-1,2.413159943E1,-3.153699875E1,3.971257282E1
6.099154239E0,-1.134599924E0,2.422920036E1,-3.134179878E1,3.963142463E1
6.109154239E0,-1.793399930E0,2.432679939E1,-3.120759964E1,3.960964185E1
6.119154239E0,-2.440000057E0,2.435120010E1,-3.113439941E1,3.960158297E1
6.129154239E0,-3.171999931E0,2.438780022E1,-3.097579956E1,3.955156813E1
6.139154239E0,-3.855199814E0,2.446100044E1,-3.090259933E1,3.960017366E1
6.149154239E0,-4.806799889E0,2.436339951E1,-3.068299866E1,3.947311702E1
6.159154239E0,-5.477799892E0,2.439999962E1,-3.058539963E1,3.950737834E1
6.169154239E0,-6.209799767E0,2.441219902E1,-3.045119858E1,3.951952137E1
6.179154239E0,-6.905200005E0,2.441219902E1,-3.035359955E1,3.955980604E1
6.189154239E0,-7.649399757E0,2.435120010E1,-3.026819992E1,3.959366350E1
6.199154239E0,-8.405799866E0,2.430239868E1,-3.014620018E1,3.962395031E1
6.209154239E0,-9.198800087E0,2.416819954E1,-3.019499969E1,3.975497200E1
6.219154239E0,-1.001620007E1,2.407059860E1,-2.998760033E1,3.973630776E1
6.229154239E0,-1.084579945E1,2.392420006E1,-2.982899857E1,3.974629378E1
6.239154239E0,-1.173639965E1,2.381439972E1,-2.968260002E1,3.982367957E1
6.249154239E0,-1.270020008E1,2.364360046E1,-2.946299934E1,3.985452616E1
6.259154239E0,-1.361520004E1,2.348499870E1,-2.945079994E1,4.005332013E1
6.269154239E0,-1.466440010E1,2.315559959E1,-2.919459915E1,4.004436343E1
6.279154239E0,-1.565259933E1,2.282620049E1,-2.898719978E1,4.007863578E1
