Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
6.519154239E0,-3.344020081E1,1.489620018E1,-2.073999977E1,4.207483096E1
6.529154239E0,-3.395259857E1,1.467659950E1,-2.026420021E1,4.217605165E1
6.539154239E0,-3.228120041E1,1.328579998E1,-1.778759956E1,3.917891115E1
6.549154239E0,-3.275699997E1,1.305399990E1,-1.734840012E1,3.929879066E1
6.559154239E0,-3.312300110E1,1.293200016E1,-1.677499962E1,3.931628724E1
6.569154789E0,-3.340359879E1,1.282219982E1,-1.627479935E1,3.930748420E1
6.579154789E0,-3.373299789E1,1.265139961E1,-1.589659977E1,3.937861023E1
6.589154789E0,-3.396479797E1,1.254160023E1,-1.557940006E1,3.941594784E1
6.599154789E0,-3.423320007E1,1.244399929E1,-1.529879951E1,3.950719393E1
6.609154789E0,-3.445280075E1,1.233419991E1,-1.509140015E1,3.958381393E1
6.619154789E0,-3.461140060E1,1.230980015E1,-1.485960007E1,3.962685889E1
6.629154789E0,-3.477000046E1,1.232199955E1,-1.465219975E1,3.969221035E1
6.639154789E0,-3.495299911E1,1.226099968E1,-1.459119987E1,3.981139754E1
6.649154789E0,-3.513599777E1,1.227320004E1,-1.439599991E1,3.990506975E1
6.659154789E0,-3.525799942E1,1.232199955E1,-1.418859959E1,3.995340479E1
6.669154789E0,-3.541659927E1,1.227320004E1,-1.401779938E1,4.001831634E1
6.679154789E0,-3.555080032E1,1.238299942E1,-1.377379990E1,4.008635231E1
6.689154789E0,-3.569720078E1,1.249279976E1,-1.339559937E1,4.012234130E1
6.699154789E0,-3.585580063E1,1.257819939E1,-1.306619930E1,4.018177575E1
6.709154789E0,-3.591679764E1,1.262699986E1,-1.268799973E1,4.013032289E1
6.719154789E0,-3.596559906E1,1.271239948E1,-1.238299942E1,4.010571145E1
6.729154789E0,-3.605099869E1,1.280999947E1,-1.195599937E1,4.008386850E1
6.739154789E0,-3.612419891E1,1.293200016E1,-1.161439991E1,4.008851033E1
6.749154789E0,-3.614859772E1,1.301739979E1,-1.124839973E1,4.003373965E1
6.759154789E0,-3.620959854E1,1.304179955E1,-1.102880001E1,4.003570896E1
6.769154789E0,-3.627059937E1,1.311499977E1,-1.085799980E1,4.006813893E1
6.779154789E0,-3.629499817E1,1.315159988E1,-1.066279984E1,4.004980364E1
6.789154789E0,-3.635599899E1,1.321259975E1,-1.061399937E1,4.011219811E1
6.799154789E0,-3.641699982E1,1.322480011E1,-1.054080009E1,4.015223132E1
6.809154789E0,-3.645359802E1,1.318820000E1,-1.057740021E1,4.018301660E1
6.819154789E0,-3.646579742E1,1.311499977E1,-1.062619972E1,4.018300289E1
6.829154789E0,-3.649020004E1,1.318820000E1,-1.061399937E1,4.022586607E1
6.839154789E0,-3.645359802E1,1.326139927E1,-1.051639938E1,4.019109572E1
6.849154789E0,-3.650239944E1,1.323699951E1,-1.056519985E1,4.024011393E1
6.859154789E0,-3.653899765E1,1.320039940E1,-1.061399937E1,4.027413408E1
6.869154789E0,-3.653899765E1,1.317599964E1,-1.055299950E1,4.025010701E1
6.879154789E0,-3.656340027E1,1.320039940E1,-1.047980022E1,4.026113506E1
6.889154789E0,-3.659999847E1,1.326139927E1,-1.052859974E1,4.032711261E1
6.899154789E0,-3.663660049E1,1.332240009E1,-1.049199963E1,4.037089169E1
6.909154789E0,-3.668539810E1,1.338339996E1,-1.045539951E1,4.042584826E1
6.919154789E0,-3.673419952E1,1.338339996E1,-1.049199963E1,4.047961049E1
6.929154789E0,-3.668539810E1,1.343219948E1,-1.039439964E1,4.042630283E1
6.939154789E0,-3.667319870E1,1.354199982E1,-1.026019955E1,4.041758227E1
6.949154789E0,-3.669759750E1,1.366399956E1,-1.019919968E1,4.046532121E1
6.959154789E0,-3.666099930E1,1.377379990E1,-1.019919968E1,4.046937246E1
6.969154789E0,-3.663660049E1,1.387139988E1,-1.004059982E1,4.044094306E1
6.979154789E0,-3.666099930E1,1.404220009E1,-9.906399727E0,4.048887512E1
6.989154789E0,-3.666099930E1,1.410319996E1,-9.686800003E0,4.045693034E1
6.999154789E0,-3.667319870E1,1.420079994E1,-9.430600166E0,4.044159296E1
7.009154789E0,-3.675859833E1,1.440819931E1,-9.149999619E0,4.052793174E1
7.019154789E0,-3.679520035E1,1.460339928E1,-8.918199539E0,4.057930904E1
7.029154789E0,-3.681959915E1,1.487179947E1,-8.637599945E0,4.063817705E1
7.039154789E0,-3.688059998E1,1.515240002E1,-8.234999657E0,4.071350022E1
7.049154789E0,-3.695380020E1,1.543299961E1,-7.881199837E0,4.081512143E1
7.059154789E0,-3.692939758E1,1.573799992E1,-7.502999783E0,4.083821804E1
7.069154789E0,-3.688059998E1,1.615279961E1,-7.197999954E0,4.090113437E1
7.079154789E0,-3.686840057E1,1.655539894E1,-6.990599632E0,4.101498114E1
7.089154789E0,-3.674639893E1,1.686039925E1,-6.795399666E0,4.099693102E1
7.099154789E0,-3.668539810E1,1.723859978E1,-6.612400055E0,4.106959448E1
7.109154789E0,-3.656340027E1,1.759239960E1,-6.490399837E0,4.109136227E1
7.119154789E0,-3.646579742E1,1.793400002E1,-6.453799725E0,4.114649765E1
7.129154789E0,-3.629499817E1,1.828779984E1,-6.417200089E0,4.114548544E1
7.139154789E0,-3.613639832E1,1.861719894E1,-6.417200089E0,4.115361268E1
7.149154789E0,-3.601440048E1,1.889780045E1,-6.417200089E0,4.117455963E1
7.159154789E0,-3.584359741E1,1.921500015E1,-6.404999733E0,4.117042297E1
7.169154789E0,-3.577040100E1,1.955660057E1,-6.380599976E0,4.126371614E1
7.179154789E0,-3.562400055E1,1.984939957E1,-6.368400097E0,4.127498756E1
7.189154789E0,-3.552639771E1,2.017879868E1,-6.331799984E0,4.134489740E1
7.199154789E0,-3.540439987E1,2.047159958E1,-6.307399750E0,4.138044479E1
7.209154789E0,-3.533119965E1,2.069120026E1,-6.319600105E0,4.142893653E1
7.219154789E0,-3.531900024E1,2.093519974E1,-6.392799854E0,4.155216308E1
7.229154789E0,-3.528239822E1,2.113039970E1,-6.466000080E0,4.163112505E1
7.239154789E0,-3.522140121E1,2.135000038E1,-6.539199829E0,4.170288664E1
7.249154789E0,-3.508720016E1,2.147200012E1,-6.563600063E0,4.165620302E1
7.259154789E0,-3.502619934E1,2.160619926E1,-6.636799812E0,4.168584410E1
7.269154789E0,-3.495299911E1,2.167939949E1,-6.722199917E0,4.167609004E1
7.279154789E0,-3.489199829E1,2.176479912E1,-6.710000038E0,4.166751884E1
7.289154789E0,-3.478219986E1,2.189900017E1,-6.746599674E0,4.165194164E1
7.299154789E0,-3.464799881E1,2.202099991E1,-6.697799683E0,4.159649960E1
7.309154789E0,-3.455039978E1,2.216740036E1,-6.770999908E0,4.160493004E1
7.319154789E0,-3.442839813E1,2.222839928E1,-6.807600021E0,4.154226463E1
7.329154789E0,-3.436740112E1,2.238699913E1,-6.880799770E0,4.158895761E1
7.339154789E0,-3.425759888E1,2.249679947E1,-6.929599762E0,4.156571207E1
7.349154789E0,-3.406240082E1,2.265539932E1,-6.917399883E0,4.148933223E1
7.359154789E0,-3.389159775E1,2.294820023E1,-6.795399666E0,4.149021268E1
7.369154789E0,-3.373299789E1,2.316779900E1,-6.770999908E0,4.147901273E1
7.379154789E0,-3.357439804E1,2.339959908E1,-6.746599674E0,4.147647584E1
7.389154789E0,-3.339139938E1,2.365579987E1,-6.551399708E0,4.144277088E1
7.399154789E0,-3.326939774E1,2.393639946E1,-6.404999733E0,4.148286473E1
7.409154789E0,-3.308639908E1,2.431459999E1,-6.282999992E0,4.153776192E1
7.419154789E0,-3.295219803E1,2.459519958E1,-6.112199783E0,4.157078522E1
7.429154789E0,-3.293999863E1,2.485140038E1,-5.965799809E0,4.169204214E1
7.439154789E0,-3.281800079E1,2.498559952E1,-5.953599930E0,4.167429317E1
7.449154789E0,-3.270819855E1,2.519299889E1,-5.819399834E0,4.169387077E1
7.459154789E0,-3.259840012E1,2.542479897E1,-5.697400093E0,4.173172007E1
7.469154789E0,-3.248859787E1,2.559560013E1,-5.636399746E0,4.174221771E1
7.479154789E0,-3.235440063E1,2.581519890E1,-5.514400005E0,4.175691969E1
7.489154789E0,-3.224459839E1,2.593719864E1,-5.368000031E0,4.172850132E1
7.499154789E0,-3.212260056E1,2.614459991E1,-5.282599926E0,4.175293323E1
7.509154789E0,-3.193959999E1,2.631539917E1,-5.209399700E0,4.171062366E1
7.519154789E0,-3.180539894E1,2.647399902E1,-5.099599838E0,4.169486713E1
7.529154789E0,-3.164679909E1,2.660820007E1,-5.026400089E0,4.165070109E1
7.539154789E0,-3.151259995E1,2.671800041E1,-4.928800106E0,4.160755426E1
7.549154789E0,-3.140279961E1,2.688879967E1,-4.855599880E0,4.162595610E1
7.559154789E0,-3.129299927E1,2.699860001E1,-4.721399784E0,4.159889207E1
7.569154789E0,-3.120759964E1,2.710840034E1,-4.684800148E0,4.160200713E1
7.579154789E0,-3.101239967E1,2.718159866E1,-4.574999809E0,4.149143120E1
7.589154789E0,-3.089039993E1,2.729139900E1,-4.489599705E0,4.146316164E1
7.599154789E0,-3.075619888E1,2.737679863E1,-4.501800060E0,4.142099802E1
7.609154789E0,-3.060980034E1,2.746220016E1,-4.513999939E0,4.137038204E1
7.619154789E0,-3.050000000E1,2.754759979E1,-4.538399696E0,4.134872823E1
7.629154789E0,-3.031699944E1,2.765740013E1,-4.538399696E0,4.128739891E1
7.639154789E0,-3.007299995E1,2.771839905E1,-4.562799931E0,4.115232819E1
7.649154789E0,-2.985339928E1,2.780379868E1,-4.587199688E0,4.105263780E1
7.659154789E0,-2.970699883E1,2.793799973E1,-4.660399914E0,4.104579071E1
7.669154789E0,-2.951179886E1,2.807219887E1,-4.770199776E0,4.100913834E1
7.679154789E0,-2.938979912E1,2.821859932E1,-4.867799759E0,4.103346335E1
7.689154789E0,-2.919459915E1,2.834059906E1,-4.965399742E0,4.098986911E1
7.699154789E0,-2.903599930E1,2.842599869E1,-5.087399960E0,4.095129174E1
7.709154789E0,-2.887739944E1,2.842599869E1,-5.270400047E0,4.086219178E1
7.719154789E0,-2.874320030E1,2.852359962E1,-5.502200127E0,4.086614131E1
7.729154789E0,-2.858459854E1,2.854800034E1,-5.563199997E0,4.078010288E1
7.739154789E0,-2.838939857E1,2.856019974E1,-5.636399746E0,4.066216869E1
7.749154789E0,-2.823079872E1,2.857239914E1,-5.685199738E0,4.056699995E1
7.759154789E0,-2.807219887E1,2.853579903E1,-5.685199738E0,4.043094943E1
7.769154789E0,-2.790139961E1,2.854800034E1,-5.721799850E0,4.032636132E1
7.779154789E0,-2.774279976E1,2.862119865E1,-5.746200085E0,4.027225802E1
7.789154789E0,-2.754759979E1,2.868219948E1,-5.697400093E0,4.017460876E1
7.799154789E0,-2.736459923E1,2.869439888E1,-5.721799850E0,4.006156277E1
7.809154789E0,-2.721819878E1,2.875539970E1,-5.819399834E0,4.001960484E1
7.819154789E0,-2.712059975E1,2.881639862E1,-5.990200043E0,4.002242192E1
7.829154789E0,-2.704739952E1,2.887739944E1,-6.136600018E0,4.003902945E1
7.839154789E0,-2.697419930E1,2.898719978E1,-6.258599758E0,4.008784417E1
7.849154789E0,-2.690099907E1,2.902379990E1,-6.343999863E0,4.007856092E1
7.859154789E0,-2.681559944E1,2.904819870E1,-6.417200089E0,4.005065141E1
7.869154789E0,-2.674239922E1,2.912139893E1,-6.404999733E0,4.005291266E1
7.879154789E0,-2.670579910E1,2.925559998E1,-6.392799854E0,4.012427851E1
7.889154789E0,-2.669359970E1,2.924339867E1,-6.563600063E0,4.013484118E1
7.899154789E0,-2.662039948E1,2.927999878E1,-6.600199699E0,4.011890618E1
7.909154789E0,-2.651059914E1,2.931659889E1,-6.563600063E0,4.006689011E1
7.919154789E0,-2.637639999E1,2.935319901E1,-6.575799942E0,4.000707329E1
7.929154789E0,-2.630319977E1,2.936540031E1,-6.551399708E0,3.996380727E1
7.939154789E0,-2.622999954E1,2.932880020E1,-6.636799812E0,3.990286342E1
7.949154789E0,-2.616899872E1,2.926779938E1,-6.783199787E0,3.984259497E1
7.959154789E0,-2.614459991E1,2.915799904E1,-6.905200005E0,3.976695613E1
7.969154789E0,-2.605920029E1,2.912139893E1,-6.892999649E0,3.968187545E1
7.979154789E0,-2.599819946E1,2.909700012E1,-6.917399883E0,3.962817448E1
7.989154789E0,-2.598600006E1,2.901159859E1,-6.966199875E0,3.956605859E1
7.999154789E0,-2.592499924E1,2.887739944E1,-7.051599979E0,3.944280475E1
8.009154789E0,-2.592499924E1,2.888959885E1,-7.088200092E0,3.945829555E1
8.019154789E0,-2.590060043E1,2.890180016E1,-7.002799988E0,3.943595267E1
8.029154789E0,-2.590060043E1,2.884079933E1,-6.905200005E0,3.937403454E1
8.039154789E0,-2.583959961E1,2.880419922E1,-6.880799770E0,3.930282695E1
8.049154789E0,-2.586400032E1,2.884079933E1,-6.661200047E0,3.930788477E1
8.059154789E0,-2.590060043E1,2.875539970E1,-6.587999821E0,3.925704850E1
8.069154789E0,-2.591279984E1,2.871879959E1,-6.539199829E0,3.923013866E1
8.079154789E0,-2.602260017E1,2.865779877E1,-6.478199959E0,3.924808562E1
8.089154789E0,-2.613239861E1,2.852359962E1,-6.417200089E0,3.921324329E1
8.099154789E0,-2.621780014E1,2.846259880E1,-6.295199871E0,3.920614896E1
8.109154789E0,-2.637639999E1,2.837719917E1,-6.319600105E0,3.925451891E1
8.119154789E0,-2.649839973E1,2.830399895E1,-6.331799984E0,3.928578924E1
8.129154789E0,-2.660820007E1,2.813319969E1,-6.380599976E0,3.924519451E1
8.139154789E0,-2.670579910E1,2.808440018E1,-6.404999733E0,3.928049466E1
8.149154789E0,-2.675459862E1,2.801119995E1,-6.417200089E0,3.926342225E1
8.159154789E0,-2.675459862E1,2.795019913E1,-6.453799725E0,3.922593159E1
8.169154789E0,-2.673019981E1,2.788920021E1,-6.490399837E0,3.917188227E1
8.179154789E0,-2.669359970E1,2.782819939E1,-6.673399925E0,3.913427159E1
8.189154789E0,-2.660820007E1,2.776719856E1,-6.807600021E0,3.905581961E1
8.199154789E0,-2.655939865E1,2.771839905E1,-6.856400013E0,3.899642963E1
8.209154789E0,-2.649839973E1,2.771839905E1,-6.917399883E0,3.896569331E1
8.219154789E0,-2.644960022E1,2.768179893E1,-6.892999649E0,3.890214375E1
8.229154789E0,-2.641300011E1,2.763299942E1,-6.892999649E0,3.884253694E1
8.239154789E0,-2.638859940E1,2.754759979E1,-6.868599892E0,3.876088359E1
8.249154789E0,-2.635199928E1,2.742560005E1,-6.929599762E0,3.866019603E1
8.259154789E0,-2.646179962E1,2.735239983E1,-6.917399883E0,3.868114575E1
8.269154789E0,-2.654719925E1,2.730360031E1,-6.868599892E0,3.869648618E1
8.279154789E0,-2.654719925E1,2.730360031E1,-6.795399666E0,3.868356026E1
8.289154789E0,-2.658379936E1,2.725479889E1,-6.819799900E0,3.867857445E1
8.299154789E0,-2.664480019E1,2.727919960E1,-6.844199657E0,3.874200791E1
8.309154789E0,-2.673019981E1,2.731579971E1,-6.770999908E0,3.881369521E1
8.319154789E0,-2.669359970E1,2.740119934E1,-6.673399925E0,3.883179441E1
8.329154789E0,-2.669359970E1,2.747439957E1,-6.600199699E0,3.887098574E1
8.339154789E0,-2.663259888E1,2.758419991E1,-6.551399708E0,3.889864066E1
8.349154789E0,-2.652279854E1,2.771839905E1,-6.429399967E0,3.889865900E1
8.359154789E0,-2.647399902E1,2.781599998E1,-6.478199959E0,3.894315799E1
8.369154789E0,-2.640079880E1,2.799899864E1,-6.551399708E0,3.903673834E1
8.379154789E0,-2.632759857E1,2.808440018E1,-6.600199699E0,3.905686388E1
8.389154789E0,-2.618120003E1,2.816979980E1,-6.685599804E0,3.903447323E1
8.399154789E0,-2.609580040E1,2.826739883E1,-6.770999908E0,3.906255336E1
8.409154789E0,-2.593719864E1,2.846259880E1,-6.880799770E0,3.911781192E1
8.419154789E0,-2.583959961E1,2.858459854E1,-6.917399883E0,3.914862198E1
8.429154789E0,-2.571759987E1,2.869439888E1,-7.039400101E0,3.917035389E1
8.439154789E0,-2.555900002E1,2.884079933E1,-7.014999866E0,3.916968740E1
8.449154789E0,-2.533939934E1,2.892619896E1,-7.002799988E0,3.908771358E1
8.459154789E0,-2.504660034E1,2.904819870E1,-7.014999866E0,3.899154087E1
8.469154789E0,-2.485140038E1,2.929220009E1,-7.075999737E0,3.906014412E1
8.479154789E0,-2.455859947E1,2.951179886E1,-7.161399841E0,3.905581554E1
8.489154789E0,-2.432679939E1,2.959719849E1,-7.246799946E0,3.899106867E1
8.499154789E0,-2.402179909E1,2.970699883E1,-7.441999912E0,3.892217842E1
8.509154789E0,-2.371679878E1,2.985339928E1,-7.649399757E0,3.888734125E1
8.519154789E0,-2.347279930E1,2.995100021E1,-7.832399845E0,3.885075557E1
8.529154789E0,-2.314340019E1,3.014620018E1,-7.978799820E0,3.883389762E1
8.539154789E0,-2.289939880E1,3.030480003E1,-8.259399414E0,3.887133969E1
8.549154789E0,-2.261879921E1,3.032919884E1,-8.552199364E0,3.878930901E1
8.559154789E0,-2.244799995E1,3.039019966E1,-8.759599686E0,3.878411433E1
8.569154789E0,-2.222839928E1,3.057320023E1,-8.918199539E0,3.883756673E1
8.579154789E0,-2.202099991E1,3.076840019E1,-8.954799652E0,3.888196657E1
8.589154789E0,-2.187459946E1,3.089039993E1,-9.027999878E0,3.891297587E1
8.599154789E0,-2.163059998E1,3.104899979E1,-9.064599991E0,3.891131219E1
8.609154789E0,-2.147200012E1,3.110999870E1,-9.137800217E0,3.888930703E1
8.619154789E0,-2.126459885E1,3.118319893E1,-9.210999489E0,3.885122355E1
8.629154789E0,-2.110599899E1,3.136619949E1,-9.186599731E0,3.890623702E1
8.639154789E0,-2.084980011E1,3.154920006E1,-9.186599731E0,3.891606100E1
8.649154789E0,-2.064239883E1,3.162240028E1,-9.174399376E0,3.886199214E1
8.659154789E0,-2.033740044E1,3.168339920E1,-9.210999489E0,3.875938793E1
8.669154789E0,-2.012999916E1,3.175659943E1,-9.198800087E0,3.870809213E1
8.679154789E0,-1.993479919E1,3.179319954E1,-9.210999489E0,3.863995688E1
8.689154789E0,-1.971520042E1,3.182979965E1,-9.271999359E0,3.857194895E1
8.699154789E0,-1.947119904E1,3.190299988E1,-9.149999619E0,3.847923448E1
8.709154789E0,-1.917840004E1,3.196399879E1,-9.125599861E0,3.837687871E1
8.719154789E0,-1.898320007E1,3.196399879E1,-9.064599991E0,3.826520713E1
8.729154789E0,-1.872699928E1,3.204940033E1,-9.040200233E0,3.820457805E1
8.739154789E0,-1.845859909E1,3.214699936E1,-9.003600121E0,3.814727072E1
8.749154789E0,-1.808040047E1,3.226900101E1,-8.954799652E0,3.805755830E1
8.759154789E0,-1.776319885E1,3.242760086E1,-8.954799652E0,3.804298842E1
8.769154789E0,-1.753139877E1,3.258620071E1,-8.857199669E0,3.804813275E1
8.779154789E0,-1.726300049E1,3.269599915E1,-8.808400154E0,3.800825515E1
8.789154789E0,-1.698239899E1,3.283020020E1,-8.710800171E0,3.797501758E1
8.799154789E0,-1.662859917E1,3.303759766E1,-8.649800301E0,3.798436803E1
8.809154789E0,-1.631139946E1,3.322060013E1,-8.637599945E0,3.800365980E1
8.819154789E0,-1.603079987E1,3.328160095E1,-8.625399590E0,3.793479965E1
8.829154789E0,-1.573799992E1,3.340359879E1,-8.576600075E0,3.790835161E1
8.839154789E0,-1.544519997E1,3.350119781E1,-8.552199364E0,3.786851688E1
8.849154789E0,-1.509140015E1,3.362319946E1,-8.552199364E0,3.783397963E1
8.859154789E0,-1.471319962E1,3.376959991E1,-8.527799606E0,3.780988611E1
8.869154789E0,-1.326139927E1,3.575819778E1,-8.039799690E0,3.897629791E1
8.879154789E0,-1.285879993E1,3.581919861E1,-8.137399673E0,3.891761809E1
8.889154789E0,-1.241959953E1,3.595339966E1,-8.247200012E0,3.892184101E1
8.899154789E0,-1.201700020E1,3.609980011E1,-8.259399414E0,3.893355289E1
8.909154789E0,-1.156559944E1,3.622179794E1,-8.369199753E0,3.893360041E1
8.919154789E0,-1.111419964E1,3.629499817E1,-8.466799736E0,3.889137467E1
8.929154789E0,-1.061399937E1,3.639260101E1,-8.539999962E0,3.885884700E1
8.939154789E0,-1.022359943E1,3.647800064E1,-8.552199364E0,3.883692354E1
8.949154789E0,-9.845399857E0,3.655120087E1,-8.661999702E0,3.883236307E1
8.959154789E0,-9.515999794E0,3.663660049E1,-8.747400284E0,3.884986177E1
8.969154789E0,-9.174399376E0,3.666099930E1,-8.796199799E0,3.880169590E1
8.979154789E0,-8.832799911E0,3.668539810E1,-8.906000137E0,3.877052523E1
8.989154789E0,-8.527799606E0,3.672200012E1,-9.003600121E0,3.875943078E1
8.999154789E0,-8.112999916E0,3.672200012E1,-9.125599861E0,3.869887122E1
9.009154789E0,-7.868999958E0,3.672200012E1,-9.308599472E0,3.869207254E1
9.019154789E0,-7.515199661E0,3.674639893E1,-9.564800262E0,3.870738255E1
9.029154789E0,-7.197999954E0,3.670980072E1,-9.821000099E0,3.867651374E1
9.039154789E0,-6.819799900E0,3.669759750E1,-1.004059982E1,3.865277452E1
9.049154789E0,-6.502599716E0,3.670980072E1,-1.023579979E1,3.866089587E1
9.059154789E0,-6.124399662E0,3.674639893E1,-1.050419998E1,3.870586935E1
9.069154789E0,-5.807199955E0,3.679520035E1,-1.066279984E1,3.874668554E1
9.079154789E0,-5.526599884E0,3.675859833E1,-1.083360004E1,3.871827407E1
9.089154789E0,-5.148399830E0,3.673419952E1,-1.102880001E1,3.869808607E1
9.099154789E0,-4.843400002E0,3.667319870E1,-1.124839973E1,3.866404690E1
9.109154789E0,-4.550600052E0,3.662440109E1,-1.135820007E1,3.861429043E1
9.119154789E0,-4.306600094E0,3.652679825E1,-1.152899933E1,3.854441101E1
9.129154789E0,-4.074800014E0,3.640480042E1,-1.169979954E1,3.845515307E1
9.139154789E0,-3.879599810E0,3.629499817E1,-1.188280010E1,3.838722607E1
9.149154789E0,-3.684399843E0,3.612419891E1,-1.205359936E1,3.825992429E1
9.159154789E0,-3.464799881E0,3.607539749E1,-1.219999981E1,3.823975860E1
9.169154789E0,-3.245199919E0,3.601440048E1,-1.235859966E1,3.821391566E1
9.179154789E0,-3.062199831E0,3.596559906E1,-1.256599998E1,3.822048847E1
9.189154789E0,-2.818199873E0,3.590459824E1,-1.277339935E1,3.821311497E1
9.199154789E0,-2.696199894E0,3.583139801E1,-1.288319969E1,3.817244309E1
9.209154789E0,-2.476599932E0,3.570940018E1,-1.306619930E1,3.810538508E1
9.219154789E0,-2.232599974E0,3.559959793E1,-1.310279942E1,3.799998984E1
9.229154789E0,-1.988600016E0,3.550199890E1,-1.322480011E1,3.793734036E1
9.239154789E0,-1.805599928E0,3.539220047E1,-1.337119961E1,3.787686661E1
9.249154789E0,-1.622599959E0,3.525799942E1,-1.349319935E1,3.778658204E1
9.259154789E0,-1.402999997E0,3.519699860E1,-1.356639957E1,3.774711004E1
9.269154789E0,-1.244400024E0,3.516040039E1,-1.363959980E1,3.773381732E1
9.279154789E0,-9.759999514E-1,3.513599777E1,-1.373719978E1,3.773859527E1
9.289154789E0,-7.441999912E-1,3.509939957E1,-1.387139988E1,3.774834325E1
9.299154789E0,-5.978000164E-1,3.506279755E1,-1.409099960E1,3.779303384E1
9.309154789E0,-4.269999862E-1,3.497739792E1,-1.429839993E1,3.778948180E1
9.319154789E0,-2.805999815E-1,3.497739792E1,-1.444479942E1,3.784374891E1
9.329154789E0,-1.341999918E-1,3.497739792E1,-1.453020000E1,3.787562656E1
9.339154789E0,1.219999976E-2,3.486759949E1,-1.456680012E1,3.778811068E1
9.349154789E0,1.708000004E-1,3.472119904E1,-1.474979973E1,3.772462627E1
9.359154789E0,2.928000093E-1,3.458699799E1,-1.488399982E1,3.765474223E1
9.369154789E0,4.391999841E-1,3.453820038E1,-1.499380016E1,3.765493627E1
9.379154789E0,5.978000164E-1,3.445280075E1,-1.507919979E1,3.761296466E1
9.389154789E0,7.197999954E-1,3.437960052E1,-1.520119953E1,3.759722744E1
9.399154789E0,8.417999744E-1,3.426979828E1,-1.532319927E1,3.754900980E1
9.409154789E0,1.012599945E0,3.411119843E1,-1.548180008E1,3.747379552E1
9.419154789E0,1.171200037E0,3.406240082E1,-1.561599922E1,3.748970913E1
9.429154789E0,1.256600022E0,3.400139999E1,-1.561599922E1,3.743706288E1
9.439154789E0,1.427399993E0,3.406240082E1,-1.554279995E1,3.746816316E1
9.449154789E0,1.549399972E0,3.400139999E1,-1.556719971E1,3.742771097E1
9.459154789E0,1.671399951E0,3.392819977E1,-1.565259933E1,3.740214143E1
9.469154789E0,1.805599928E0,3.387939835E1,-1.571360016E1,3.738971855E1
9.479154789E0,1.976400018E0,3.384280014E1,-1.581120014E1,3.740635412E1
9.489154789E0,2.061800003E0,3.381839752E1,-1.593319988E1,3.744064488E1
9.499154789E0,2.171599865E0,3.376959991E1,-1.599419975E1,3.742881444E1
9.509154789E0,2.378999949E0,3.375740051E1,-1.611619949E1,3.748271090E1
9.519154789E0,2.476599932E0,3.363539886E1,-1.631139946E1,3.746378727E1
9.529154789E0,2.635200024E0,3.359880066E1,-1.637240028E1,3.746837568E1
9.539154789E0,2.805999994E0,3.359880066E1,-1.638459969E1,3.748610607E1
9.549154789E0,2.952399969E0,3.356219864E1,-1.648220062E1,3.750734302E1
9.559154789E0,3.098799944E0,3.350119781E1,-1.655539894E1,3.749685387E1
9.569154789E0,3.257400036E0,3.347679901E1,-1.656760025E1,3.749389424E1
9.579154789E0,3.391599894E0,3.344020081E1,-1.673839951E1,3.754895468E1
9.589154789E0,3.513599873E0,3.339139938E1,-1.681159973E1,3.754944503E1
9.599154789E0,3.659999847E0,3.334259796E1,-1.689699936E1,3.755839487E1
9.609154789E0,3.794199944E0,3.328160095E1,-1.699460030E1,3.756164739E1
9.619154789E0,3.940599918E0,3.323279953E1,-1.712879944E1,3.759445521E1
9.629154789E0,4.074800014E0,3.322060013E1,-1.710439873E1,3.758686904E1
9.639154789E0,4.160200119E0,3.320840073E1,-1.711660004E1,3.759099813E1
9.649154789E0,4.343199730E0,3.317179871E1,-1.709219933E1,3.756826974E1
9.659154789E0,4.440799713E0,3.319619751E1,-1.698239899E1,3.755143282E1
9.669154789E0,4.562799931E0,3.315959930E1,-1.699460030E1,3.753924091E1
9.679154789E0,4.697000027E0,3.318399811E1,-1.698239899E1,3.757181677E1
9.689154789E0,4.770199776E0,3.320840073E1,-1.703120041E1,3.762465245E1
9.699154789E0,4.843400002E0,3.317179871E1,-1.701899910E1,3.759618443E1
9.709154789E0,4.965399742E0,3.314739990E1,-1.706780052E1,3.761269905E1
9.719154789E0,5.111799717E0,3.314739990E1,-1.715320015E1,3.767111482E1
9.729154789E0,5.184999943E0,3.313520050E1,-1.717759895E1,3.768150266E1
9.739154789E0,5.331399918E0,3.312300110E1,-1.723859978E1,3.771904491E1
9.749154789E0,5.465600014E0,3.313520050E1,-1.722640038E1,3.774338572E1
9.759154789E0,5.575399876E0,3.311079788E1,-1.728739929E1,3.776591313E1
9.769154789E0,5.697400093E0,3.304980087E1,-1.731180000E1,3.774186170E1
9.779154789E0,5.831599712E0,3.303759766E1,-1.733619881E1,3.776286805E1
9.789154789E0,5.916999817E0,3.303759766E1,-1.740939903E1,3.780979926E1
9.799154789E0,6.002399921E0,3.302539825E1,-1.734840012E1,3.778455665E1
9.809154789E0,6.136600018E0,3.301319885E1,-1.745820045E1,3.784597629E1
9.819154789E0,6.258599758E0,3.303759766E1,-1.750699997E1,3.790973460E1
9.829154789E0,6.319600105E0,3.300099945E1,-1.756799889E1,3.791619568E1
9.839154789E0,6.429399967E0,3.291559982E1,-1.764119911E1,3.789440330E1
