Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.248583954E1,6.059823513E0,-1.172602749E1,1.597059536E1,2.071909983E1
2.248824167E1,6.033502102E0,-1.198714447E1,1.500808239E1,2.013299077E1
2.249064469E1,6.052644730E0,-1.214267731E1,1.404796219E1,1.953008863E1
2.249304844E1,6.038288116E0,-1.230060387E1,1.304507065E1,1.891929299E1
2.249545141E1,6.057430744E0,-1.237029457E1,1.210648632E1,1.833803877E1
2.249785354E1,6.062216282E0,-1.245404339E1,1.116790104E1,1.779257364E1
2.250025657E1,6.129215240E0,-1.252582836E1,1.026072216E1,1.731317634E1
2.250266032E1,6.157928944E0,-1.254497051E1,9.417850494E0,1.685207055E1
2.250506329E1,6.224927902E0,-1.253061390E1,8.632705688E0,1.644048721E1
2.250746542E1,6.227321148E0,-1.247079372E1,7.878368378E0,1.601152438E1
2.250986844E1,6.191428661E0,-1.237029457E1,7.167401314E0,1.557978236E1
2.251227219E1,6.112465382E0,-1.224796200E1,6.504290104E0,1.515521679E1
2.251467516E1,5.985645771E0,-1.204217911E1,5.891428471E0,1.468165394E1
2.251707730E1,5.796612740E0,-1.181964684E1,5.302495003E0,1.419229452E1
2.251948032E1,5.609673500E0,-1.152263737E1,4.706383228E0,1.365245955E1
2.252188407E1,5.382355213E0,-1.122114182E1,4.088735580E0,1.309967671E1
2.252428704E1,5.157131195E0,-1.090499020E1,3.492623806E0,1.255839299E1
2.252668917E1,4.915455818E0,-1.058883858E1,2.848356247E0,1.201658611E1
2.252909219E1,4.661816597E0,-1.024666500E1,2.242672920E0,1.147851295E1
2.253149594E1,4.446163654E0,-9.995119095E0,1.601097465E0,1.105596174E1
2.253389891E1,4.245166302E0,-9.736694336E0,1.026520967E0,1.067138224E1
2.253630105E1,4.080061913E0,-9.559625626E0,5.021936297E-1,1.040603410E1
2.253870407E1,3.888336897E0,-9.317651749E0,-5.802594870E-2,1.009659175E1
2.254110782E1,3.680161238E0,-9.073583603E0,-6.421737671E-1,9.812537556E0
2.254351079E1,3.426223040E0,-8.855537415E0,-1.202393413E0,9.571065622E0
2.254591292E1,3.239582777E0,-8.585148811E0,-1.774577141E0,9.346058031E0
2.254831594E1,3.019443035E0,-8.371888161E0,-2.327618122E0,9.199095267E0
2.255071969E1,2.834896564E0,-8.130212784E0,-2.854338408E0,9.071066430E0
2.255312266E1,2.566900492E0,-7.847859859E0,-3.366701365E0,8.916981585E0
2.255552480E1,2.267498493E0,-7.538887024E0,-3.862015724E0,8.768781696E0
2.255792782E1,1.927717686E0,-7.177271366E0,-4.302594185E0,8.587295061E0
2.256033157E1,1.601994753E0,-6.787241459E0,-4.721637249E0,8.421810501E0
2.256273454E1,1.233201027E0,-6.329913139E0,-5.078466892E0,8.208496275E0
2.256513667E1,8.503493667E-1,-5.879763603E0,-5.401497841E0,8.029376875E0
2.256753969E1,4.576273263E-1,-5.420042515E0,-5.674578667E0,7.860478782E0
2.256994344E1,1.055833027E-1,-4.972285271E0,-5.949753284E0,7.754632989E0
2.257234641E1,-2.389831543E-1,-4.606183529E0,-6.230012894E0,7.751586954E0
2.257474855E1,-5.264210105E-1,-4.213461399E0,-6.464509487E0,7.734355755E0
2.257715157E1,-7.848458290E-1,-3.914059639E0,-6.670292377E0,7.773586446E0
2.257955532E1,-9.690931439E-1,-3.638885021E0,-6.826124668E0,7.795935076E0
2.258195829E1,-1.136889815E0,-3.425923824E0,-6.952944279E0,7.834086204E0
2.258436042E1,-1.278066397E0,-3.238984585E0,-7.060621262E0,7.872537549E0
2.258676344E1,-1.412064433E0,-3.042773008E0,-7.120441914E0,7.871028306E0
2.258916719E1,-1.522134304E0,-2.846561670E0,-7.134799004E0,7.831038437E0
2.259157016E1,-1.615753531E0,-2.693121910E0,-7.125227451E0,7.786682948E0
2.259397230E1,-1.716252089E0,-2.492124796E0,-7.063014030E0,7.683903593E0
2.259637532E1,-1.807179332E0,-2.341377020E0,-7.005586624E0,7.604353190E0
2.259877907E1,-1.922034740E0,-2.178365946E0,-6.876374245E0,7.464852208E0
2.260118204E1,-2.039283037E0,-1.998904228E0,-6.780661106E0,7.357421998E0
2.260358417E1,-2.159223318E0,-1.824228168E0,-6.622435570E0,7.200465722E0
2.260598719E1,-2.274078846E0,-1.610967875E0,-6.529115677E0,7.099014270E0
2.260839094E1,-2.422433853E0,-1.426720500E0,-6.407081604E0,6.996742945E0
2.261079391E1,-2.554039001E0,-1.259222865E0,-6.299404621E0,6.913122017E0
2.261319605E1,-2.673680305E0,-1.081854939E0,-6.253941059E0,6.886999002E0
2.261559907E1,-2.800798893E0,-9.000003934E-1,-6.206084728E0,6.868039225E0
2.261800282E1,-2.922832966E0,-7.253243923E-1,-6.263512135E0,6.949865630E0
2.262040579E1,-3.059223652E0,-5.889334679E-1,-6.316154480E0,7.042691204E0
2.262280792E1,-3.183650494E0,-4.498506486E-1,-6.435795784E0,7.194266012E0
2.262521094E1,-3.303590775E0,-3.134597540E-1,-6.576972008E0,7.366717710E0
2.262761464E1,-3.418446302E0,-1.938186288E-1,-6.706483841E0,7.529957921E0
2.263001761E1,-3.518944740E0,-1.220339537E-1,-6.828517437E0,7.682871518E0
2.263241974E1,-3.597908020E0,-3.828516230E-2,-6.945765972E0,7.822408377E0
2.263482282E1,-3.684049606E0,1.704886183E-2,-7.072585583E0,7.974583311E0
2.263722651E1,-3.813561201E0,1.151545867E-1,-7.208976269E0,8.156337932E0
2.263962948E1,-3.923630953E0,1.869392693E-1,-7.338488102E0,8.323655073E0
2.264203162E1,-4.031308174E0,2.156531364E-1,-7.460521698E0,8.482766994E0
2.264443464E1,-4.153341770E0,3.161516786E-1,-7.620841026E0,8.684895952E0
2.264683839E1,-4.249054909E0,4.118646085E-1,-7.802695751E0,8.894164438E0
2.264924136E1,-4.320839405E0,4.860421121E-1,-7.958528042E0,9.068851013E0
2.265164349E1,-4.359124660E0,5.844469070E-1,-8.126026154E0,9.239905142E0
2.265404657E1,-4.361517429E0,7.136593461E-1,-8.274380684E0,9.380699316E0
2.265645026E1,-4.359124660E0,8.644071817E-1,-8.399106979E0,9.502324223E0
2.265885323E1,-4.342374802E0,1.053440213E0,-8.506783485E0,9.608918798E0
2.266125537E1,-4.323232174E0,1.273878932E0,-8.585746765E0,9.696811408E0
2.266365839E1,-4.335196495E0,1.446162224E0,-8.679066658E0,9.808746703E0
2.266606214E1,-4.313661098E0,1.606481314E0,-8.714959145E0,9.855910266E0
2.266846511E1,-4.328018188E0,1.738385677E0,-8.743673325E0,9.909871311E0
2.267086724E1,-4.328018188E0,1.836491346E0,-8.736495018E0,9.921229113E0
2.267327026E1,-4.361517429E0,1.901097536E0,-8.722137451E0,9.935425902E0
2.267567401E1,-4.376173496E0,1.948953986E0,-8.671888351E0,9.907116820E0
2.267807698E1,-4.412065983E0,2.015953064E0,-8.568997383E0,9.846730886E0
2.268047912E1,-4.414458752E0,2.111665964E0,-8.437391281E0,9.753776235E0
2.268288214E1,-4.445565224E0,2.157129526E0,-8.279166222E0,9.641620781E0
2.268528589E1,-4.476672173E0,2.171486616E0,-8.106883049E0,9.511966181E0
2.268768886E1,-4.507778645E0,2.209771633E0,-7.896314621E0,9.357079864E0
2.269009099E1,-4.488636017E0,2.243271112E0,-7.613662720E0,9.118551342E0
2.269249401E1,-4.471886635E0,2.260320187E0,-7.297810078E0,8.852392295E0
2.269489776E1,-4.450351238E0,2.300997972E0,-6.924230576E0,8.546647698E0
2.269730073E1,-4.414458752E0,2.296212435E0,-6.509973049E0,8.193887155E0
2.269970287E1,-4.390530586E0,2.310569286E0,-6.102894306E0,7.865164217E0
2.270210589E1,-4.296911240E0,2.286641121E0,-5.684150219E0,7.483430866E0
2.270450964E1,-4.184448719E0,2.200200319E0,-5.253142834E0,7.067248556E0
2.270691261E1,-4.083950043E0,2.228914261E0,-4.853242397E0,6.723144242E0
2.270931474E1,-3.914059639E0,2.298605204E0,-4.511068821E0,6.399467997E0
2.271171776E1,-3.746263027E0,2.348854542E0,-4.111168385E0,6.037657643E0
2.271412151E1,-3.593122244E0,2.442174673E0,-3.751945972E0,5.740369603E0
2.271652448E1,-3.461517096E0,2.513959408E0,-3.390629768E0,5.458796821E0
2.271892662E1,-3.291626692E0,2.633600473E0,-3.029014349E0,5.190913759E0
2.272132964E1,-3.114258766E0,2.710170746E0,-2.688934565E0,4.926865355E0
2.272373339E1,-2.939582586E0,2.801098108E0,-2.370688915E0,4.701857327E0
2.272613636E1,-2.779263496E0,2.897109985E0,-2.080858469E0,4.521893831E0
2.272853849E1,-2.566003084E0,2.964108944E0,-1.779362798E0,4.305397267E0
2.273094151E1,-2.353041887E0,3.055036306E0,-1.487139225E0,4.132993592E0
2.273334526E1,-2.082353830E0,3.124428272E0,-1.209571838E0,3.944783078E0
2.273574823E1,-1.800000787E0,3.222533941E0,-9.628120065E-1,3.814673616E0
2.273815037E1,-1.455135226E0,3.325425386E0,-7.115656137E-1,3.698945546E0
2.274055339E1,-1.120140076E0,3.423830032E0,-4.528416991E-1,3.630756324E0
2.274295714E1,-7.848458290E-1,3.569792271E0,-1.920240223E-1,3.660091946E0
2.274536011E1,-4.570291340E-1,3.773182154E0,5.234299600E-2,3.801120754E0
2.274776224E1,-1.408774406E-1,3.969692707E0,3.203391433E-1,3.985087679E0
2.275016526E1,1.250249892E-1,4.180261135E0,5.667998791E-1,4.220364499E0
2.275256901E1,3.523431420E-1,4.433900356E0,8.087740541E-1,4.520811158E0
2.275497198E1,5.222335458E-1,4.685445786E0,1.052842021E0,4.830590689E0
2.275737412E1,6.900302172E-1,4.934299469E0,1.251745343E0,5.137150899E0
2.275977714E1,7.929216027E-1,5.190630436E0,1.476670623E0,5.454532530E0
2.276218089E1,8.670991063E-1,5.413163185E0,1.723131418E0,5.746597116E0
2.276458386E1,9.293124676E-1,5.669494152E0,1.943570137E0,6.065002101E0
2.276698599E1,9.987043738E-1,5.887240887E0,2.216351986E0,6.369398073E0
2.276938901E1,1.032203913E0,6.071488380E0,2.522932291E0,6.655343974E0
2.277179276E1,1.077667475E0,6.282355785E0,2.903690338E0,7.004340010E0
2.277419573E1,1.092024446E0,6.435496330E0,3.300898790E0,7.314647171E0
2.277659787E1,1.120738268E0,6.622136593E0,3.731905937E0,7.683480282E0
2.277900089E1,1.142273664E0,6.806683064E0,4.196412563E0,8.077474968E0
2.278140464E1,1.147059321E0,6.988537788E0,4.646562576E0,8.470298063E0
2.278380761E1,1.218844056E0,7.175177574E0,5.132604599E0,8.905750054E0
2.278620974E1,1.293320656E0,7.350152969E0,5.611168861E0,9.337164612E0
2.278861276E1,1.353141189E0,7.532007694E0,6.073283195E0,9.769692920E0
2.279101651E1,1.499103427E0,7.692326546E0,6.592824459E0,1.024131501E1
2.279341948E1,1.625923038E0,7.838288784E0,7.107580662E0,1.070514361E1
2.279582162E1,1.793420553E0,7.970192909E0,7.624729156E0,1.117483007E1
2.279822464E1,1.997109652E0,8.068299294E0,8.161020279E0,1.164852576E1
2.280062839E1,2.174178362E0,8.128119469E0,8.735597610E0,1.212864557E1
2.280303136E1,2.435295343E0,8.199904442E0,9.408279419E0,1.271553451E1
2.280543349E1,2.676970243E0,8.269295692E0,1.011206818E1,1.333421703E1
2.280783651E1,2.911466837E0,8.391329765E0,1.087837029E1,1.404385967E1
2.281024026E1,3.158226728E0,8.518448830E0,1.163240814E1,1.475978610E1
2.281264323E1,3.337688446E0,8.657232285E0,1.234337521E1,1.544172097E1
2.281504537E1,3.510270834E0,8.822337151E0,1.303310680E1,1.612505836E1
2.281744839E1,3.651447296E0,8.932407379E0,1.363400459E1,1.670350413E1
2.281985214E1,3.747160196E0,9.052347183E0,1.419183064E1,1.724512267E1
2.282225511E1,3.795016766E0,9.128917694E0,1.460100365E1,1.763316755E1
2.282465724E1,3.771088600E0,9.183952332E0,1.490758419E1,1.791095073E1
2.282706026E1,3.711267948E0,9.248558998E0,1.512772369E1,1.811511461E1
2.282946401E1,3.622733593E0,9.284450531E0,1.521416473E1,1.818779890E1
2.283186698E1,3.457329512E0,9.284450531E0,1.528834248E1,1.821778155E1
2.283426912E1,3.256332397E0,9.296415329E0,1.517797279E1,1.809413985E1
2.283667214E1,2.988336325E0,9.320343018E0,1.508704567E1,1.798382315E1
2.283907589E1,2.724826813E0,9.341878891E0,1.488604832E1,1.778453870E1
2.284147886E1,2.399402857E0,9.349057198E0,1.462971783E1,1.752685506E1
2.284388094E1,2.104786634E0,9.339486122E0,1.437607861E1,1.727216732E1
2.284628396E1,1.786242127E0,9.303593636E0,1.406471252E1,1.695770190E1
2.284868776E1,1.472782373E0,9.265308380E0,1.374646664E1,1.664272731E1
2.285109068E1,1.209272742E0,9.219844818E0,1.340878010E1,1.631757527E1
2.285349282E1,9.604191780E-1,9.150452614E0,1.310249901E1,1.601026759E1
2.285589584E1,6.924230456E-1,9.119346619E0,1.276959705E1,1.570683104E1
2.285829959E1,4.241278172E-1,9.069096565E0,1.246810150E1,1.542342219E1
2.286070256E1,1.633101404E-1,9.035597801E0,1.219741344E1,1.518043453E1
2.286310469E1,-1.241276711E-1,9.009276390E0,1.190070343E1,1.492679506E1
2.286550771E1,-3.681955934E-1,8.977870941E0,1.164915752E1,1.471192053E1
2.286791146E1,-6.029912829E-1,8.913264275E0,1.143380356E1,1.451005659E1
2.287031443E1,-8.087740541E-1,8.872586250E0,1.119900799E1,1.431064926E1
2.287271657E1,-9.786644578E-1,8.812766075E0,1.101715374E1,1.414214646E1
2.287511959E1,-1.129711390E0,8.752944946E0,1.081137085E1,1.395621842E1
2.287752334E1,-1.218245864E0,8.678768158E0,1.062443161E1,1.377257009E1
2.287992631E1,-1.318744421E0,8.606983185E0,1.047129059E1,1.361863330E1
2.288232844E1,-1.397707582E0,8.496912956E0,1.030857944E1,1.343197403E1
2.288473146E1,-1.428814173E0,8.420043945E0,1.015783119E1,1.327102801E1
2.288713521E1,-1.443171144E0,8.295617104E0,1.002353382E1,1.309088371E1
2.288953818E1,-1.479063511E0,8.168797493E0,9.894321442E0,1.291566793E1
2.289194032E1,-1.476670623E0,8.068299294E0,9.808179855E0,1.278586726E1
2.289434334E1,-1.500598907E0,7.946264744E0,9.719645500E0,1.264382969E1
2.289674709E1,-1.514955878E0,7.847859859E0,9.657432556E0,1.253594828E1
2.289915006E1,-1.526919961E0,7.754539967E0,9.604789734E0,1.243850315E1
2.290155219E1,-1.519741535E0,7.651648521E0,9.539884567E0,1.232342229E1
2.290395521E1,-1.519741535E0,7.539186001E0,9.487242699E0,1.221297318E1
2.290635896E1,-1.546062589E0,7.479365349E0,9.451350212E0,1.215151169E1
2.290876193E1,-1.524527073E0,7.374081135E0,9.381958008E0,1.203006199E1
2.291116407E1,-1.495813251E0,7.309474945E0,9.355637550E0,1.196636266E1
2.291356709E1,-1.440778375E0,7.256533623E0,9.300602913E0,1.188420536E1
2.291597084E1,-1.414457321E0,7.194320202E0,9.255139351E0,1.180747802E1
2.291837381E1,-1.378564954E0,7.163213730E0,9.216854095E0,1.175425334E1
2.292077594E1,-1.316351533E0,7.158428192E0,9.202496529E0,1.173293731E1
2.292317896E1,-1.306780219E0,7.146463871E0,9.178568840E0,1.170579969E1
2.292558271E1,-1.278066397E0,7.146463871E0,9.159425735E0,1.168762077E1
2.292798568E1,-1.299601793E0,7.129714012E0,9.128319740E0,1.165538536E1
2.293038782E1,-1.328315616E0,7.124928474E0,9.070891380E0,1.161077511E1
2.293279084E1,-1.352243900E0,7.091429234E0,9.032606125E0,1.156308374E1
2.293519459E1,-1.397707582E0,7.105785847E0,8.943773270E0,1.150812145E1
2.293759756E1,-1.431207061E0,7.084250450E0,8.828917503E0,1.140985286E1
2.293999969E1,-1.474277854E0,7.093822002E0,8.718847275E0,1.133640611E1
2.294240271E1,-1.498206019E0,7.091429234E0,8.599205971E0,1.124630309E1
2.294480646E1,-1.502991676E0,7.139285564E0,8.457730293E0,1.116967251E1
2.294720943E1,-1.510170221E0,7.172784805E0,8.314161301E0,1.108398548E1
2.294961157E1,-1.502991676E0,7.213462830E0,8.139485359E0,1.097926463E1
2.295201459E1,-1.462313771E0,7.285247803E0,7.976773262E0,1.090147278E1
2.295441834E1,-1.431207061E0,7.357331276E0,7.794619560E0,1.081363821E1
2.295682131E1,-1.407278776E0,7.409973621E0,7.574480057E0,1.068928860E1
2.295922344E1,-1.407278776E0,7.500900745E0,7.375875950E0,1.061355226E1
2.296162646E1,-1.376172066E0,7.579864025E0,7.174579620E0,1.052723995E1
2.296403021E1,-1.352243900E0,7.663612843E0,6.983153820E0,1.045580999E1
2.296643318E1,-1.318744421E0,7.735397339E0,6.806085110E0,1.038740840E1
2.296883532E1,-1.256531000E0,7.833503246E0,6.595217228E0,1.031695370E1
2.297123834E1,-1.203888893E0,7.893622875E0,6.394220352E0,1.022959845E1
2.297364204E1,-1.124925733E0,7.979764462E0,6.202495575E0,1.016922072E1
2.297604506E1,-1.019641519E0,8.092226982E0,6.063711643E0,1.016328713E1
2.297844714E1,-8.566305041E-1,8.180761337E0,5.912963867E0,1.013024252E1
2.298085021E1,-6.939185858E-1,8.281260490E0,5.805286884E0,1.013716697E1
2.298325391E1,-4.905286431E-1,8.396115303E0,5.683252811E0,1.015060260E1
2.298565688E1,-2.988037169E-1,8.487341881E0,5.620740414E0,1.018415331E1
2.298805901E1,-8.823533356E-2,8.590232849E0,5.627918720E0,1.027002215E1
2.299046204E1,1.680957973E-1,8.678768158E0,5.618347645E0,1.033997598E1
2.299286579E1,3.786641955E-1,8.810373306E0,5.620740414E0,1.045747518E1
2.299526875E1,6.251249313E-1,8.910871506E0,5.659025669E0,1.057444957E1
2.299767089E1,7.881359458E-1,9.004490852E0,5.683252811E0,1.067714270E1
2.300007391E1,8.934201598E-1,9.119346619E0,5.707180977E0,1.079502650E1
2.300247766E1,9.843474030E-1,9.183952332E0,5.735895157E0,1.087264519E1
2.300488063E1,1.087238789E0,9.262915611E0,5.822036743E0,1.099453526E1
2.300728276E1,1.125523925E0,9.291629791E0,5.881857395E0,1.105429485E1
2.300968579E1,1.142273664E0,9.329915047E0,5.946463585E0,1.112261359E1
2.301208954E1,1.125523925E0,9.301200867E0,6.015855312E0,1.113416619E1
2.301449250E1,1.115952611E0,9.260522842E0,6.109175205E0,1.115009665E1
2.301689464E1,1.046560764E0,9.210273743E0,6.159424782E0,1.112937310E1
2.301929766E1,1.010668516E0,9.148059845E0,6.233901024E0,1.111620312E1
2.302170141E1,9.484550953E-1,9.064311028E0,6.274579048E0,1.106488336E1
2.302410438E1,8.431708813E-1,9.018847466E0,6.327221394E0,1.104917541E1
2.302650651E1,7.498508096E-1,8.913264275E0,6.365506649E0,1.097853502E1
2.302890954E1,6.179464459E-1,8.851051331E0,6.408577442E0,1.094499120E1
2.303131329E1,5.102694035E-1,8.781659126E0,6.449255466E0,1.090737402E1
2.303371625E1,3.786641955E-1,8.714659691E0,6.504290104E0,1.088092229E1
2.303611839E1,2.422732860E-1,8.647661209E0,6.561717987E0,1.085803314E1
2.303852141E1,1.103689447E-1,8.556734085E0,6.643074036E0,1.083329646E1
2.304092516E1,-4.037888348E-2,8.422436714E0,6.743572235E0,1.078957076E1
2.304332813E1,-1.767697781E-1,8.302795410E0,6.873084068E0,1.077993246E1
2.304573026E1,-2.150549293E-1,8.161619186E0,6.992724895E0,1.074971990E1
2.304813329E1,-2.724826932E-1,8.123333931E0,7.114758968E0,1.080197186E1
2.305053704E1,-3.011965454E-1,8.130512238E0,7.265506744E0,1.090795750E1
2.305294000E1,-3.490529954E-1,8.128119469E0,7.438089371E0,1.102330883E1
2.305534214E1,-3.729812205E-1,8.087441444E0,7.569694519E0,1.108359595E1
2.305774516E1,-4.232304990E-1,8.056334496E0,7.715656757E0,1.116310928E1
2.306014891E1,-4.328017831E-1,8.013263702E0,7.844869137E0,1.122237427E1
2.306255188E1,-4.375874400E-1,7.953443527E0,7.948059559E0,1.125257293E1
2.306495401E1,-4.498506486E-1,7.917551041E0,8.053343773E0,1.130249203E1
2.306735704E1,-4.666004181E-1,7.886444569E0,8.170592308E0,1.136539936E1
2.306976078E1,-4.737788737E-1,7.859824181E0,8.239983559E0,1.139730809E1
2.307216375E1,-4.905286431E-1,7.797610760E0,8.314161301E0,1.140914677E1
2.307456589E1,-4.809573591E-1,7.721040249E0,8.345268250E0,1.137933586E1
2.307696891E1,-5.024927258E-1,7.646862984E0,8.381160736E0,1.135653414E1
2.307937266E1,-5.216353536E-1,7.555935860E0,8.390731812E0,1.130347957E1
2.308177563E1,-5.312066078E-1,7.460222721E0,8.376375198E0,1.122945969E1
2.308417771E1,-5.048855543E-1,7.390830994E0,8.357232094E0,1.116792821E1
2.308658073E1,-5.072783828E-1,7.282855034E0,8.256733894E0,1.102138664E1
2.308898448E1,-4.833501875E-1,7.223034382E0,8.192127228E0,1.093237401E1
2.309138745E1,-4.666004181E-1,7.122535706E0,8.082057953E0,1.078275900E1
2.309378959E1,-4.304089844E-1,7.036394119E0,7.924131393E0,1.060603377E1
2.309619261E1,-4.160520434E-1,6.952645302E0,7.804191113E0,1.046029516E1
2.309859636E1,-3.969094455E-1,6.852146626E0,7.643871784E0,1.027317995E1
2.310099933E1,-3.514458239E-1,6.736992359E0,7.481160164E0,1.007364570E1
2.310340146E1,-3.514458239E-1,6.624529362E0,7.279863834E0,9.849077159E0
2.310580448E1,-3.514458239E-1,6.538387775E0,7.093223572E0,9.653385391E0
2.310820823E1,-3.610171080E-1,6.413960934E0,6.930511475E0,9.449932143E0
2.311061120E1,-3.538386524E-1,6.282355785E0,6.719644070E0,9.205803193E0
2.311301334E1,-3.538386524E-1,6.138487339E0,6.518647194E0,8.960970363E0
2.311541636E1,-3.658027649E-1,6.035595894E0,6.308078766E0,8.738082580E0
2.311782011E1,-3.562314808E-1,5.925526142E0,6.130710602E0,8.533719788E0
2.312022308E1,-3.131606579E-1,5.827420235E0,5.922534943E0,8.314644691E0
2.312262521E1,-2.820539773E-1,5.710172176E0,5.771787167E0,8.123985957E0
2.312502823E1,-2.318046987E-1,5.621338367E0,5.606383324E0,7.942588522E0
2.312743198E1,-1.839482337E-1,5.499304771E0,5.398207664E0,7.708231698E0
2.312983495E1,-1.600200087E-1,5.389235020E0,5.230710506E0,7.511976631E0
2.313223709E1,-1.408774406E-1,5.267200947E0,5.070092201E0,7.312255958E0
2.313464011E1,-1.456630826E-1,5.166702271E0,4.907380104E0,7.127300300E0
2.313704386E1,-1.791625917E-1,5.061418056E0,4.735096931E0,6.933339378E0
2.313944683E1,-1.983051747E-1,4.979763031E0,4.565206528E0,6.758585313E0
2.314184896E1,-2.318046987E-1,4.874478817E0,4.402195454E0,6.572183957E0
2.314425198E1,-3.011965454E-1,4.776372910E0,4.263411522E0,6.409456711E0
2.314665573E1,-3.873381615E-1,4.714159489E0,4.091128349E0,6.253851750E0
2.314905870E1,-4.689932466E-1,4.630411148E0,3.918546200E0,6.084050163E0
2.315146084E1,-5.647061467E-1,4.529912472E0,3.774976730E0,5.923634809E0
2.315386386E1,-6.819544435E-1,4.431507587E0,3.633800268E0,5.771293248E0
2.315626761E1,-7.728816867E-1,4.350151539E0,3.511766434E0,5.643905385E0
2.315867058E1,-9.044869542E-1,4.252045631E0,3.413361549E0,5.527117311E0
2.316107271E1,-1.010070205E0,4.151547432E0,3.291327477E0,5.393368563E0
2.316347573E1,-1.153639674E0,4.072584152E0,3.195614576E0,5.303657106E0
2.316587948E1,-1.290030479E0,3.964907169E0,3.142972469E0,5.221392864E0
2.316828245E1,-1.426421404E0,3.844966888E0,3.064009428E0,5.119238436E0
2.317068459E1,-1.546062589E0,3.770789385E0,3.020938635E0,5.072990474E0
2.317308756E1,-1.663609982E0,3.672683716E0,2.994617462E0,5.022343834E0
2.317549136E1,-1.761715651E0,3.624827147E0,2.949153900E0,4.994048718E0
2.317789427E1,-1.843071699E0,3.553042412E0,2.920439959E0,4.954794973E0
2.318029641E1,-1.895713687E0,3.471686602E0,2.908475876E0,4.909742372E0
2.318269943E1,-1.974676847E0,3.440579891E0,2.845963478E0,4.882258367E0
2.318510318E1,-2.022533417E0,3.409473181E0,2.855833769E0,4.885789118E0
2.318750615E1,-2.070389748E0,3.395116329E0,2.855833769E0,4.895826295E0
2.318990828E1,-2.101496458E0,3.366103172E0,2.860619545E0,4.891838316E0
2.319231131E1,-2.132902384E0,3.361317635E0,2.894119024E0,4.921753117E0
2.319471506E1,-2.096710920E0,3.332603693E0,2.987439156E0,4.942391806E0
2.319711802E1,-2.082353830E0,3.308675528E0,3.066402197E0,4.968536369E0
2.319952016E1,-1.991426587E0,3.272783279E0,3.181257725E0,4.979687837E0
2.320192318E1,-1.876571178E0,3.224926710E0,3.296113253E0,4.978557446E0
2.320432693E1,-1.766501307E0,3.167499065E0,3.423231840E0,4.987192941E0
2.320672990E1,-1.649253011E0,3.112463951E0,3.492623806E0,4.960432279E0
2.320913204E1,-1.526919961E0,3.067000389E0,3.566801310E0,4.945710013E0
2.321153506E1,-1.409671664E0,3.050250769E0,3.645764351E0,4.958104643E0
2.321393881E1,-1.325922847E0,3.038286448E0,3.674478292E0,4.948842961E0
2.321634177E1,-1.208674550E0,3.000001431E0,3.700799227E0,4.914958562E0
2.321874391E1,-1.112961650E0,2.995215654E0,3.691227913E0,4.882126991E0
2.322114693E1,-1.010070205E0,2.968894720E0,3.691227913E0,4.843525698E0
2.322355068E1,-8.877372146E-1,2.971287489E0,3.650550127E0,4.789900096E0
2.322595365E1,-7.800601721E-1,2.930609465E0,3.629014730E0,4.729346003E0
2.322835578E1,-6.628118753E-1,2.916252613E0,3.564408541E0,4.652833237E0
2.323075881E1,-5.072783828E-1,2.923431158E0,3.466302633E0,4.562788077E0
2.323316256E1,-3.705884218E-1,2.892324448E0,3.372683525E0,4.458460569E0
2.323556552E1,-2.485544533E-1,2.882753134E0,3.274577856E0,4.369771743E0
2.323796766E1,-1.169492081E-1,2.906681299E0,3.169293642E0,4.301964142E0
2.324037068E1,-6.879365072E-3,2.940180779E0,3.030509949E0,4.222404633E0
2.324277443E1,8.404789865E-2,2.966501951E0,2.906083107E0,4.153614920E0
2.324517740E1,1.800599098E-1,3.016751051E0,2.793321371E0,4.115319278E0
2.324757954E1,2.614158690E-1,3.026322365E0,2.664108992E0,4.040351721E0
2.324998256E1,3.762713671E-1,3.081357241E0,2.566003084E0,4.027494806E0
2.325238631E1,4.911268353E-1,3.114856958E0,2.453540564E0,3.995422473E0
2.325478927E1,6.442674994E-1,3.184248686E0,2.365005970E0,4.018429238E0
2.325719141E1,8.216354847E-1,3.248854876E0,2.273779631E0,4.049718099E0
2.325959438E1,9.460622668E-1,3.313461065E0,2.178066730E0,4.076522136E0
2.326199813E1,1.087238789E0,3.354139090E0,2.087139606E0,4.097375862E0
2.326440110E1,1.168594718E0,3.433401346E0,1.977069736E0,4.130697660E0
2.326680323E1,1.226022482E0,3.514757395E0,1.840678811E0,4.152679756E0
2.326920625E1,1.240379453E0,3.560220957E0,1.756929994E0,4.159389072E0
2.327161000E1,1.211665511E0,3.605684519E0,1.617847204E0,4.133584853E0
2.327401297E1,1.163809061E0,3.655933857E0,1.491027594E0,4.116244305E0
2.327641511E1,1.075274706E0,3.701397419E0,1.371386528E0,4.091119597E0
2.327881813E1,9.771689177E-1,3.739682674E0,1.227817178E0,4.055566621E0
2.328122188E1,9.029914737E-1,3.763610840E0,1.069591761E0,4.015493331E0
2.328362485E1,7.977072597E-1,3.804288864E0,8.805587292E-1,3.985515564E0
2.328602698E1,7.211369276E-1,3.840181351E0,6.891329288E-1,3.967610801E0
2.328843000E1,6.299105883E-1,3.794717550E0,4.854438901E-1,3.877154163E0
