Time (s),Magnetic field x,Magnetic field y,Magnetic field z
1.62E+18,9.027999878,-51.39859772,-15.72579956
1.62E+18,8.881599426,-51.37419891,-15.71360016
1.62E+18,8.747400284,-51.38639832,-15.72579956
1.62E+18,8.539999962,-51.36199951,-15.79899979
1.62E+18,8.381400108,-51.34980011,-15.8355999
1.62E+18,8.186200142,-51.27659988,-15.8477993
1.62E+18,8.03979969,-51.30099869,-15.85999966
1.62E+18,7.832399845,-51.21559906,-15.95759964
1.62E+18,7.722599983,-51.20339966,-16.00639915
1.62E+18,7.612799644,-51.17900085,-16.01860046
1.62E+18,7.478600025,-51.14239883,-16.04299927
1.62E+18,7.405399799,-51.05699921,-15.9819994
1.62E+18,7.283400059,-51.00819778,-16.06739998
1.62E+18,7.222399712,-50.98379898,-16.05520058
1.62E+18,7.161399841,-50.94720078,-16.09179878
1.62E+18,7.124799728,-50.94720078,-16.06739998
1.62E+18,7.002799988,-50.95940018,-16.03079987
1.62E+18,6.941799641,-50.92279816,-16.00639915
1.62E+18,6.929599762,-50.89839935,-16.06739998
1.62E+18,6.917399883,-50.93499756,-16.09179878
1.62E+18,6.905200005,-50.95940018,-16.06739998
1.62E+18,6.856400013,-50.99599838,-16.1283989
1.62E+18,6.844199657,-50.99599838,-16.11619949
1.62E+18,6.807600021,-50.97159958,-16.22599983
1.62E+18,6.795399666,-50.94720078,-16.25040054
1.62E+18,6.807600021,-50.92279816,-16.27479935
1.62E+18,6.8197999,-50.95940018,-16.22599983
1.62E+18,6.807600021,-50.95940018,-16.23819923
1.62E+18,6.783199787,-50.93499756,-16.22599983
1.62E+18,6.75880003,-50.93499756,-16.28699875
1.62E+18,6.697799683,-50.99599838,-16.23819923
1.62E+18,6.734399796,-51.10580063,-16.15279961
1.62E+18,6.75880003,-51.11800003,-16.1283989
1.62E+18,6.734399796,-51.15459824,-16.10400009
1.62E+18,6.710000038,-51.14239883,-16.04299927
1.62E+18,6.746599674,-51.20339966,-16.00639915
1.62E+18,6.8197999,-51.22779846,-15.9698
1.62E+18,6.929599762,-51.20339966,-15.93319988
1.62E+18,7.002799988,-51.19120026,-15.99419975
1.62E+18,7.039400101,-51.14239883,-16.04299927
1.62E+18,7.088200092,-51.20339966,-16.03079987
1.62E+18,7.137000084,-51.23999786,-16.04299927
1.62E+18,7.161399841,-51.30099869,-16.10400009
1.62E+18,7.185800076,-51.23999786,-16.10400009
1.62E+18,7.185800076,-51.22779846,-16.1283989
1.62E+18,7.197999954,-51.26440048,-16.04299927
1.62E+18,7.197999954,-51.27659988,-16.05520058
1.62E+18,7.197999954,-51.32539749,-15.99419975
1.62E+18,7.185800076,-51.27659988,-16.00639915
1.62E+18,7.197999954,-51.30099869,-15.95759964
1.62E+18,7.222399712,-51.20339966,-15.90880013
1.62E+18,7.210199833,-51.23999786,-15.88439941
1.62E+18,7.210199833,-51.27659988,-15.85999966
1.62E+18,7.161399841,-51.20339966,-15.9698
1.62E+18,7.210199833,-51.19120026,-15.94539928
1.62E+18,7.197999954,-51.15459824,-15.9698
1.62E+18,7.234600067,-51.11800003,-15.9819994
1.62E+18,7.137000084,-51.0326004,-16.05520058
1.62E+18,7.137000084,-51.0326004,-16.1406002
1.62E+18,7.137000084,-51.02039719,-16.26259995
1.62E+18,7.11259985,-50.99599838,-16.37240028
1.62E+18,7.088200092,-50.98379898,-16.37240028
1.62E+18,7.063799858,-50.94720078,-16.4090004
1.62E+18,7.100399971,-50.87400055,-16.46999931
1.62E+18,7.11259985,-50.86179733,-16.53100014
1.62E+18,7.246799946,-50.87400055,-16.55539894
1.62E+18,7.356599808,-50.88619995,-16.53100014
1.62E+18,7.527400017,-50.87400055,-16.4090004
1.62E+18,7.698199749,-50.88619995,-16.28699875
1.62E+18,7.929999828,-50.95940018,-16.18939972
1.62E+18,8.149600029,-50.97159958,-16.10400009
1.62E+18,8.356999397,-51.0447998,-16.00639915
1.62E+18,8.552199364,-51.0447998,-15.89659977
1.62E+18,8.783999443,-51.02039719,-15.81120014
1.62E+18,8.967000008,-51.0326004,-15.72579956
1.62E+18,9.113399506,-51.06919861,-15.77460003
1.62E+18,9.320799828,-51.09359741,-15.77460003
1.62E+18,9.467200279,-51.10580063,-15.73799992
1.62E+18,9.613599777,-51.09359741,-15.71360016
1.62E+18,9.698999405,-51.0447998,-15.73799992
1.62E+18,9.772199631,-51.05699921,-15.76239967
1.62E+18,9.821000099,-51.10580063,-15.76239967
1.62E+18,9.906399727,-51.13019943,-15.76239967
1.62E+18,9.906399727,-51.06919861,-15.78679943
1.62E+18,9.857600212,-51.05699921,-15.8355999
1.62E+18,9.857600212,-51.0326004,-15.88439941
1.62E+18,9.845399857,-51.00819778,-15.90880013
1.62E+18,9.906399727,-51.0326004,-15.92099953
1.62E+18,9.967399597,-51.05699921,-15.9819994
1.62E+18,10.00399971,-51.06919861,-16.01860046
1.62E+18,10.01620007,-51.06919861,-16.03079987
1.62E+18,10.02839947,-51.10580063,-15.99419975
1.62E+18,10.01620007,-51.0447998,-15.99419975
1.62E+18,10.04059982,-51.05699921,-15.95759964
1.62E+18,10.02839947,-51.15459824,-15.9698
1.62E+18,9.991799355,-51.19120026,-15.94539928
1.62E+18,10.00399971,-51.22779846,-15.85999966
1.62E+18,9.991799355,-51.25219727,-15.77460003
1.62E+18,10.00399971,-51.30099869,-15.67700005
1.62E+18,10.04059982,-51.33760071,-15.59159946
1.62E+18,10.07719994,-51.39859772,-15.49399948
1.62E+18,10.07719994,-51.43519974,-15.42079926
1.62E+18,10.15040016,-51.43519974,-15.2621994
1.62E+18,10.21140003,-51.44739914,-15.14019966
1.62E+18,10.26019955,-51.47179794,-15.01819992
1.62E+18,10.32119942,-51.45959854,-14.93279934
1.62E+18,10.36999989,-51.49620056,-14.83519936
1.62E+18,10.4066,-51.49620056,-14.77419949
1.62E+18,10.49199963,-51.55719757,-14.70099926
1.62E+18,10.61399937,-51.58160019,-14.62779999
1.62E+18,10.65059948,-51.56940079,-14.51799965
1.62E+18,10.76039982,-51.55719757,-14.48139954
1.62E+18,10.87020016,-51.54499817,-14.49359989
1.62E+18,10.97999954,-51.59379959,-14.46920013
1.62E+18,11.1385994,-51.55719757,-14.40819931
1.62E+18,11.32159996,-51.56940079,-14.34719944
1.62E+18,11.51679993,-51.58160019,-14.21299934
1.62E+18,11.65100002,-51.58160019,-14.15199947
1.62E+18,11.83399963,-51.60599899,-14.17640018
1.62E+18,12.0291996,-51.6425972,-14.06659985
1.62E+18,12.22439957,-51.65480042,-13.89579964
1.62E+18,12.40740013,-51.6303978,-13.74940014
1.62E+18,12.56599998,-51.6425972,-13.73719978
1.62E+18,12.72459984,-51.67919922,-13.6395998
1.62E+18,12.87099934,-51.71579742,-13.66399956
1.62E+18,13.0539999,-51.76459885,-13.61520004
1.62E+18,13.24919987,-51.81340027,-13.55420017
1.62E+18,13.37119961,-51.76459885,-13.60299969
1.62E+18,13.55420017,-51.78899765,-13.65180016
1.62E+18,13.7737999,-51.78899765,-13.59079933
1.62E+18,13.96899986,-51.80120087,-13.51760006
1.62E+18,14.15199947,-51.76459885,-13.54199982
1.62E+18,14.33500004,-51.67919922,-13.39559937
1.62E+18,14.54239941,-51.6303978,-13.28579998
1.62E+18,14.71319962,-51.52059937,-13.23699951
1.62E+18,14.89620018,-51.49620056,-13.13939953
1.62E+18,15.05480003,-51.45959854,-13.07839966
1.62E+18,15.17679977,-51.41079712,-13.10279942
1.62E+18,15.29879951,-51.36199951,-13.12720013
1.62E+18,15.43299961,-51.30099869,-13.10279942
1.62E+18,15.59159946,-51.22779846,-13.21259975
1.62E+18,15.71360016,-51.13019943,-13.29799938
1.62E+18,15.85999966,-51.08139801,-13.27359962
1.62E+18,15.9698,-51.02039719,-13.29799938
1.62E+18,16.09179878,-50.93499756,-13.29799938
1.62E+18,16.16499901,-50.87400055,-13.34679985
1.62E+18,16.27479935,-50.82519913,-13.33459949
1.62E+18,16.38459969,-50.77639771,-13.28579998
1.62E+18,16.48220062,-50.7397995,-13.28579998
1.62E+18,16.57979965,-50.7276001,-13.31019974
1.62E+18,16.64080048,-50.70319748,-13.38339996
1.62E+18,16.68959999,-50.69099808,-13.40779972
1.62E+18,16.73839951,-50.70319748,-13.43219948
1.62E+18,16.84819984,-50.65439987,-13.34679985
1.62E+18,16.92140007,-50.61779785,-13.28579998
1.62E+18,16.97019958,-50.58119965,-13.35900021
1.62E+18,17.0067997,-50.58119965,-13.32240009
1.62E+18,16.9946003,-50.58119965,-13.26139927
1.62E+18,17.0067997,-50.55680084,-13.24919987
1.62E+18,17.04339981,-50.60559845,-13.22480011
1.62E+18,17.06780052,-50.61779785,-13.15159988
1.62E+18,17.05559921,-50.65439987,-13.16379929
1.62E+18,17.05559921,-50.67879868,-13.21259975
1.62E+18,17.05559921,-50.7276001,-13.1882
1.62E+18,17.03120041,-50.7641983,-13.21259975
1.62E+18,17.04339981,-50.77639771,-13.22480011
1.62E+18,16.9946003,-50.84959793,-13.24919987
1.62E+18,17.03120041,-50.83739853,-13.26139927
1.62E+18,17.03120041,-50.80080032,-13.33459949
1.62E+18,17.0067997,-50.81299973,-13.37119961
1.62E+18,16.9946003,-50.80080032,-13.42000008
1.62E+18,17.03120041,-50.7519989,-13.39559937
1.62E+18,17.07999992,-50.7154007,-13.42000008
1.62E+18,17.14099884,-50.7154007,-13.44439983
1.62E+18,17.23859978,-50.64220047,-13.35900021
1.62E+18,17.3118,-50.55680084,-13.32240009
1.62E+18,17.36059952,-50.56900024,-13.24919987
1.62E+18,17.48259926,-50.53239822,-13.27359962
1.62E+18,17.61680031,-50.48360062,-13.23699951
1.62E+18,17.76319885,-50.4469986,-13.21259975
1.62E+18,17.9095993,-50.38599777,-13.16379929
1.62E+18,18.05599976,-50.27619934,-13.09060001
1.62E+18,18.22679901,-50.25180054,-13.0539999
1.62E+18,18.42199898,-50.17860031,-13.0539999
1.62E+18,18.65379906,-50.10540009,-13.00519943
1.62E+18,18.86120033,-50.03219986,-12.88319969
1.62E+18,19.04419899,-50.02000046,-12.77339935
1.62E+18,19.16619873,-50.00779724,-12.68799973
1.62E+18,19.31259918,-50.03219986,-12.54160023
1.62E+18,19.45899963,-50.03219986,-12.44399929
1.62E+18,19.60540009,-50.04439926,-12.32199955
1.62E+18,19.71520042,-50.08099747,-12.13899994
1.62E+18,19.76399994,-50.03219986,-11.98040009
1.62E+18,19.80060005,-50.03219986,-11.79739952
1.62E+18,19.86159897,-50.00779724,-11.65100002
1.62E+18,19.98359871,-50.00779724,-11.46799946
1.62E+18,20.03240013,-49.95899963,-11.37039948
1.62E+18,20.09339905,-49.99559784,-11.15079975
1.62E+18,20.10560036,-50.09320068,-10.95559978
1.62E+18,20.10560036,-50.16640091,-10.73600006
1.62E+18,20.15439987,-50.26399994,-10.5529995
1.62E+18,20.11779976,-50.37379837,-10.4066
1.62E+18,20.00799942,-50.48360062,-10.16259956
1.62E+18,19.87380028,-50.60559845,-10.00399971
1.62E+18,19.78839874,-50.7519989,-9.698999405
1.62E+18,19.6420002,-50.93499756,-9.406199455
1.62E+18,19.49559975,-51.00819778,-9.149999619
1.62E+18,19.33699989,-51.08139801,-8.918199539
1.62E+18,19.19059944,-51.23999786,-8.698599815
1.62E+18,19.0685997,-51.38639832,-8.418000221
1.62E+18,18.98320007,-51.47179794,-8.173999786
1.62E+18,18.83679962,-51.59379959,-7.929999828
1.62E+18,18.66600037,-51.71579742,-7.759199619
1.62E+18,18.54399872,-51.76459885,-7.625
1.62E+18,18.39760017,-51.86219788,-7.515199661
1.62E+18,18.28779984,-52.02079773,-7.381000042
1.62E+18,18.15359879,-52.10619736,-7.222399712
1.62E+18,18.09259987,-52.16719818,-7.075999737
1.62E+18,17.99499893,-52.24039841,-7.014999866
1.62E+18,17.93400002,-52.30139923,-6.953999996
1.62E+18,17.83639908,-52.33799744,-6.88079977
1.62E+18,17.78759956,-52.38679886,-6.856400013
1.62E+18,17.75099945,-52.39899826,-6.783199787
1.62E+18,17.65340042,-52.42340088,-6.783199787
1.62E+18,17.5923996,-52.38679886,-6.8197999
1.62E+18,17.47039986,-52.39899826,-6.88079977
1.62E+18,17.42160034,-52.48439789,-6.917399883
1.62E+18,17.39719963,-52.45999908,-6.953999996
1.62E+18,17.42160034,-52.50880051,-6.966199875
1.62E+18,17.42160034,-52.55759811,-7.002799988
1.62E+18,17.38500023,-52.65519714,-7.051599979
1.62E+18,17.43379974,-52.63079834,-7.088200092
1.62E+18,17.47039986,-52.64299774,-7.075999737
1.62E+18,17.5923996,-52.66740036,-7.137000084
1.62E+18,17.61680031,-52.63079834,-7.100399971
1.62E+18,17.62899971,-52.65519714,-7.075999737
1.62E+18,17.64119911,-52.58200073,-7.11259985
1.62E+18,17.61680031,-52.58200073,-7.075999737
1.62E+18,17.65340042,-52.59420013,-7.014999866
1.62E+18,17.65340042,-52.67959976,-6.844199657
1.62E+18,17.65340042,-52.76499939,-6.612400055
1.62E+18,17.5802002,-52.81380081,-6.319600105
1.62E+18,17.51919937,-52.89920044,-5.990200043
1.62E+18,17.48259926,-53.05780029,-5.59980011
1.62E+18,17.50699997,-53.22859955,-5.026400089
1.62E+18,17.44599915,-53.30179977,-4.477399826
1.62E+18,17.37279892,-53.3628006,-3.98939991
1.62E+18,17.3239994,-53.46039963,-3.52579999
1.62E+18,17.27519989,-53.52140045,-3.171999931
1.62E+18,17.17759895,-53.66779709,-2.769399881
1.62E+18,17.14099884,-53.72879791,-2.378999949
1.62E+18,17.04339981,-53.75320053,-1.976400018
1.62E+18,16.93359947,-53.80199814,-1.842199922
1.62E+18,16.88479996,-53.88739777,-1.646999955
1.62E+18,16.87260056,-53.93619919,-1.317600012
1.62E+18,16.81159973,-53.92399979,-1.073599935
1.62E+18,16.78719902,-53.91180038,-0.792999983
1.62E+18,16.78719902,-53.82640076,-0.487999976
1.62E+18,16.75059891,-53.82640076,-0.243999988
1.62E+18,16.77499962,-53.82640076,-0.0854
1.62E+18,16.68959999,-53.75320053,0.280599982
1.62E+18,16.66519928,-53.68000031,0.548999965
1.62E+18,16.57979965,-53.64339828,0.719799995
1.62E+18,16.55539894,-53.64339828,0.92719996
1.62E+18,16.53100014,-53.69219971,1.09799993
1.62E+18,16.56760025,-53.72879791,1.305400014
1.62E+18,16.56760025,-53.71659851,1.463999987
1.62E+18,16.55539894,-53.70439911,1.683599949
1.62E+18,16.55539894,-53.80199814,1.768999934
1.62E+18,16.60420036,-53.85079956,1.866599917
1.62E+18,16.62859917,-53.87519836,1.866599917
1.62E+18,16.60420036,-53.87519836,1.976400018
1.62E+18,16.55539894,-53.82640076,2.110599995
1.62E+18,16.46999931,-53.85079956,2.13499999
1.62E+18,16.39679909,-53.92399979,2.171599865
1.62E+18,16.32359886,-53.94839859,2.159399986
1.62E+18,16.33580017,-53.91180038,2.13499999
1.62E+18,16.28699875,-53.92399979,2.183799982
1.62E+18,16.25040054,-53.91180038,2.256999969
1.62E+18,16.26259995,-53.93619919,2.208199978
1.62E+18,16.26259995,-53.98500061,2.208199978
1.62E+18,16.25040054,-54.02159882,2.195999861
1.62E+18,16.26259995,-53.99720001,2.171599865
1.62E+18,16.28699875,-53.98500061,2.183799982
1.62E+18,16.23819923,-53.96059799,2.159399986
1.62E+18,16.23819923,-53.87519836,2.110599995
1.62E+18,16.25040054,-53.86299896,2.13499999
1.62E+18,16.28699875,-53.86299896,2.086199999
1.62E+18,16.27479935,-53.77759933,1.951999903
1.62E+18,16.32359886,-53.69219971,1.85439992
1.62E+18,16.32359886,-53.64339828,1.720199943
1.62E+18,16.33580017,-53.60680008,1.634799957
1.62E+18,16.38459969,-53.54579926,1.573799968
1.62E+18,16.4211998,-53.55799866,1.488399982
1.62E+18,16.48220062,-53.52140045,1.378600001
1.62E+18,16.4211998,-53.46039963,1.281000018
1.62E+18,16.4333992,-53.42379761,1.195600033
1.62E+18,16.4211998,-53.43600082,1.110199928
1.62E+18,16.45779991,-53.42379761,1.073599935
1.62E+18,16.50659943,-53.44820023,0.914999962
1.62E+18,16.54319954,-53.48479843,0.878399968
1.62E+18,16.53100014,-53.49699783,0.817399979
1.62E+18,16.50659943,-53.52140045,0.707599998
1.62E+18,16.60420036,-53.52140045,0.731999993
1.62E+18,16.61639977,-53.59460068,0.707599998
1.62E+18,16.70179939,-53.58239746,0.610000014
1.62E+18,16.7262001,-53.57019806,0.646600008
1.62E+18,16.75059891,-53.55799866,0.719799995
1.62E+18,16.79940033,-53.53359985,0.646600008
1.62E+18,16.84819984,-53.52140045,0.622200012
1.62E+18,16.87260056,-53.52140045,0.646600008
1.62E+18,16.86039925,-53.50919724,0.683200002
1.62E+18,16.92140007,-53.46039963,0.756399989
1.62E+18,16.94579887,-53.42379761,0.86619997
1.62E+18,16.97019958,-53.3871994,0.853999972
1.62E+18,16.98239899,-53.3628006,0.829599977
1.62E+18,16.94579887,-53.3993988,0.951599956
1.62E+18,16.98239899,-53.3871994,1.036999941
1.62E+18,17.0189991,-53.375,1.024799943
1.62E+18,16.98239899,-53.3871994,0.975999951
1.62E+18,16.95800018,-53.42379761,0.951599956
1.62E+18,16.87260056,-53.49699783,0.890599966
1.62E+18,16.86039925,-53.54579926,0.86619997
1.62E+18,16.86039925,-53.58239746,0.902799964
1.62E+18,16.89699936,-53.63119888,0.853999972
1.62E+18,16.88479996,-53.70439911,0.890599966
1.62E+18,16.86039925,-53.78979874,0.914999962
1.62E+18,16.84819984,-53.83860016,1.000399947
1.62E+18,16.84819984,-53.86299896,0.988200009
1.62E+18,16.87260056,-53.88739777,1.036999941
1.62E+18,16.84819984,-53.87519836,1.024799943
1.62E+18,16.79940033,-53.86299896,0.878399968
1.62E+18,16.76280022,-53.81419754,0.878399968
1.62E+18,16.7262001,-53.71659851,0.683200002
1.62E+18,16.7262001,-53.60680008,0.610000014
1.62E+18,16.75059891,-53.57019806,0.378199995
1.62E+18,16.7262001,-53.49699783,0.1708
1.62E+18,16.7262001,-53.43600082,-0.073200002
1.62E+18,16.71399879,-53.42379761,-0.243999988
1.62E+18,16.67740059,-53.41159821,-0.390399993
1.62E+18,16.65299988,-53.43600082,-0.63440001
1.62E+18,16.62859917,-53.41159821,-0.780799985
1.62E+18,16.57979965,-53.43600082,-0.914999962
1.62E+18,16.60420036,-53.3871994,-1.049199939
1.62E+18,16.62859917,-53.41159821,-1.122399926
1.62E+18,16.61639977,-53.43600082,-1.085799932
1.62E+18,16.67740059,-53.43600082,-1.146799922
1.62E+18,16.78719902,-53.41159821,-1.122399926
1.62E+18,16.86039925,-53.32619858,-1.15899992
1.62E+18,16.97019958,-53.30179977,-1.146799922
1.62E+18,17.06780052,-53.30179977,-1.232200027
1.62E+18,17.11660004,-53.26519775,-1.26880002
1.62E+18,17.12879944,-53.21640015,-1.366400003
1.62E+18,17.20199966,-53.1187973,-1.512799978
1.62E+18,17.22640038,-53.03339767,-1.659199953
1.62E+18,17.22640038,-52.98460007,-1.817799926
1.62E+18,17.26300049,-52.99679947,-1.951999903
1.62E+18,17.2996006,-52.92359924,-2.098399878
1.62E+18,17.33619881,-52.81380081,-2.269199848
1.62E+18,17.33619881,-52.78939819,-2.305799961
1.62E+18,17.39719963,-52.77719879,-2.269199848
1.62E+18,17.43379974,-52.76499939,-2.293599844
1.62E+18,17.48259926,-52.76499939,-2.293599844
1.62E+18,17.48259926,-52.72839737,-2.31799984
1.62E+18,17.47039986,-52.67959976,-2.293599844
1.62E+18,17.49480057,-52.72839737,-2.256999969
1.62E+18,17.49480057,-52.72839737,-2.256999969
1.62E+18,17.5923996,-52.71619797,-2.281399965
1.62E+18,17.64119911,-52.67959976,-2.36680007
1.62E+18,17.73880005,-52.59420013,-2.440000057
1.62E+18,17.76319885,-52.60639954,-2.464400053
1.62E+18,17.87299919,-52.63079834,-2.549799919
1.62E+18,17.9095993,-52.58200073,-2.696199894
1.62E+18,17.94619942,-52.59420013,-2.818199873
1.62E+18,17.99499893,-52.64299774,-2.854799986
1.62E+18,17.99499893,-52.60639954,-2.927999973
1.62E+18,18.00720024,-52.60639954,-2.988999844
1.62E+18,17.98279953,-52.63079834,-3.062199831
1.62E+18,17.98279953,-52.60639954,-3.074399948
1.62E+18,17.95839882,-52.61859894,-3.074399948
1.62E+18,17.94619942,-52.59420013,-3.062199831
1.62E+18,17.92179871,-52.54539871,-3.013399839
1.62E+18,17.8973999,-52.48439789,-2.988999844
1.62E+18,17.84860039,-52.53319931,-3.001199961
1.62E+18,17.82419968,-52.58200073,-2.976799965
1.62E+18,17.79979897,-52.59420013,-2.89139986
1.62E+18,17.79979897,-52.61859894,-2.805999994
1.62E+18,17.77540016,-52.60639954,-2.781599998
1.62E+18,17.72659874,-52.70399857,-2.671799898
1.62E+18,17.72659874,-52.77719879,-2.574199915
1.62E+18,17.71439934,-52.83819962,-2.513200045
1.62E+18,17.69000053,-52.86259842,-2.354599953
1.62E+18,17.66559982,-52.86259842,-2.269199848
1.62E+18,17.62899971,-52.89920044,-2.171599865
1.62E+18,17.604599,-52.91139984,-2.13499999
1.62E+18,17.5923996,-52.96019745,-1.951999903
1.62E+18,17.67779922,-52.94799805,-1.756799936
1.62E+18,17.66559982,-52.96019745,-1.659199953
1.62E+18,17.70219994,-52.96019745,-1.488399982
1.62E+18,17.73880005,-52.97240067,-1.427399993
1.62E+18,17.71439934,-52.99679947,-1.317600012
1.62E+18,17.71439934,-53.02119827,-1.146799922
1.62E+18,17.76319885,-53.0821991,-0.975999951
1.62E+18,17.79979897,-53.1187973,-0.92719996
1.62E+18,17.76319885,-53.13100052,-0.829599977
1.62E+18,17.79979897,-53.15539932,-0.780799985
1.62E+18,17.83639908,-53.16759872,-0.707599998
1.62E+18,17.84860039,-53.14319992,-0.622200012
1.62E+18,17.92179871,-53.06999969,-0.585600019
1.62E+18,18.00720024,-53.00899887,-0.622200012
1.62E+18,18.00720024,-52.97240067,-0.63440001
1.62E+18,18.03159904,-52.85039902,-0.585600019
1.62E+18,18.10479927,-52.78939819,-0.548999965
1.62E+18,18.11700058,-52.74060059,-0.524599969
1.62E+18,18.04380035,-52.69179916,-0.548999965
1.62E+18,18.05599976,-52.64299774,-0.512399972
1.62E+18,18.04380035,-52.67959976,-0.524599969
1.62E+18,18.01939964,-52.66740036,-0.487999976
1.62E+18,17.99499893,-52.60639954,-0.512399972
1.62E+18,17.98279953,-52.64299774,-0.524599969
1.62E+18,17.92179871,-52.70399857,-0.658800006
1.62E+18,17.8973999,-52.69179916,-0.707599998
1.62E+18,17.93400002,-52.70399857,-0.671000004
1.62E+18,17.94619942,-52.76499939,-0.622200012
1.62E+18,17.92179871,-52.76499939,-0.487999976
1.62E+18,17.9095993,-52.86259842,-0.561199963
1.62E+18,17.95839882,-52.86259842,-0.475799978
1.62E+18,17.8852005,-52.87479782,-0.46359998
1.62E+18,17.9095993,-52.74060059,-0.40259999
1.62E+18,17.92179871,-52.75279999,-0.353799999
1.62E+18,17.9095993,-52.76499939,-0.40259999
1.62E+18,17.8973999,-52.75279999,-0.487999976
1.62E+18,17.8852005,-52.71619797,-0.585600019
1.62E+18,17.9095993,-52.67959976,-0.524599969
1.62E+18,17.8973999,-52.67959976,-0.536799967
1.62E+18,17.94619942,-52.63079834,-0.561199963
1.62E+18,17.9095993,-52.77719879,-0.597800016
1.62E+18,17.92179871,-52.77719879,-0.610000014
1.62E+18,17.9095993,-52.75279999,-0.63440001
1.62E+18,17.92179871,-52.74060059,-0.573399961
1.62E+18,17.93400002,-52.78939819,-0.573399961
1.62E+18,17.95839882,-52.77719879,-0.610000014
1.62E+18,17.97060013,-52.78939819,-0.707599998
1.62E+18,18.01939964,-52.83819962,-0.719799995
1.62E+18,18.04380035,-52.76499939,-0.683200002
1.62E+18,18.05599976,-52.77719879,-0.622200012
1.62E+18,18.06819916,-52.76499939,-0.597800016
1.62E+18,18.04380035,-52.75279999,-0.573399961
1.62E+18,18.05599976,-52.66740036,-0.512399972
1.62E+18,18.00720024,-52.67959976,-0.390399993
1.62E+18,17.97060013,-52.65519714,-0.268399984
1.62E+18,17.94619942,-52.61859894,-0.158600003
1.62E+18,17.97060013,-52.65519714,-0.0244
1.62E+18,17.98279953,-52.65519714,0.097599998
1.62E+18,18.04380035,-52.64299774,0.23179999
1.62E+18,18.10479927,-52.63079834,0.305000007
1.62E+18,18.11700058,-52.67959976,0.451399982
1.62E+18,18.10479927,-52.63079834,0.536799967
1.62E+18,18.11700058,-52.70399857,0.671000004
1.62E+18,18.06819916,-52.71619797,0.829599977
1.62E+18,17.99499893,-52.71619797,0.902799964
1.62E+18,17.92179871,-52.75279999,1.024799943
1.62E+18,17.82419968,-52.75279999,1.15899992
1.62E+18,17.76319885,-52.85039902,1.293200016
1.62E+18,17.67779922,-52.87479782,1.378600001
1.62E+18,17.66559982,-52.91139984,1.451799989
1.62E+18,17.604599,-52.92359924,1.598199964
1.62E+18,17.51919937,-52.93579865,1.683599949
1.62E+18,17.50699997,-52.97240067,1.878799915
1.62E+18,17.45820045,-52.91139984,1.988600016
1.62E+18,17.45820045,-52.97240067,2.049599886
1.62E+18,17.42160034,-53.00899887,2.110599995
1.62E+18,17.44599915,-53.03339767,2.195999861
1.62E+18,17.47039986,-53.0821991,2.269199848
1.62E+18,17.48259926,-53.0821991,2.171599865
1.62E+18,17.53139877,-53.06999969,2.183799982
1.62E+18,17.56799889,-53.03339767,2.073999882
1.62E+18,17.5923996,-52.99679947,1.951999903
1.62E+18,17.604599,-52.94799805,1.842199922
1.62E+18,17.61680031,-52.83819962,1.842199922
1.62E+18,17.5923996,-52.83819962,1.73239994
1.62E+18,17.56799889,-52.77719879,1.707999945
1.62E+18,17.5802002,-52.74060059,1.720199943
1.62E+18,17.604599,-52.72839737,1.73239994
1.62E+18,17.5923996,-52.67959976,1.756799936
1.62E+18,17.5923996,-52.74060059,1.85439992
1.62E+18,17.61680031,-52.75279999,1.951999903
1.62E+18,17.5923996,-52.8015976,1.890999913
1.62E+18,17.5802002,-52.8015976,1.939799905
1.62E+18,17.56799889,-52.82600021,1.939799905
1.62E+18,17.56799889,-52.78939819,1.939799905
1.62E+18,17.55579948,-52.82600021,1.903199911
1.62E+18,17.55579948,-52.87479782,1.903199911
1.62E+18,17.54360008,-52.81380081,1.817799926
1.62E+18,17.51919937,-52.77719879,1.805599928
1.62E+18,17.54360008,-52.78939819,1.866599917
1.62E+18,17.604599,-52.76499939,1.903199911
1.62E+18,17.61680031,-52.77719879,1.927599907
1.62E+18,17.61680031,-52.83819962,1.988600016
1.62E+18,17.61680031,-52.85039902,2.013000011
1.62E+18,17.61680031,-52.86259842,2.110599995
1.62E+18,17.65340042,-52.99679947,2.244799852
1.62E+18,17.604599,-53.04559708,2.232599974
1.62E+18,17.61680031,-53.0821991,2.256999969
1.62E+18,17.5802002,-53.1187973,2.269199848
1.62E+18,17.5802002,-53.1187973,2.232599974
1.62E+18,17.5802002,-53.13100052,2.244799852
1.62E+18,17.5923996,-53.1065979,2.293599844
1.62E+18,17.604599,-53.0943985,2.244799852
1.62E+18,17.61680031,-52.99679947,2.256999969
1.62E+18,17.69000053,-52.98460007,2.269199848
1.62E+18,17.72659874,-52.91139984,2.31799984
1.62E+18,17.77540016,-52.89920044,2.293599844
1.62E+18,17.78759956,-52.93579865,2.36680007
1.62E+18,17.79979897,-52.89920044,2.403399944
1.62E+18,17.75099945,-52.92359924,2.342400074
1.62E+18,17.69000053,-52.88699722,2.354599953
1.62E+18,17.5923996,-52.93579865,2.330199957
1.62E+18,17.56799889,-52.98460007,2.342400074
1.62E+18,17.50699997,-53.03339767,2.293599844
1.62E+18,17.47039986,-53.00899887,2.269199848
1.62E+18,17.44599915,-52.97240067,2.244799852
1.62E+18,17.40939903,-52.99679947,2.183799982
