Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
2.851930911E1,1.659061193E0,1.265980959E0,-7.244648337E-1,2.209081512E0
2.852171104E1,1.645622492E0,1.259872437E0,-7.232431769E-1,2.195092853E0
2.852411385E1,1.634627223E0,1.252542257E0,-7.195780873E-1,2.181435511E0
2.852651734E1,1.624853730E0,1.243990421E0,-7.098045349E-1,2.165983447E0
2.852892005E1,1.608971715E0,1.230551839E0,-6.975875497E-1,2.142352958E0
2.853132198E1,1.597976446E0,1.213448048E0,-6.792621613E-1,2.118344158E0
2.853372479E1,1.582094431E0,1.191457629E0,-6.597150564E-1,2.087538748E0
2.853612833E1,1.562547326E0,1.167023659E0,-6.389462352E-1,2.052255018E0
2.853853099E1,1.543000221E0,1.136481285E0,-6.169557571E-1,2.013224727E0
2.854093297E1,1.519788027E0,1.105938911E0,-5.949652195E-1,1.971507072E0
2.854333568E1,1.492910743E0,1.074174881E0,-5.729747415E-1,1.926378523E0
2.854573927E1,1.466033459E0,1.043632507E0,-5.522059202E-1,1.882379954E0
2.854814193E1,1.431825995E0,1.014311910E0,-5.302154422E-1,1.833052849E0
2.855054390E1,1.397618532E0,9.849911928E-1,-5.106683373E-1,1.784468370E0
2.855294661E1,1.362189412E0,9.581139088E-1,-4.911212027E-1,1.736301325E0
2.855535021E1,1.326760292E0,9.312366247E-1,-4.715740979E-1,1.688157769E0
2.855775292E1,1.286444306E0,9.006943107E-1,-4.532486796E-1,1.634510190E0
2.856015484E1,1.248571754E0,8.701519370E-1,-4.373666346E-1,1.583472573E0
2.856255766E1,1.210699320E0,8.359444737E-1,-4.202629030E-1,1.530103563E0
2.856496114E1,1.171604991E0,8.029587269E-1,-4.056025743E-1,1.477130468E0
2.856736385E1,1.131289124E0,7.699729800E-1,-3.933856487E-1,1.423877011E0
2.856976578E1,1.089751482E0,7.369872332E-1,-3.823903799E-1,1.370011269E0
2.857216859E1,1.051878929E0,7.027797699E-1,-3.738385141E-1,1.319129986E0
2.857457213E1,1.011563063E0,6.697940230E-1,-3.616215885E-1,1.265959729E0
2.857697479E1,9.700254202E-1,6.368082762E-1,-3.530697227E-1,1.212902439E0
2.857937677E1,9.309312105E-1,6.050441861E-1,-3.469612300E-1,1.163225464E0
2.858177948E1,8.906152844E-1,5.708367825E-1,-3.408527672E-1,1.111409387E0
2.858418307E1,8.466343284E-1,5.378510356E-1,-3.347443044E-1,1.057415326E0
2.858658573E1,8.050966859E-1,5.048652887E-1,-3.310792148E-1,1.006321559E0
2.858898771E1,7.611156702E-1,4.731011987E-1,-3.274141252E-1,9.541078644E-1
2.859139052E1,7.207997441E-1,4.437805414E-1,-3.237490356E-1,9.062598293E-1
2.859379401E1,6.780404449E-1,4.144598544E-1,-3.200839758E-1,8.567202386E-1
2.859619672E1,6.316160560E-1,3.863608837E-1,-3.151971996E-1,8.047128986E-1
2.859859865E1,5.900784731E-1,3.594835997E-1,-3.103103936E-1,7.574388445E-1
2.860100146E1,5.485408306E-1,3.338280320E-1,-3.029802442E-1,7.100248067E-1
2.860340495E1,5.057815313E-1,3.057290614E-1,-2.956500649E-1,6.608284023E-1
2.860580766E1,4.654656053E-1,2.776300907E-1,-2.870981991E-1,6.133205303E-1
2.860820963E1,4.227063060E-1,2.531961799E-1,-2.785463631E-1,5.660185536E-1
2.861061234E1,3.823903799E-1,2.287622988E-1,-2.687727809E-1,5.203781315E-1
2.861301594E1,3.408527672E-1,2.043284029E-1,-2.602209449E-1,4.750217314E-1
2.861541859E1,3.029802442E-1,1.798945218E-1,-2.516690791E-1,4.330085365E-1
2.861782057E1,2.626643181E-1,1.579040140E-1,-2.394521236E-1,3.889261384E-1
2.862022328E1,2.284568697E-1,1.359135211E-1,-2.284568697E-1,3.505104390E-1
2.862262687E1,1.893626451E-1,1.127013192E-1,-2.162399292E-1,3.087385718E-1
2.862502953E1,1.502684206E-1,9.071081877E-2,-2.028012872E-1,2.682115079E-1
2.862743151E1,1.148392856E-1,7.116370648E-2,-1.893626451E-1,2.326167363E-1
2.862983432E1,7.696675509E-2,5.039490014E-2,-1.747023165E-1,1.974447435E-1
2.863223781E1,4.275930673E-2,3.084778599E-2,-1.600419879E-1,1.685033593E-1
2.863464052E1,7.330167107E-3,1.007897966E-2,-1.453816444E-1,1.459148371E-1
2.863704245E1,-2.809897438E-2,-8.246437646E-3,-1.331647038E-1,1.363465967E-1
2.863944526E1,-6.474980712E-2,-2.779355086E-2,-1.197260618E-1,1.389220964E-1
2.864184875E1,-9.651386738E-2,-4.611896724E-2,-1.062874198E-1,1.507942351E-1
2.864425146E1,-1.343863904E-1,-6.566607952E-2,-9.407047927E-2,1.766946264E-1
2.864665344E1,-1.698155403E-1,-8.521319181E-2,-8.429691941E-2,2.078571058E-1
2.864905615E1,-2.028012872E-1,-1.035386100E-1,-7.452336699E-2,2.395878504E-1
2.865145974E1,-2.333436459E-1,-1.218640283E-1,-6.597150117E-2,2.713896414E-1
2.865386240E1,-2.638860047E-1,-1.426328421E-1,-6.108472496E-2,3.061230059E-1
2.865626437E1,-2.932066917E-1,-1.609582454E-1,-5.619794875E-2,3.391694713E-1
2.865866708E1,-3.188622594E-1,-1.805053651E-1,-5.131116882E-2,3.699840042E-1
2.866107068E1,-3.432961702E-1,-1.988307834E-1,-4.764608666E-2,3.995698819E-1
2.866347338E1,-3.640649617E-1,-2.147128135E-1,-4.398100078E-2,4.249461343E-1
2.866587531E1,-3.823903799E-1,-2.281514555E-1,-4.275930673E-2,4.473296856E-1
2.866827812E1,-4.007157981E-1,-2.428117841E-1,-4.031591862E-2,4.702723537E-1
2.867068161E1,-4.129327536E-1,-2.513636351E-1,-3.909422457E-2,4.850005097E-1
2.867308432E1,-4.263713956E-1,-2.599155009E-1,-3.542914242E-2,5.006034945E-1
2.867548625E1,-4.337015450E-1,-2.648022771E-1,-3.420744836E-2,5.093009185E-1
2.867788906E1,-4.410317242E-1,-2.684673667E-1,-3.298575059E-2,5.173700499E-1
2.868029260E1,-4.495835900E-1,-2.696890533E-1,-3.176405653E-2,5.252299927E-1
2.868269526E1,-4.532486796E-1,-2.709107697E-1,-3.298575059E-2,5.290700053E-1
2.868509724E1,-4.569137394E-1,-2.684673667E-1,-3.298575059E-2,5.309735888E-1
2.868749995E1,-4.544703662E-1,-2.660239935E-1,-3.298575059E-2,5.276363697E-1
2.868990354E1,-4.569137394E-1,-2.635805905E-1,-3.298575059E-2,5.285195859E-1
2.869230620E1,-4.556920528E-1,-2.611372173E-1,-3.420744836E-2,5.263250353E-1
2.869470818E1,-4.556920528E-1,-2.611372173E-1,-3.054236248E-2,5.260995430E-1
2.869711088E1,-4.532486796E-1,-2.611372173E-1,-3.176405653E-2,5.240572174E-1
2.869951448E1,-4.556920528E-1,-2.599155009E-1,-3.054236248E-2,5.254941965E-1
2.870191719E1,-4.532486796E-1,-2.574721277E-1,-3.176405653E-2,5.222405743E-1
2.870431911E1,-4.569137394E-1,-2.550287247E-1,-2.809897438E-2,5.240222973E-1
2.870672193E1,-4.544703662E-1,-2.489202619E-1,-2.809897438E-2,5.189356058E-1
2.870912542E1,-4.532486796E-1,-2.440334857E-1,-2.687728032E-2,5.154697818E-1
2.871152812E1,-4.532486796E-1,-2.354816198E-1,-2.321219631E-2,5.112971396E-1
2.871393010E1,-4.544703662E-1,-2.293731421E-1,-2.076880634E-2,5.094965117E-1
2.871633281E1,-4.532486796E-1,-2.244863659E-1,-1.832541823E-2,5.061267776E-1
2.871873640E1,-4.556920528E-1,-2.208212912E-1,-1.710372418E-2,5.066653995E-1
2.872113906E1,-4.581354558E-1,-2.171562016E-1,-1.588202827E-2,5.072446654E-1
2.872354104E1,-4.569137394E-1,-2.147128135E-1,-1.221694518E-2,5.049960508E-1
2.872594375E1,-4.605788291E-1,-2.110477239E-1,-1.099525020E-2,5.067493414E-1
2.872834734E1,-4.618005157E-1,-2.086043358E-1,-1.099525020E-2,5.068494655E-1
2.873075005E1,-4.666872919E-1,-2.049392611E-1,-9.773556143E-3,5.097966766E-1
2.873315198E1,-4.679090083E-1,-1.976090819E-1,-9.773556143E-3,5.080194009E-1
2.873555479E1,-4.666872919E-1,-1.939440072E-1,-9.773556143E-3,5.054768330E-1
2.873795828E1,-4.691306949E-1,-1.817270666E-1,-9.773556143E-3,5.031936586E-1
2.874036099E1,-4.679090083E-1,-1.707318127E-1,-1.099525020E-2,4.982058685E-1
2.874276292E1,-4.679090083E-1,-1.597365588E-1,-1.343864016E-2,4.946061112E-1
2.874516573E1,-4.679090083E-1,-1.487413049E-1,-1.466033421E-2,4.912003066E-1
2.874756922E1,-4.630222321E-1,-1.353026628E-1,-1.832541823E-2,4.827341079E-1
2.874997193E1,-4.593571424E-1,-1.230857223E-1,-2.076880634E-2,4.760151496E-1
2.875237391E1,-4.556920528E-1,-1.108687744E-1,-2.199050039E-2,4.695004944E-1
2.875477661E1,-4.495835900E-1,-1.010952219E-1,-2.321219631E-2,4.613940338E-1
2.875718021E1,-4.459185004E-1,-9.132166207E-2,-2.443389036E-2,4.558288823E-1
2.875958286E1,-4.422534108E-1,-8.276980370E-2,-2.687728032E-2,4.507341877E-1
2.876198484E1,-4.361449480E-1,-7.788302749E-2,-2.932066843E-2,4.440133818E-1
2.876438755E1,-4.312581718E-1,-7.299624383E-2,-3.054236248E-2,4.384574076E-1
2.876679115E1,-4.275930822E-1,-6.810946763E-2,-3.298575059E-2,4.342381872E-1
2.876919385E1,-4.190412164E-1,-6.566607952E-2,-3.542914242E-2,4.256322346E-1
2.877159578E1,-4.178195298E-1,-6.200099736E-2,-3.665083647E-2,4.239818003E-1
2.877399859E1,-4.117110670E-1,-5.955760926E-2,-3.909422457E-2,4.178294746E-1
2.877640208E1,-4.068242610E-1,-5.711421743E-2,-4.153761268E-2,4.129084480E-1
2.877880479E1,-4.019374847E-1,-5.711421743E-2,-4.275930673E-2,4.082206925E-1
2.878120677E1,-3.946073353E-1,-5.711421743E-2,-4.153761268E-2,4.008769839E-1
2.878360948E1,-3.872771561E-1,-5.833591148E-2,-3.787253052E-2,3.934730013E-1
2.878601307E1,-3.799470067E-1,-5.955760926E-2,-3.665083647E-2,3.863290314E-1
2.878841573E1,-3.726168275E-1,-6.322269142E-2,-3.420744836E-2,3.794872308E-1
2.879081771E1,-3.677300513E-1,-6.688777357E-2,-3.176405653E-2,3.751110771E-1
2.879322042E1,-3.603998721E-1,-6.933116168E-2,-2.932066843E-2,3.681773749E-1
2.879562401E1,-3.530697227E-1,-7.055285573E-2,-2.687728032E-2,3.610516898E-1
2.879802667E1,-3.457395434E-1,-7.299624383E-2,-2.199050039E-2,3.540450051E-1
2.880042864E1,-3.408527672E-1,-7.543963939E-2,-1.954711229E-2,3.496481628E-1
2.880283146E1,-3.359659910E-1,-7.666133344E-2,-1.710372418E-2,3.450255709E-1
2.880523495E1,-3.298575282E-1,-7.788302749E-2,-1.466033421E-2,3.392442782E-1
2.880763766E1,-3.249707520E-1,-7.788302749E-2,-1.466033421E-2,3.344946652E-1
2.881003958E1,-3.200839758E-1,-7.910472155E-2,-1.343864016E-2,3.299877355E-1
2.881244240E1,-3.164188862E-1,-7.421794534E-2,-1.343864016E-2,3.252842019E-1
2.881484588E1,-3.127537966E-1,-6.933116168E-2,-1.099525020E-2,3.205349322E-1
2.881724859E1,-3.078670204E-1,-6.444438547E-2,-7.330167107E-3,3.146250346E-1
2.881965057E1,-3.042019308E-1,-6.200099736E-2,-2.443389036E-3,3.104656318E-1
2.882205328E1,-2.968717813E-1,-6.077930331E-2,0.000000000E0,3.030296657E-1
2.882445687E1,-2.919849753E-1,-6.322269142E-2,8.551862091E-3,2.988736671E-1
2.882685953E1,-2.883199155E-1,-6.444438547E-2,1.343864016E-2,2.957398342E-1
2.882926151E1,-2.822114229E-1,-6.810946763E-2,1.954711229E-2,2.909712639E-1
2.883166422E1,-2.748812735E-1,-7.177454978E-2,2.687728032E-2,2.853658857E-1
2.883406781E1,-2.712161839E-1,-7.421794534E-2,3.298575059E-2,2.831158448E-1
2.883647052E1,-2.638860047E-1,-7.666133344E-2,3.909422457E-2,2.775628612E-1
2.883887245E1,-2.626643181E-1,-8.154810965E-2,4.275930673E-2,2.783361214E-1
2.884127526E1,-2.577775419E-1,-8.276980370E-2,4.764608666E-2,2.749004385E-1
2.884367875E1,-2.565558553E-1,-8.521319181E-2,5.008947477E-2,2.749384484E-1
2.884608146E1,-2.541124523E-1,-8.643488586E-2,5.131116882E-2,2.732708619E-1
2.884848338E1,-2.541124523E-1,-8.765657991E-2,5.131116882E-2,2.736597348E-1
2.885088620E1,-2.504473627E-1,-8.643488586E-2,5.008947477E-2,2.696364709E-1
2.885328974E1,-2.504473627E-1,-8.765657991E-2,4.642439261E-2,2.693747978E-1
2.885569240E1,-2.492256761E-1,-8.643488586E-2,4.520269856E-2,2.676335387E-1
2.885809437E1,-2.516690791E-1,-8.521319181E-2,4.275930673E-2,2.691225961E-1
2.886049708E1,-2.492256761E-1,-8.276980370E-2,3.787253052E-2,2.653273574E-1
2.886290068E1,-2.492256761E-1,-8.154810965E-2,3.298575059E-2,2.642945167E-1
2.886530333E1,-2.504473627E-1,-7.910472155E-2,3.176405653E-2,2.645569763E-1
2.886770531E1,-2.504473627E-1,-8.032641560E-2,2.932066843E-2,2.646429975E-1
2.887010812E1,-2.516690791E-1,-8.032641560E-2,2.809897438E-2,2.656674816E-1
2.887251161E1,-2.516690791E-1,-8.276980370E-2,2.687728032E-2,2.662903565E-1
2.887491432E1,-2.480039895E-1,-8.399149776E-2,2.687728032E-2,2.632165243E-1
2.887731625E1,-2.467822880E-1,-8.399149776E-2,2.687728032E-2,2.620657504E-1
2.887971906E1,-2.467822880E-1,-8.887827396E-2,2.687728032E-2,2.636725876E-1
2.888212255E1,-2.418955117E-1,-9.132166207E-2,2.809897438E-2,2.600819812E-1
2.888452526E1,-2.394521236E-1,-9.498675168E-2,2.809897438E-2,2.591319256E-1
2.888692724E1,-2.382304370E-1,-1.010952219E-1,2.687728032E-2,2.601852671E-1
2.888932995E1,-2.370087355E-1,-1.059819981E-1,2.809897438E-2,2.611414885E-1
2.889173354E1,-2.345653474E-1,-1.096470803E-1,2.932066843E-2,2.605822059E-1
2.889413620E1,-2.321219593E-1,-1.108687744E-1,3.054236248E-2,2.590469553E-1
2.889653818E1,-2.309002578E-1,-1.133121699E-1,2.932066843E-2,2.588711620E-1
2.889894088E1,-2.321219593E-1,-1.120904684E-1,2.932066843E-2,2.594312601E-1
2.890134448E1,-2.309002578E-1,-1.108687744E-1,2.809897438E-2,2.576749242E-1
2.890374713E1,-2.333436459E-1,-1.096470803E-1,2.932066843E-2,2.594830263E-1
2.890614911E1,-2.345653474E-1,-1.084253863E-1,2.809897438E-2,2.599356054E-1
2.890855193E1,-2.345653474E-1,-1.035386100E-1,2.565558441E-2,2.576807230E-1
2.891095542E1,-2.345653474E-1,-9.620844573E-2,2.565558441E-2,2.548238141E-1
2.891335812E1,-2.357870489E-1,-9.009996802E-2,2.443389036E-2,2.535952517E-1
2.891576005E1,-2.357870489E-1,-8.154810965E-2,2.321219631E-2,2.505682196E-1
2.891816286E1,-2.333436459E-1,-7.299624383E-2,2.443389036E-2,2.457126853E-1
2.892056641E1,-2.321219593E-1,-6.810946763E-2,2.565558441E-2,2.432646966E-1
2.892296906E1,-2.284568697E-1,-6.688777357E-2,3.054236248E-2,2.399986489E-1
2.892537104E1,-2.284568697E-1,-7.055285573E-2,3.420744836E-2,2.415375671E-1
2.892777375E1,-2.260134816E-1,-7.666133344E-2,3.665083647E-2,2.414587703E-1
2.893017734E1,-2.199050188E-1,-8.399149776E-2,4.031591862E-2,2.388266365E-1
2.893258000E1,-2.174616307E-1,-9.132166207E-2,4.153761268E-2,2.394881627E-1
2.893503083E1,-2.076880634E-1,-1.035386100E-1,4.153761268E-2,2.357540004E-1
2.893748167E1,-2.076880634E-1,-1.120904684E-1,4.275930673E-2,2.398477915E-1
2.893993250E1,-2.052446753E-1,-1.181989461E-1,4.275930673E-2,2.406755615E-1
2.894238333E1,-2.028012872E-1,-1.218640283E-1,4.275930673E-2,2.404320315E-1
2.894483417E1,-1.991362125E-1,-1.243074164E-1,4.031591862E-2,2.381867716E-1
2.894728500E1,-1.954711229E-1,-1.267508119E-1,3.665083647E-2,2.358347133E-1
2.894973583E1,-1.954711229E-1,-1.304158866E-1,3.420744836E-2,2.374603396E-1
2.895218667E1,-1.942494214E-1,-1.316375881E-1,3.054236248E-2,2.366307846E-1
2.895463750E1,-1.905843467E-1,-1.304158866E-1,2.687728032E-2,2.324931932E-1
2.895708833E1,-1.881409585E-1,-1.267508119E-1,2.321219631E-2,2.280385815E-1
2.895953917E1,-1.820324808E-1,-1.230857223E-1,1.954711229E-2,2.206082698E-1
2.896199000E1,-1.795890927E-1,-1.157555580E-1,1.588202827E-2,2.142517917E-1
2.896444083E1,-1.747023165E-1,-1.096470803E-1,1.099525020E-2,2.065533276E-1
2.896689167E1,-1.685938388E-1,-9.987352788E-2,6.108472589E-3,1.960508034E-1
2.896934250E1,-1.624853760E-1,-9.009996802E-2,1.221694518E-3,1.857982621E-1
2.897179333E1,-1.563768983E-1,-8.154810965E-2,-2.443389036E-3,1.763797002E-1
2.897424416E1,-1.502684206E-1,-7.055285573E-2,-6.108472589E-3,1.661192858E-1
2.897669500E1,-1.417165697E-1,-5.955760926E-2,-9.773556143E-3,1.540331696E-1
2.897914583E1,-1.343863904E-1,-5.344913527E-2,-1.099525020E-2,1.450427783E-1
2.898159666E1,-1.270562261E-1,-4.856235534E-2,-1.099525020E-2,1.364642169E-1
2.898404750E1,-1.160609797E-1,-4.734066129E-2,-1.221694518E-2,1.259386476E-1
2.898649833E1,-1.099525094E-1,-4.489727318E-2,-1.221694518E-2,1.193925174E-1
2.898894916E1,-1.014006436E-1,-4.367557913E-2,-1.221694518E-2,1.110806035E-1
2.899140000E1,-9.407047927E-2,-4.245388508E-2,-1.099525020E-2,1.037905726E-1
2.899385083E1,-8.674030751E-2,-4.001049697E-2,-8.551862091E-3,9.590544906E-2
2.899630166E1,-7.941014320E-2,-3.878879920E-2,-9.773556143E-3,8.891605134E-2
2.899875250E1,-7.207997888E-2,-3.634541109E-2,-9.773556143E-3,8.131441854E-2
2.900120333E1,-6.963659078E-2,-3.512371704E-2,-1.221694518E-2,7.894418296E-2
2.900365416E1,-6.474980712E-2,-3.145863488E-2,-1.099525020E-2,7.282224082E-2
2.900610500E1,-6.108472496E-2,-2.779355086E-2,-1.221694518E-2,6.821347992E-2
2.900855583E1,-5.741964281E-2,-2.657185495E-2,-1.343864016E-2,6.468134124E-2
2.901100667E1,-5.619794875E-2,-2.168507688E-2,-1.588202827E-2,6.229519103E-2
2.901345750E1,-5.619794875E-2,-1.557660475E-2,-1.954711229E-2,6.150552543E-2
2.901590833E1,-5.375456065E-2,-1.068982668E-2,-2.443389036E-2,6.000700112E-2
2.901835917E1,-5.375456065E-2,-5.803049076E-3,-2.809897438E-2,6.093259005E-2
2.902081000E1,-5.375456065E-2,3.054236295E-4,-3.298575059E-2,6.306905593E-2
2.902326083E1,-5.131116882E-2,6.413896102E-3,-3.909422457E-2,6.482540014E-2
2.902571167E1,-5.008947477E-2,1.252236869E-2,-4.520269856E-2,6.862251203E-2
2.902816250E1,-5.008947477E-2,1.985253580E-2,-5.008947477E-2,7.356652868E-2
2.903061333E1,-5.253286287E-2,2.840439789E-2,-5.497625470E-2,8.117204003E-2
2.903306417E1,-4.764608666E-2,3.451287001E-2,-5.864133686E-2,8.306680540E-2
2.903551500E1,-4.642439261E-2,4.062134400E-2,-6.352811307E-2,8.855020591E-2
2.903796583E1,-4.520269856E-2,4.550812021E-2,-6.597150117E-2,9.201365077E-2
2.904041667E1,-4.275930673E-2,4.917320609E-2,-6.841489673E-2,9.448259418E-2
2.904286750E1,-3.665083647E-2,5.161659420E-2,-7.207997888E-2,9.593268455E-2
2.904531833E1,-3.420744836E-2,5.161659420E-2,-7.452336699E-2,9.689248963E-2
2.904776917E1,-2.932066843E-2,5.039490014E-2,-7.696675509E-2,9.655686898E-2
2.905022000E1,-2.443389036E-2,4.795150831E-2,-7.941014320E-2,9.592879125E-2
2.905267083E1,-2.565558441E-2,4.550812021E-2,-8.185353130E-2,9.710406069E-2
2.905511974E1,-2.199050039E-2,4.184303805E-2,-8.307522535E-2,9.558198056E-2
2.905752240E1,-2.076880634E-2,3.939964995E-2,-8.551861346E-2,9.642151721E-2
2.905992437E1,-2.076880634E-2,3.817795217E-2,-8.796200156E-2,9.811326652E-2
2.906232708E1,-1.832541823E-2,3.695625812E-2,-8.918370306E-2,9.826148208E-2
2.906473068E1,-1.832541823E-2,3.695625812E-2,-9.162709117E-2,1.004843759E-1
2.906713333E1,-2.076880634E-2,3.573456407E-2,-9.407047927E-2,1.027499755E-1
2.906953531E1,-1.832541823E-2,3.573456407E-2,-9.529217333E-2,1.034087923E-1
2.907193812E1,-1.710372418E-2,3.573456407E-2,-9.773556143E-2,1.054596436E-1
2.907434161E1,-1.710372418E-2,3.695625812E-2,-1.001789495E-1,1.081393745E-1
2.907674432E1,-1.710372418E-2,3.573456407E-2,-9.895725548E-2,1.065928462E-1
2.907914625E1,-1.588202827E-2,3.695625812E-2,-9.895725548E-2,1.068201397E-1
2.908154906E1,-1.466033421E-2,3.451287001E-2,-9.651386738E-2,1.035422145E-1
2.908395255E1,-1.343864016E-2,3.329117596E-2,-9.407047927E-2,1.006884031E-1
2.908635526E1,-1.221694518E-2,3.329117596E-2,-9.162709117E-2,9.825008897E-2
2.908875724E1,-1.099525020E-2,2.962609194E-2,-8.551861346E-2,9.117035756E-2
2.909115995E1,-1.221694518E-2,2.596100792E-2,-8.185353130E-2,8.673654517E-2
2.909356354E1,-1.099525020E-2,2.351761982E-2,-7.696675509E-2,8.122718362E-2
2.909596620E1,-1.099525020E-2,1.985253580E-2,-7.207997888E-2,7.556812860E-2
2.909836818E1,-1.099525020E-2,1.740914769E-2,-6.963659078E-2,7.261700025E-2
2.910077099E1,-1.099525020E-2,1.374406368E-2,-6.597150117E-2,6.827908743E-2
2.910317448E1,-1.099525020E-2,1.130067464E-2,-6.474980712E-2,6.664186594E-2
2.910557719E1,-1.099525020E-2,8.857285604E-3,-6.474980712E-2,6.627129512E-2
2.910797911E1,-9.773556143E-3,1.007897966E-2,-6.597150117E-2,6.744884875E-2
2.911038193E1,-1.099525020E-2,1.007897966E-2,-6.474980712E-2,6.644560843E-2
2.911278542E1,-1.221694518E-2,7.635590620E-3,-6.719319522E-2,6.872031343E-2
2.911518812E1,-1.343864016E-2,1.007897966E-2,-6.841489673E-2,7.044700827E-2
2.911759005E1,-1.466033421E-2,7.635590620E-3,-6.841489673E-2,7.038341948E-2
2.911999286E1,-1.588202827E-2,6.413896102E-3,-6.963659078E-2,7.171214444E-2
2.912239641E1,-1.710372418E-2,6.413896102E-3,-7.085828483E-2,7.317494088E-2
2.912479906E1,-1.710372418E-2,3.970507067E-3,-7.207997888E-2,7.418777300E-2
2.912720104E1,-1.710372418E-2,3.054236295E-4,-7.330167294E-2,7.527128217E-2
2.912960375E1,-1.588202827E-2,-9.162708884E-4,-7.330167294E-2,7.500809043E-2
2.913200734E1,-1.710372418E-2,-3.359660041E-3,-7.452336699E-2,7.653467792E-2
2.913441005E1,-1.588202827E-2,-5.803049076E-3,-7.696675509E-2,7.880225625E-2
2.913681198E1,-1.710372418E-2,-9.468132630E-3,-7.696675509E-2,7.941073168E-2
2.913921479E1,-1.588202827E-2,-1.068982668E-2,-7.818844914E-2,8.049810430E-2
2.914161828E1,-1.588202827E-2,-1.435491070E-2,-8.185353130E-2,8.460675428E-2
2.914402099E1,-1.832541823E-2,-1.435491070E-2,-8.185353130E-2,8.509926557E-2
2.914642292E1,-1.832541823E-2,-1.557660475E-2,-8.307522535E-2,8.648667317E-2
2.914882573E1,-1.954711229E-2,-1.435491070E-2,-8.307522535E-2,8.654274162E-2
2.915122927E1,-1.954711229E-2,-1.313321572E-2,-8.307522535E-2,8.634850330E-2
2.915363193E1,-1.832541823E-2,-1.435491070E-2,-8.185353130E-2,8.509926557E-2
2.915603390E1,-2.321219631E-2,-1.679829881E-2,-8.063183725E-2,8.557150272E-2
2.915843661E1,-2.321219631E-2,-1.924168877E-2,-7.941014320E-2,8.494127081E-2
2.916084021E1,-2.199050039E-2,-2.535016090E-2,-7.818844914E-2,8.508611135E-2
2.916324286E1,-2.321219631E-2,-2.779355086E-2,-7.696675509E-2,8.505979612E-2
2.916564484E1,-2.565558441E-2,-3.023693897E-2,-7.452336699E-2,8.441690421E-2
2.916804766E1,-2.687728032E-2,-3.023693897E-2,-7.207997888E-2,8.265702651E-2
2.917045114E1,-2.809897438E-2,-2.901524492E-2,-7.207997888E-2,8.262542075E-2
2.917285385E1,-2.809897438E-2,-2.657185495E-2,-6.841489673E-2,7.858889190E-2
2.917525578E1,-3.176405653E-2,-2.168507688E-2,-6.719319522E-2,7.742172390E-2
2.917765859E1,-3.542914242E-2,-1.801999472E-2,-6.352811307E-2,7.493841132E-2
2.918006208E1,-3.298575059E-2,-1.557660475E-2,-6.230641901E-2,7.219958593E-2
2.918246479E1,-3.542914242E-2,-1.191152167E-2,-6.108472496E-2,7.161321180E-2
2.918486677E1,-3.787253052E-2,-7.024743594E-3,-6.108472496E-2,7.221508994E-2
2.918726948E1,-3.909422457E-2,-3.359660041E-3,-5.986303091E-2,7.157672932E-2
2.918967307E1,-4.031591862E-2,3.054236295E-4,-5.741964281E-2,7.016040164E-2
2.919207573E1,-4.398100078E-2,2.748812549E-3,-5.619794875E-2,7.141494132E-2
2.919447771E1,-4.520269856E-2,3.970507067E-3,-5.497625470E-2,7.128420207E-2
2.919688042E1,-4.642439261E-2,2.748812549E-3,-5.375456065E-2,7.107976498E-2
2.919928401E1,-5.131116882E-2,3.054236295E-4,-5.131116882E-2,7.256559360E-2
2.920168672E1,-5.131116882E-2,3.054236295E-4,-4.886778072E-2,7.085893960E-2
2.920408865E1,-5.619794875E-2,2.748812549E-3,-4.398100078E-2,7.141494132E-2
2.920649146E1,-5.986303091E-2,2.748812549E-3,-4.031591862E-2,7.222542305E-2
2.920889495E1,-6.108472496E-2,3.970507067E-3,-3.787253052E-2,7.198220001E-2
2.921129766E1,-6.474980712E-2,6.413896102E-3,-3.420744836E-2,7.351071424E-2
2.921369958E1,-6.719319522E-2,1.007897966E-2,-3.176405653E-2,7.500311062E-2
2.921610240E1,-7.085828483E-2,1.007897966E-2,-2.932066843E-2,7.734457937E-2
2.921850594E1,-7.207997888E-2,1.252236869E-2,-2.932066843E-2,7.881646193E-2
2.922090859E1,-7.574506104E-2,1.374406368E-2,-2.565558441E-2,8.114445495E-2
2.922331057E1,-7.941014320E-2,1.618745178E-2,-2.199050039E-2,8.397372533E-2
2.922571328E1,-8.063183725E-2,1.618745178E-2,-1.954711229E-2,8.453174772E-2
2.922811687E1,-8.063183725E-2,1.618745178E-2,-1.710372418E-2,8.400038187E-2
2.923051953E1,-8.307522535E-2,1.252236869E-2,-1.343864016E-2,8.508172445E-2
2.923292151E1,-8.429691941E-2,7.635590620E-3,-8.551862091E-3,8.507295229E-2
2.923532432E1,-8.429691941E-2,1.527118147E-3,-6.108472589E-3,8.453174639E-2
2.923772781E1,-8.551861346E-2,-4.581354558E-3,-3.665083554E-3,8.571962958E-2
2.924013052E1,-8.429691941E-2,-1.191152167E-2,-1.221694518E-3,8.514310017E-2
2.924253245E1,-8.307522535E-2,-1.924168877E-2,2.443389036E-3,8.530947078E-2
2.924493526E1,-8.063183725E-2,-2.535016090E-2,2.443389036E-3,8.455822837E-2
