Time (s),Illuminance (lx)
1.6226222036813217e+18,25.10000038
1.622622203881304e+18,25.79999924
1.6226222040813174e+18,26.5
1.6226222042813207e+18,26.5
1.622622204481322e+18,25.79999924
1.6226222046813036e+18,25.0
1.6226222048813217e+18,23.60000038
1.6226222050813222e+18,23.20000076
1.6226222052813212e+18,23.20000076
1.6226222054813074e+18,22.39999962
1.6226222056813197e+18,19.10000038
1.6226222058813225e+18,17.70000076
1.6226222060813212e+18,17.39999962
1.6226222062813038e+18,16.89999962
1.6226222064813174e+18,16.89999962
1.6226222066813184e+18,16.39999962
1.622622206881324e+18,16.5
1.6226222070813094e+18,17.0
1.622622207281317e+18,16.60000038
1.6226222074813217e+18,17.29999924
1.6226222076813202e+18,17.60000038
1.6226222078813184e+18,17.5
1.6226222080813028e+18,18.0
1.6226222082813215e+18,18.89999962
1.622622208481321e+18,23.20000076
1.6226222086813348e+18,24.60000038
1.622622208881302e+18,24.89999962
1.622622209081319e+18,25.0
1.6226222092813207e+18,25.0
1.6226222094813176e+18,21.60000038
1.6226222096813038e+18,20.79999924
1.6226222098813204e+18,20.39999962
1.62262221008132e+18,19.20000076
1.622622210281322e+18,20.89999962
1.622622210481311e+18,19.70000076
1.6226222106813181e+18,17.20000076
1.6226222108813202e+18,15.19999981
1.6226222110813202e+18,12.69999981
1.6226222112813033e+18,9.300000191
1.6226222114813202e+18,8.800000191
1.6226222116813194e+18,8.0
1.6226222118813204e+18,6.699999809
1.6226222120813046e+18,6.300000191
1.6226222122813192e+18,6.099999905
1.6226222124813192e+18,5.900000095
1.6226222126813166e+18,5.5
1.6226222128813087e+18,5.400000095
1.6226222130813164e+18,5.400000095
1.6226222132813164e+18,5.300000191
1.6226222134813212e+18,5.5
1.6226222136813046e+18,5.400000095
1.6226222138813192e+18,5.099999905
1.62262221408132e+18,4.900000095
1.6226222142813187e+18,5.0
1.6226222144813038e+18,5.199999809
1.622622214681316e+18,5.599999905
1.6226222147813207e+18,5.699999809
1.6226222149813023e+18,6.5
1.622622215181318e+18,6.699999809
1.6226222153813192e+18,7.199999809
1.622622215581334e+18,7.5
1.6226222157813012e+18,7.0
1.6226222159813212e+18,7.300000191
1.6226222161813164e+18,7.5
1.622622216381319e+18,7.599999905
1.6226222165813012e+18,7.800000191
1.6226222167813202e+18,7.800000191
1.622622216981321e+18,8.5
1.6226222171813184e+18,9.399999619
1.6226222173813012e+18,11.10000038
1.62262221758132e+18,11.60000038
1.622622217781321e+18,10.69999981
1.622622217981321e+18,10.89999962
1.6226222181813033e+18,14.39999962
1.6226222183813197e+18,28.89999962
1.6226222185813207e+18,66.69999695
1.6226222187813192e+18,74.09999847
1.622622218981303e+18,76.69999695
1.6226222191813164e+18,63.20000076
1.6226222193813202e+18,137.8000031
1.6226222195813212e+18,343.6000061
1.622622219781303e+18,369.2999878
1.6226222199813176e+18,304.3999939
1.6226222201813184e+18,177.3000031
1.62262222038132e+18,75.5
1.622622220581306e+18,58.40000153
1.6226222207813023e+18,58.5
1.6226222209813197e+18,58.5
1.6226222211813181e+18,56.20000076
1.6226222213813028e+18,48.29999924
1.6226222215813181e+18,42.79999924
1.6226222217813181e+18,36.5
1.6226222219813202e+18,33.0
1.6226222221813023e+18,31.70000076
1.6226222223813174e+18,31.0
1.62262222258132e+18,30.79999924
1.6226222227813204e+18,30.79999924
1.6226222229813025e+18,30.89999962
1.622622223181316e+18,31.0
1.6226222233813202e+18,31.39999962
1.6226222235813228e+18,31.10000038
1.6226222237813025e+18,31.39999962
1.622622223981318e+18,31.60000038
1.6226222241813176e+18,31.60000038
1.6226222243813217e+18,31.60000038
1.622622224581302e+18,32.09999847
1.6226222247813181e+18,32.90000153
1.622622224981321e+18,34.59999847
1.6226222251813184e+18,35.70000076
1.6226222253813074e+18,35.09999847
1.6226222255813166e+18,33.79999924
1.6226222257813204e+18,33.40000153
1.622622225981317e+18,33.70000076
1.6226222261813056e+18,33.29999924
1.6226222263813184e+18,34.20000076
1.62262222658132e+18,35.5
1.622622226781326e+18,36.59999847
1.6226222269813038e+18,37.40000153
1.6226222271813018e+18,38.09999847
1.6226222273813202e+18,37.79999924
1.6226222275813207e+18,38.09999847
1.6226222277813332e+18,38.09999847
1.622622227981302e+18,38.29999924
1.622622228181318e+18,38.29999924
1.6226222283813194e+18,38.20000076
1.62262222858133e+18,38.40000153
1.6226222287813115e+18,38.40000153
1.6226222289813197e+18,38.20000076
1.622622229181316e+18,38.59999847
1.622622229381322e+18,38.09999847
1.6226222295813071e+18,38.09999847
1.6226222297813202e+18,38.20000076
1.622622229981324e+18,37.5
1.6226222301813212e+18,37.0
1.6226222303813053e+18,37.29999924
1.62262223058132e+18,37.29999924
1.62262223078132e+18,37.40000153
1.6226222309813204e+18,37.09999847
1.6226222311813082e+18,37.29999924
1.62262223138132e+18,37.29999924
1.6226222315813194e+18,37.29999924
1.6226222317813212e+18,37.20000076
1.622622231981308e+18,37.20000076
1.6226222321813164e+18,37.5
1.6226222323813192e+18,37.79999924
1.6226222325813215e+18,37.5
1.6226222327813038e+18,37.40000153
1.6226222329813176e+18,37.59999847
