"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.243040789E0,-2.339061737E0,1.958215714E0,5.053760111E-2
1.248063810E0,-1.023993611E0,3.568894148E0,3.914219141E-1
1.253117768E0,4.583204687E-1,4.155853748E0,1.110474825E0
1.258181258E0,7.603227496E-1,2.995782375E0,1.651096106E0
1.263252143E0,-7.161324620E-1,6.271689534E-1,1.362942219E0
1.268298654E0,-3.056516647E0,-2.563827753E0,6.508136392E-1
1.273346779E0,-3.931630611E0,-4.181963921E0,3.701166511E-1
1.278410216E0,-2.686337709E0,-3.675962925E0,2.742429376E-1
1.283465476E0,-7.683303952E-1,-3.098590136E0,-1.811572164E-1
1.288531362E0,8.364890218E-1,-2.512162447E0,-8.501426578E-1
1.293636154E0,1.878849387E0,-1.550762177E0,-1.294890165E0
1.298644018E0,2.477527380E0,-2.005408555E-1,-1.526052356E0
1.303695476E0,3.206700325E0,1.895365238E0,-1.710875630E0
1.308759695E0,4.614446163E0,4.674637318E0,-2.022465229E0
1.313876779E0,6.218732834E0,6.735389233E0,-2.441646576E0
1.318880112E0,7.341520309E0,7.543391705E0,-2.656829596E0
1.323922039E0,7.680274010E0,7.578545570E0,-2.423004389E0
1.328992820E0,7.266419411E0,7.162559986E0,-1.731648207E0
1.334063758E0,6.517006397E0,6.545772552E0,-7.393552661E-1
1.339109174E0,5.913535118E0,5.897559643E0,3.690513670E-1
1.344160424E0,5.596086025E0,5.118852139E0,1.438043356E0
1.349223237E0,5.489559650E0,4.005118847E0,2.394649982E0
1.354269695E0,5.551344872E0,2.420540094E0,3.129149199E0
1.359366414E0,5.735635757E0,6.063962579E-1,3.454587221E0
1.364381987E0,5.935904980E0,-8.279810548E-1,3.290004015E0
1.369430633E0,6.017397881E0,-1.581654906E0,2.709967852E0
1.374487039E0,5.922589779E0,-1.919876099E0,1.839115143E0
1.379560424E0,5.715395927E0,-1.932126641E0,9.208578467E-1
1.384610164E0,5.492755413E0,-1.596568584E0,2.518723905E-1
1.389659956E0,5.301008224E0,-9.835095406E-1,-5.119506642E-2
1.394709695E0,5.160925865E0,-3.049366772E-1,-2.456347831E-2
1.399759487E0,5.075171947E0,3.507330120E-1,1.900871098E-1
1.404809279E0,5.011789322E0,8.695163131E-1,3.647903204E-1
1.409926518E0,4.961721897E0,1.345156550E0,4.239124656E-1
1.414976310E0,4.959058285E0,1.746760964E0,4.153903425E-1
1.420026101E0,4.924970150E0,2.017337799E0,4.074008763E-1
1.425075893E0,4.731091976E0,2.162213802E0,4.228471816E-1
1.430125633E0,4.299127579E0,2.223466396E0,4.670556188E-1
1.435175424E0,3.707374096E0,2.238379955E0,5.623967648E-1
1.440278237E0,3.111359119E0,2.136647224E0,7.397630811E-1
1.445328029E0,2.596836805E0,1.854885101E0,9.799799919E-1
1.450377820E0,2.204287052E0,1.368592381E0,1.203685403E0
1.455427560E0,1.951820016E0,7.555330992E-1,1.337375998E0
1.460477351E0,1.788302064E0,1.531266421E-1,1.331516981E0
1.465527091E0,1.654611468E0,-2.905556262E-1,1.198891759E0
1.470600633E0,1.494821906E0,-4.301051199E-1,1.058809638E0
1.475650372E0,1.336097717E0,-2.921535075E-1,9.890347719E-1
1.480700164E0,1.208266020E0,-9.326049127E-3,9.469568729E-1
1.485749904E0,1.086825967E0,3.001330197E-1,8.564094305E-1
1.490799695E0,9.531354308E-1,4.956088662E-1,6.912935972E-1
1.495849435E0,7.709753513E-1,5.957436562E-1,4.766429961E-1
1.501006570E0,5.121163130E-1,6.836278439E-1,2.295018584E-1
1.506056310E0,2.127772421E-1,8.902890086E-1,-6.877190620E-2
1.511106101E0,-4.981022328E-2,1.259935498E0,-4.309614897E-1
1.516155841E0,-2.420902848E-1,1.588569283E0,-8.272395730E-1
1.521205633E0,-4.093366563E-1,1.629049301E0,-1.193690181E0
1.526255372E0,-6.138672233E-1,1.329710245E0,-1.457342863E0
1.531297664E0,-8.444967270E-1,7.981437445E-1,-1.573456526E0
1.536347404E0,-1.086844206E0,1.701708436E-1,-1.562803984E0
1.541397195E0,-1.307353735E0,-4.785746336E-1,-1.462136626E0
1.546446935E0,-1.457555890E0,-1.039435863E0,-1.268791199E0
1.551496779E0,-1.517210722E0,-1.468737006E0,-1.008334279E0
1.556546518E0,-1.572604299E0,-1.846372962E0,-7.180500627E-1
1.561657768E0,-1.780863404E0,-2.191518307E0,-4.224393964E-1
1.566707508E0,-2.184598684E0,-2.445583582E0,-1.161761358E-1
1.571757299E0,-2.657575369E0,-2.517488956E0,1.938155293E-1
1.576807091E0,-3.048527241E0,-2.335861444E0,4.755777419E-1
1.581856883E0,-3.271699905E0,-1.914017081E0,6.886304617E-1
1.586906622E0,-3.312179804E0,-1.413875818E0,8.169947267E-1
1.592017195E0,-3.215240955E0,-1.014402151E0,8.617357612E-1
1.597066935E0,-3.066103935E0,-8.018820882E-1,8.574746847E-1
1.602116726E0,-2.985676765E0,-7.661957741E-1,8.425610065E-1
1.607166518E0,-3.074093580E0,-8.439599872E-1,8.516157269E-1
1.612216258E0,-3.329756737E0,-9.478232265E-1,9.064767957E-1
1.617266049E0,-3.659988403E0,-1.018663168E0,1.006079078E0
1.622402976E0,-3.925771713E0,-1.073524237E0,1.096093774E0
1.627452664E0,-4.104735851E0,-1.108145237E0,1.140834808E0
1.632502456E0,-4.288493633E0,-1.156614780E0,1.104615808E0
1.637552195E0,-4.617660522E0,-1.212008476E0,1.009274840E0
1.642602039E0,-5.186511040E0,-1.269532681E0,9.506852627E-1
1.647651779E0,-5.960424900E0,-1.310545325E0,9.602726698E-1
1.652701570E0,-6.720490456E0,-1.410147429E0,9.986221194E-1
1.657751935E0,-7.168433666E0,-1.705225468E0,1.002350569E0
1.662801726E0,-7.130084038E0,-2.057827711E0,9.309778810E-1
1.667851466E0,-6.762568474E0,-2.113754034E0,7.434915304E-1
1.672901258E0,-6.345517635E0,-1.863949776E0,3.951503336E-1
1.677950997E0,-6.046178818E0,-1.599231839E0,-1.023277044E-1
1.683000789E0,-5.907694340E0,-1.609884381E0,-6.461447477E-1
1.688093758E0,-5.943380356E0,-1.829861403E0,-1.041357398E0
1.693143549E0,-6.131399632E0,-1.886852980E0,-1.134567976E0
1.698193289E0,-6.333799839E0,-1.599231839E0,-9.721153378E-1
1.703243081E0,-6.335930347E0,-1.080981135E0,-7.382900119E-1
1.708292820E0,-6.123410225E0,-5.387619734E-1,-5.284330845E-1
1.713342612E0,-5.868279457E0,-3.512756228E-1,-4.208415151E-1
1.718440945E0,-5.689847946E0,-7.901641726E-1,-4.804962575E-1
1.723490737E0,-5.591844082E0,-1.498564363E0,-6.418837309E-1
1.728540476E0,-5.484785080E0,-2.103101492E0,-8.075321317E-1
1.733590268E0,-5.268536568E0,-2.502575397E0,-9.694522023E-1
1.738640060E0,-4.943631172E0,-2.672484875E0,-1.108469009E0
1.743689799E0,-4.556407928E0,-2.736400604E0,-1.179841638E0
1.748790268E0,-4.139357090E0,-2.816828012E0,-1.171319604E0
1.753840060E0,-3.712718964E0,-2.917495251E0,-1.080239654E0
1.758889799E0,-3.268504143E0,-2.983541727E0,-9.081995487E-1
1.763939539E0,-2.800320864E0,-2.975019693E0,-7.116584182E-1
1.768989383E0,-2.341192007E0,-2.860503912E0,-5.880878568E-1
1.774039122E0,-1.950240374E0,-2.735335350E0,-6.211110950E-1
1.779137039E0,-1.581659198E0,-2.671952009E0,-7.697153091E-1
1.784186831E0,-1.203490615E0,-2.623482466E0,-9.454838037E-1
1.789236570E0,-8.434314728E-1,-2.529739380E0,-1.063195348E0
1.794286362E0,-5.020145178E-1,-2.276739359E0,-1.100479603E0
1.799336101E0,-1.669892073E-1,-1.922006607E0,-1.079706907E0
1.804385893E0,1.632424742E-1,-1.668473840E0,-1.030704856E0
1.809486674E0,4.221014977E-1,-1.622667670E0,-9.481469393E-1
1.814536414E0,6.074573994E-1,-1.596036077E0,-8.027384281E-1
1.819586258E0,7.800301313E-1,-1.446366429E0,-6.083278656E-1
1.824635997E0,9.563311934E-1,-1.171528459E0,-3.872856796E-1
1.829685789E0,1.149676561E0,-8.253178596E-1,-1.555908918E-1
1.834735529E0,1.329173446E0,-4.705851376E-1,7.024497539E-2
1.839833758E0,1.480973482E0,-1.557997763E-1,2.779713571E-1
1.844883549E0,1.623186231E0,5.512239039E-2,4.500114322E-1
1.849933289E0,1.726516724E0,1.355497837E-1,5.277756453E-1
1.854983081E0,1.805346251E0,1.781603396E-1,5.101988316E-1
1.860032820E0,1.891099930E0,2.303582430E-1,4.361629784E-1
1.865082612E0,1.997093678E0,2.809582651E-1,3.354955912E-1
1.870180685E0,2.120664120E0,3.246340752E-1,2.028702796E-1
1.875230476E0,2.279388189E0,3.858867288E-1,1.431863941E-2
1.880280216E0,2.470070362E0,4.695098996E-1,-2.269635499E-1
1.885330008E0,2.690047503E0,5.946784019E-1,-4.911489189E-1
1.890379747E0,2.911622047E0,7.699142098E-1,-7.500079274E-1
1.895429539E0,3.112957001E0,9.749774337E-1,-9.822353721E-1
1.900515789E0,3.287660122E0,1.198682785E0,-1.188896418E0
1.905565529E0,3.435199261E0,1.445823908E0,-1.374784946E0
