"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.585690509E1,1.057789922E0,2.609158325E1,3.767921448E1
5.586690509E1,1.977327347E0,2.615191650E1,4.079667664E1
5.587690509E1,2.747514725E0,2.542654419E1,4.082423401E1
5.588690509E1,9.033313394E-1,2.479499054E1,3.985708618E1
5.589690509E1,2.284889698E0,2.673695374E1,4.017849731E1
5.590690509E1,-1.656305790E-2,2.387105179E1,3.814249420E1
5.591690509E1,4.406787157E-1,2.625049591E1,3.905490112E1
5.592690509E1,1.518922806E0,2.624830627E1,3.784363556E1
5.593690509E1,-3.294538260E-1,2.668568420E1,3.934024048E1
5.594690509E1,4.444873333E-1,2.446305847E1,3.783758545E1
5.595690509E1,1.364592314E0,2.610783386E1,3.846047974E1
5.596690509E1,1.336840391E-1,2.724989700E1,3.717851257E1
5.597690509E1,-1.250675678E0,2.635832596E1,3.808299255E1
5.598690509E1,-6.340863705E-1,2.620635605E1,3.717150116E1
5.599690509E1,-2.326740742E0,2.676568604E1,3.681340027E1
5.600690509E1,-7.898449898E-1,2.536126709E1,3.996318054E1
5.601690509E1,2.860736251E-1,2.756094742E1,3.810729218E1
5.602690509E1,-1.402396917E0,2.618310165E1,3.637883759E1
5.603690509E1,-1.401994228E0,2.588828659E1,3.638226318E1
5.604690509E1,-4.782726765E-1,2.676127243E1,3.469272614E1
5.605690509E1,-2.026176453E-2,2.782793045E1,3.654893494E1
5.606690509E1,-7.877757549E-1,2.634680176E1,3.685652924E1
5.607690509E1,-3.255628347E-1,2.721278381E1,3.515558624E1
5.608690509E1,-2.785557985E0,2.628865433E1,3.495033264E1
5.609690509E1,-1.554731369E0,2.558186722E1,3.576295471E1
5.610690509E1,-3.247572184E-1,2.662314606E1,3.516243744E1
5.611690509E1,-1.709931612E0,2.545296860E1,3.715346527E1
5.612690509E1,-4.015000343E0,2.610866928E1,3.399324799E1
5.613690509E1,-2.170570135E0,2.543438339E1,3.636840057E1
5.614690509E1,-2.170185566E0,2.615290070E1,3.512197876E1
5.615690509E1,-2.324048996E0,2.629565811E1,3.496173096E1
5.616690509E1,-2.324048996E0,2.629565811E1,3.496173096E1
5.617690509E1,-3.708142996E0,2.583473969E1,3.508740997E1
