"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.819845815E2,-4.416603148E-1,1.408393502E0,-3.947418332E-1
5.819945375E2,-3.329009712E-1,1.436263084E0,-4.125515819E-1
5.820044935E2,-1.587009281E-1,1.370653033E0,-4.306592047E-1
5.820144505E2,6.947568804E-2,1.220757961E0,-4.455955625E-1
5.820244065E2,3.046280146E-1,1.045696139E0,-4.561539292E-1
5.820343635E2,4.550202191E-1,8.675738573E-1,-4.542780519E-1
5.820443195E2,4.369341433E-1,6.828303337E-1,-4.504825175E-1
5.820542765E2,2.536445856E-1,4.757138193E-1,-5.006785989E-1
5.820642325E2,-2.996927872E-2,2.044506371E-1,-5.963465571E-1
5.820741895E2,-3.093879223E-1,-1.167507619E-1,-7.396950722E-1
5.820841455E2,-5.321027637E-1,-4.802898467E-1,-9.090020657E-1
5.820941025E2,-6.879727840E-1,-7.879610062E-1,-1.044648290E0
5.821040585E2,-7.990500331E-1,-9.740635157E-1,-1.112159729E0
5.821140145E2,-8.759483099E-1,-1.081817031E0,-1.104964972E0
5.821239704E2,-9.167910814E-1,-1.123573184E0,-1.037261248E0
5.821339264E2,-9.272651672E-1,-1.099863648E0,-9.136074185E-1
5.821438834E2,-9.370293617E-1,-1.037449360E0,-7.681375742E-1
5.821538394E2,-9.638652802E-1,-9.497988820E-1,-6.606296897E-1
5.821637964E2,-9.971609116E-1,-8.631028533E-1,-6.089164019E-1
5.821737524E2,-1.004292727E0,-7.816030383E-1,-5.818298459E-1
5.821837094E2,-9.703305364E-1,-6.646711230E-1,-5.604329109E-1
5.821936654E2,-8.752750754E-1,-5.144609809E-1,-5.480638742E-1
5.822036224E2,-7.232293487E-1,-3.239437044E-1,-5.367510319E-1
5.822135784E2,-5.642639399E-1,-9.612213075E-2,-5.147635341E-1
5.822235344E2,-4.612635076E-1,9.362383187E-2,-4.959901273E-1
5.822334914E2,-4.349739254E-1,2.792011201E-1,-4.901400805E-1
5.822434474E2,-4.623323083E-1,4.679720998E-1,-4.715195298E-1
5.822534044E2,-5.025044680E-1,6.553912759E-1,-4.111550152E-1
5.822633604E2,-5.202786922E-1,8.447606564E-1,-2.943698168E-1
5.822733174E2,-4.536371827E-1,9.866223931E-1,-1.568980664E-1
5.822832734E2,-2.878471613E-1,9.976942539E-1,-5.417489633E-2
5.822932304E2,-5.132106692E-2,8.890157342E-1,-1.066402532E-2
5.823031864E2,2.014587224E-1,7.147603035E-1,-8.313253522E-3
5.823131434E2,4.083398283E-1,5.954581499E-1,5.716047250E-3
5.823230994E2,5.236970782E-1,5.649124384E-1,8.482471108E-2
5.823330554E2,5.449591279E-1,5.205721259E-1,2.173797190E-1
5.823430124E2,5.002057552E-1,3.687711358E-1,3.561312258E-1
5.823529684E2,4.109556973E-1,1.425560266E-1,4.693473577E-1
5.823629254E2,3.141151667E-1,-5.246220529E-2,5.247466564E-1
5.823728814E2,2.352166921E-1,-1.740893871E-1,4.990349412E-1
5.823828384E2,1.977342963E-1,-2.204449028E-1,4.313535988E-1
5.823927944E2,2.038682550E-1,-2.265508920E-1,3.657714427E-1
5.824027514E2,2.371359169E-1,-1.823706478E-1,3.447540402E-1
5.824127074E2,2.680179179E-1,-9.821908921E-2,3.702253401E-1
5.824226644E2,2.888158560E-1,-8.468431421E-3,4.111312330E-1
5.824326204E2,3.107824922E-1,9.260386974E-2,4.310525656E-1
5.824425774E2,3.592999578E-1,1.764787883E-1,4.278269410E-1
5.824525334E2,4.298048615E-1,2.223209441E-1,4.160561562E-1
5.824624894E2,5.117399693E-1,2.075252235E-1,4.047363997E-1
5.824724464E2,5.871078968E-1,1.693094522E-1,3.986669481E-1
5.824824024E2,6.413288116E-1,1.357898414E-1,4.001942873E-1
5.824923594E2,6.666214466E-1,8.880703151E-2,4.007516503E-1
5.825023154E2,6.678108573E-1,1.869585738E-2,4.027636647E-1
5.825122724E2,6.577647328E-1,-5.115043372E-2,4.083910882E-1
5.825222284E2,6.457229853E-1,-1.362621337E-1,4.149243534E-1
5.825321854E2,6.537524462E-1,-2.450838685E-1,4.075820446E-1
5.825421414E2,6.862160563E-1,-3.425803185E-1,3.766611516E-1
5.825520984E2,7.214341760E-1,-3.978636563E-1,3.315091729E-1
5.825620544E2,7.686799765E-1,-3.778638542E-1,2.943090796E-1
5.825720114E2,8.189511299E-1,-3.489624262E-1,2.876040041E-1
5.825819674E2,8.476198316E-1,-3.191544712E-1,3.110637665E-1
5.825919234E2,8.465580940E-1,-2.883175015E-1,3.663580120E-1
5.826018804E2,7.887176871E-1,-2.793304026E-1,4.411483705E-1
5.826118364E2,6.938687563E-1,-2.707368731E-1,5.292813182E-1
5.826217934E2,5.588736534E-1,-2.738695443E-1,6.136377454E-1
5.826317494E2,3.951197863E-1,-2.812393010E-1,6.833094358E-1
5.826417064E2,2.430556715E-1,-3.122582138E-1,7.399234772E-1
5.826516624E2,1.117461920E-1,-3.476575911E-1,7.585570812E-1
5.826616194E2,-1.849347726E-3,-3.585283458E-1,7.496035695E-1
5.826715754E2,-1.131843850E-1,-3.352729082E-1,7.240179181E-1
5.826815324E2,-2.315704226E-1,-3.093701899E-1,6.937646866E-1
5.826914884E2,-3.538838327E-1,-2.964130640E-1,6.732478142E-1
5.827014444E2,-4.662540555E-1,-2.812916338E-1,6.816799045E-1
5.827114014E2,-5.780835152E-1,-2.710045278E-1,7.208939791E-1
5.827213574E2,-6.784561872E-1,-3.188045323E-1,7.635444999E-1
5.827313144E2,-7.669807076E-1,-4.491842985E-1,7.884617448E-1
5.827412704E2,-8.352516294E-1,-6.055144668E-1,7.707493305E-1
5.827512274E2,-8.724374771E-1,-7.081651688E-1,7.008698583E-1
5.827611834E2,-9.015354514E-1,-7.538602352E-1,5.863422155E-1
5.827711404E2,-9.240006208E-1,-7.887606025E-1,4.327405393E-1
5.827810964E2,-9.371878505E-1,-8.146311045E-1,2.781693637E-1
5.827910534E2,-9.285114408E-1,-8.338291049E-1,1.703775078E-1
5.828010094E2,-9.105100632E-1,-8.930908442E-1,1.246212125E-1
5.828109664E2,-8.870944381E-1,-9.378034472E-1,1.317196935E-1
5.828209224E2,-8.932197094E-1,-8.515759110E-1,1.841283143E-1
5.828308794E2,-9.715601802E-1,-6.018180251E-1,2.766685486E-1
5.828408354E2,-1.104414344E0,-3.353613317E-1,3.700229824E-1
5.828507914E2,-1.230811000E0,-1.860730648E-1,4.326357245E-1
5.828607484E2,-1.307597160E0,-8.682052046E-2,4.675194025E-1
5.828707044E2,-1.293990135E0,5.232860148E-2,5.191569328E-1
5.828806614E2,-1.176396370E0,1.752518713E-1,5.974978209E-1
5.828906174E2,-9.516119957E-1,1.938631833E-1,6.644144654E-1
5.829005744E2,-6.536868215E-1,7.530990243E-2,6.953489184E-1
5.829105304E2,-3.678050339E-1,-6.983151287E-2,6.903809309E-1
5.829204874E2,-1.538035274E-1,-1.505689770E-1,6.609718800E-1
5.829304434E2,-5.907528475E-2,-1.584144831E-1,6.382530928E-1
5.829404004E2,-1.084199399E-1,-1.334542632E-1,6.255770326E-1
5.829503564E2,-2.580244243E-1,-1.094432324E-1,6.057049632E-1
5.829603134E2,-4.415859878E-1,-8.416184783E-2,5.743086934E-1
5.829702694E2,-6.171748042E-1,-3.945085779E-2,5.497248173E-1
5.829802264E2,-7.448834777E-1,3.310776502E-2,5.382165313E-1
5.829901824E2,-7.953017354E-1,9.876914322E-2,5.486612320E-1
5.830001384E2,-7.758926153E-1,1.721935719E-1,5.899593830E-1
5.830100954E2,-7.121752501E-1,2.401433736E-1,6.396392584E-1
5.830200514E2,-6.150156856E-1,2.910915315E-1,6.823414564E-1
5.830300084E2,-4.968956113E-1,3.234247565E-1,7.198927999E-1
5.830399644E2,-3.593281806E-1,3.339250684E-1,7.404715419E-1
5.830499214E2,-2.281128466E-1,3.553881645E-1,7.535554171E-1
5.830598774E2,-1.244903207E-1,3.713101447E-1,7.601683140E-1
5.830698344E2,-4.745040089E-2,3.749668598E-1,7.529990673E-1
5.830797904E2,9.227519855E-3,3.543803692E-1,7.231794000E-1
5.830897474E2,5.784690008E-2,3.244461715E-1,6.909515858E-1
5.830997034E2,8.514962345E-2,3.110480905E-1,7.004050612E-1
5.831096604E2,9.203056991E-2,3.149926364E-1,7.551266551E-1
5.831196164E2,9.031948447E-2,3.172547221E-1,8.555563688E-1
5.831295728E2,8.151621372E-2,2.902599275E-1,9.637067318E-1
5.831395298E2,7.120631635E-2,2.621944845E-1,1.081976295E0
5.831494858E2,5.628576875E-2,2.460185885E-1,1.188238621E0
5.831594428E2,4.096114263E-2,2.150830328E-1,1.283252001E0
5.831693988E2,3.778699413E-2,1.596335024E-1,1.365346789E0
5.831793558E2,2.986195870E-2,8.624078333E-2,1.457117558E0
5.831893118E2,5.916568451E-3,2.741412818E-2,1.571773410E0
5.831992688E2,-4.191034287E-2,2.409975044E-3,1.708696365E0
5.832092248E2,-1.080738455E-1,-1.928425394E-2,1.856239796E0
5.832191818E2,-1.854727566E-1,-5.214979127E-2,1.995842099E0
5.832291378E2,-2.521772683E-1,-8.077619970E-2,2.126893759E0
5.832390948E2,-3.045272827E-1,-8.953586966E-2,2.265616417E0
5.832490508E2,-3.249498904E-1,-6.607177854E-2,2.427299261E0
5.832590078E2,-3.189050555E-1,-5.527852476E-2,2.578472853E0
5.832689638E2,-2.925079763E-1,2.352102846E-2,2.663156748E0
5.832789208E2,-2.292850614E-1,1.792429686E-1,2.624415398E0
5.832888768E2,-1.111634448E-1,3.734369874E-1,2.466215134E0
5.832988328E2,8.037430048E-2,5.605309606E-1,2.254796028E0
5.833087898E2,3.172080219E-1,6.897825599E-1,2.065967798E0
5.833187458E2,5.382102132E-1,8.273774385E-1,1.972815752E0
5.833287028E2,6.052466035E-1,1.106525898E0,2.031924009E0
5.833386588E2,4.218600094E-1,1.451791883E0,2.206987858E0
5.833486158E2,5.279285833E-2,1.648930550E0,2.403594255E0
5.833585718E2,-3.855623901E-1,1.593375683E0,2.570840120E0
5.833685288E2,-7.858492136E-1,1.454716682E0,2.649977446E0
5.833784848E2,-1.071849108E0,1.246160626E0,2.618176937E0
5.833884418E2,-1.164195299E0,9.812324643E-1,2.508797884E0
5.833983978E2,-1.109398365E0,7.565040588E-1,2.380280733E0
5.834083548E2,-9.828718305E-1,4.954622686E-1,2.265680075E0
5.834183108E2,-9.554545879E-1,3.324773312E-1,2.210102081E0
5.834282678E2,-1.172828317E0,2.777022123E-1,2.221712589E0
5.834382238E2,-1.468700290E0,4.172562063E-2,2.256192207E0
5.834481808E2,-1.736920834E0,-2.040791810E-1,2.301872969E0
5.834581368E2,-1.900990367E0,-4.324662685E-1,2.325759649E0
5.834680928E2,-1.892748594E0,-6.033397913E-1,2.289340973E0
5.834780498E2,-1.732314706E0,-6.513558030E-1,2.185029268E0
5.834880058E2,-1.444031954E0,-5.733830929E-1,1.996464729E0
5.834979628E2,-1.102702856E0,-3.574145436E-1,1.758193851E0
5.835079188E2,-7.535142899E-1,-1.252699792E-1,1.504464030E0
5.835178758E2,-4.173186421E-1,1.197365671E-1,1.253563643E0
5.835278318E2,-1.134164631E-1,3.568960130E-1,1.031203747E0
5.835377888E2,1.387625188E-1,5.756707191E-1,8.610836864E-1
5.835477448E2,3.346066177E-1,7.785742879E-1,7.635655999E-1
5.835577018E2,4.784069359E-1,9.537618160E-1,7.234338522E-1
5.835676578E2,5.661440492E-1,1.090088129E0,7.137168050E-1
5.835776148E2,5.932411551E-1,1.204829097E0,7.247747779E-1
5.835875708E2,5.790789723E-1,1.256200433E0,7.402700782E-1
5.835975278E2,5.449963808E-1,1.263771892E0,7.531821132E-1
5.836074838E2,4.929728806E-1,1.253381014E0,7.680065036E-1
5.836174408E2,4.440559447E-1,1.237935424E0,7.787355781E-1
5.836273968E2,3.958068192E-1,1.239610076E0,7.875037193E-1
5.836373538E2,3.300712407E-1,1.273015976E0,8.083754182E-1
5.836473098E2,2.316906452E-1,1.286579728E0,8.343390226E-1
5.836572668E2,8.809566498E-2,1.223355651E0,8.648045063E-1
5.836672228E2,-9.165413678E-2,1.071013331E0,8.975558281E-1
5.836771788E2,-2.803409696E-1,8.389669657E-1,9.322339296E-1
5.836871358E2,-4.601072669E-1,5.278940797E-1,9.722143412E-1
5.836970918E2,-6.103454828E-1,2.274953574E-1,1.007926464E0
5.837070488E2,-7.174206972E-1,-1.695983112E-2,1.022063732E0
5.837170048E2,-7.637415528E-1,-1.698388606E-1,9.902070165E-1
5.837269618E2,-7.524231672E-1,-2.206700146E-1,9.081498384E-1
5.837369178E2,-7.009253502E-1,-1.853040308E-1,8.070224524E-1
5.837468748E2,-6.200517416E-1,-1.082457080E-1,7.145820260E-1
5.837568308E2,-5.271969438E-1,1.327486243E-2,6.451800466E-1
5.837667878E2,-4.227057397E-1,1.222005785E-1,5.935165882E-1
5.837767438E2,-3.119544685E-1,1.908182651E-1,5.742193460E-1
5.837867008E2,-2.163345516E-1,2.299964428E-1,5.774925351E-1
5.837966568E2,-1.508791149E-1,2.442049384E-1,5.972079635E-1
5.838066138E2,-1.050099730E-1,2.255471796E-1,6.134748459E-1
5.838165698E2,-9.368328750E-2,1.959360242E-1,6.309739351E-1
5.838265268E2,-1.124553606E-1,1.643175781E-1,6.527543068E-1
5.838364828E2,-1.485702246E-1,1.130029783E-1,6.777771115E-1
5.838464398E2,-1.912927479E-1,4.553050548E-2,7.149692178E-1
5.838563958E2,-2.467637211E-1,-3.227108344E-2,7.685599923E-1
5.838663528E2,-3.024494946E-1,-9.957678616E-2,8.340829015E-1
5.838763088E2,-3.588541746E-1,-1.501033455E-1,9.064737558E-1
5.838862658E2,-4.011030197E-1,-2.041081190E-1,9.734703898E-1
5.838962218E2,-4.107330143E-1,-2.685177326E-1,1.019044042E0
5.839061778E2,-3.865177035E-1,-3.437132239E-1,1.028591156E0
5.839161348E2,-3.409086764E-1,-4.394282997E-1,1.002903700E0
5.839260908E2,-2.698703408E-1,-5.458030105E-1,9.532785416E-1
5.839360478E2,-1.856548041E-1,-6.342167258E-1,9.005242586E-1
5.839460038E2,-1.114490405E-1,-6.768494248E-1,8.560830951E-1
5.839559608E2,-6.887468696E-2,-6.936454773E-1,8.207983375E-1
5.839659168E2,-5.342746526E-2,-6.888470054E-1,7.989615202E-1
5.839758738E2,-5.439419299E-2,-6.451597214E-1,7.868683934E-1
5.839858298E2,-5.934571847E-2,-5.598474741E-1,7.883805633E-1
5.839957868E2,-4.760437831E-2,-4.364041388E-1,8.009879589E-1
5.840057428E2,-1.357427612E-2,-3.292526007E-1,7.933967113E-1
5.840156998E2,3.699249402E-2,-2.536273301E-1,7.754827142E-1
5.840256558E2,1.043707132E-1,-2.230808884E-1,7.669896483E-1
5.840356128E2,1.628718376E-1,-2.623201609E-1,7.674144506E-1
5.840455688E2,1.936366409E-1,-3.372873962E-1,7.804515958E-1
5.840555258E2,1.686537862E-1,-4.081706405E-1,8.077090383E-1
5.840654818E2,1.006981581E-1,-4.690963924E-1,8.458282351E-1
5.840754388E2,7.015078329E-3,-5.192083120E-1,8.834389448E-1
5.840853948E2,-8.376068622E-2,-5.678102970E-1,9.167325497E-1
5.840953518E2,-1.468477845E-1,-6.122376919E-1,9.421101213E-1
5.841053078E2,-1.732206196E-1,-6.534080505E-1,9.676653743E-1
5.841152648E2,-1.792779863E-1,-6.759229898E-1,9.799547791E-1
5.841252199E2,-1.895362884E-1,-7.250898480E-1,9.615411162E-1
5.841351769E2,-2.250026762E-1,-7.547657490E-1,9.101365209E-1
5.841451329E2,-3.107839525E-1,-7.804474831E-1,8.267687559E-1
5.841550889E2,-3.954138756E-1,-8.070210218E-1,7.167637348E-1
5.841650459E2,-4.401601553E-1,-8.446163535E-1,5.998914838E-1
5.841750019E2,-4.139594436E-1,-8.504838347E-1,4.910880923E-1
5.841849589E2,-3.112140596E-1,-8.249267936E-1,4.172734618E-1
5.841949149E2,-1.580567360E-1,-7.548949718E-1,3.725144863E-1
5.842048719E2,5.938834511E-3,-6.601809859E-1,3.573620021E-1
5.842148279E2,1.593584716E-1,-5.353825688E-1,3.780710101E-1
5.842247849E2,2.909775376E-1,-3.939903975E-1,4.224994481E-1
5.842347409E2,3.969923854E-1,-2.715995014E-1,4.692648351E-1
5.842446979E2,4.523381591E-1,-1.756320447E-1,5.410128832E-1
5.842546539E2,4.531312287E-1,-1.408908516E-1,6.225790977E-1
5.842646109E2,4.025596678E-1,-2.003464550E-1,6.819838285E-1
5.842745669E2,3.234675229E-1,-3.583456874E-1,6.892795563E-1
5.842845239E2,2.153909653E-1,-5.533095598E-1,6.683388352E-1
5.842944799E2,1.100197956E-1,-7.224559784E-1,6.540818810E-1
5.843044369E2,7.652743254E-3,-8.614114523E-1,6.510086060E-1
5.843143929E2,-8.120629191E-2,-9.213114977E-1,6.806655526E-1
5.843243499E2,-1.685115993E-1,-8.831527829E-1,7.350742817E-1
5.843343059E2,-2.225753665E-1,-8.715384603E-1,7.083244324E-1
5.843442629E2,-1.723983884E-1,-8.880226612E-1,5.447595119E-1
5.843542189E2,1.394511946E-2,-8.040212393E-1,2.805867195E-1
5.843641759E2,2.871262729E-1,-6.348591447E-1,1.581464335E-2
5.843741319E2,5.160417557E-1,-4.464700520E-1,-1.508798003E-1
5.843840889E2,6.225334406E-1,-3.014463484E-1,-2.091982663E-1
5.843940449E2,5.902495384E-1,-2.991008759E-1,-1.973495930E-1
5.844040019E2,4.591518342E-1,-4.056249559E-1,-1.430471838E-1
5.844139579E2,2.630915046E-1,-5.036817789E-1,-9.435500950E-2
5.844239139E2,6.010166556E-2,-5.378407836E-1,-6.893306971E-2
5.844338709E2,-9.338375926E-2,-5.124481320E-1,-4.111448675E-2
5.844438269E2,-1.679085493E-1,-4.685113728E-1,-2.008023113E-2
5.844537839E2,-1.775656939E-1,-4.125479758E-1,-9.453419596E-3
5.844637399E2,-1.885931045E-1,-3.605673611E-1,1.603395492E-2
5.844736969E2,-2.321472317E-1,-3.223669827E-1,3.364490345E-2
5.844836529E2,-3.144159615E-1,-2.971076667E-1,1.885118894E-2
5.844936099E2,-3.878427744E-1,-3.053032756E-1,-4.041426629E-2
5.845035659E2,-4.266827106E-1,-2.944598496E-1,-1.264344752E-1
5.845135229E2,-4.150646925E-1,-2.572264671E-1,-1.831542104E-1
5.845234789E2,-3.758693039E-1,-2.549401522E-1,-2.284647673E-1
5.845334359E2,-3.119121790E-1,-2.910158634E-1,-2.599334717E-1
5.845433919E2,-2.224602699E-1,-3.477522433E-1,-2.813473344E-1
5.845533489E2,-1.234375462E-1,-3.841504455E-1,-2.732894123E-1
5.845633049E2,-4.801859707E-2,-3.607097864E-1,-2.200187147E-1
5.845732619E2,-1.485984772E-3,-3.257893622E-1,-1.322406530E-1
5.845832179E2,1.719653420E-2,-3.245304525E-1,-5.285636708E-2
5.845931749E2,1.781891100E-3,-3.308850229E-1,7.835207507E-3
5.846031309E2,-3.160970658E-2,-3.134415448E-1,1.406378951E-2
5.846130879E2,-6.237854064E-2,-2.820253074E-1,-4.147350416E-2
5.846230439E2,-6.370384991E-2,-2.518726289E-1,-1.291236281E-1
5.846330009E2,-2.619189583E-2,-2.161250114E-1,-2.326476276E-1
5.846429569E2,3.730405122E-2,-1.973039806E-1,-3.218501210E-1
5.846529139E2,1.164848879E-1,-2.307484895E-1,-3.906419575E-1
5.846628699E2,1.879192591E-1,-3.596577346E-1,-4.364020824E-1
5.846728269E2,2.368018478E-1,-5.670000315E-1,-4.421316087E-1
5.846827829E2,2.451748401E-1,-7.662729621E-1,-4.096123576E-1
5.846927399E2,1.845120341E-1,-8.387098908E-1,-3.466850817E-1
5.847026959E2,7.401273400E-2,-8.145726919E-1,-2.698386610E-1
5.847126529E2,-4.580687732E-2,-7.886846662E-1,-2.403364331E-1
5.847226089E2,-1.416209638E-1,-8.110299706E-1,-2.744021714E-1
5.847325659E2,-2.039530426E-1,-8.704892993E-1,-3.871295154E-1
5.847425219E2,-2.248051912E-1,-9.461862445E-1,-5.326769948E-1
5.847524779E2,-2.283999324E-1,-1.033997536E0,-6.896594167E-1
5.847624349E2,-2.271396965E-1,-1.062399030E0,-8.152685165E-1
5.847723909E2,-2.407138199E-1,-1.043280959E0,-8.668254614E-1
5.847823479E2,-2.849541605E-1,-1.020922661E0,-8.658519387E-1
5.847923039E2,-3.538514674E-1,-9.780942202E-1,-8.225917816E-1
5.848022609E2,-4.258813262E-1,-8.740454912E-1,-7.584621310E-1
5.848122169E2,-4.715774357E-1,-7.507848144E-1,-7.028627992E-1
5.848221739E2,-4.712336361E-1,-6.454642415E-1,-6.892199516E-1
5.848321299E2,-4.136914909E-1,-5.738850832E-1,-7.318251729E-1
5.848420869E2,-3.075499833E-1,-5.451999307E-1,-8.078342080E-1
5.848520429E2,-1.797936261E-1,-5.469251275E-1,-8.943784237E-1
5.848619999E2,-3.379397467E-2,-5.413318276E-1,-9.731472731E-1
5.848719559E2,9.960936010E-2,-5.074159503E-1,-1.038704157E0
5.848819129E2,1.897489578E-1,-4.766859412E-1,-1.080450416E0
5.848918689E2,2.446095347E-1,-4.314729273E-1,-1.086031079E0
5.849018259E2,2.901129425E-1,-3.649649918E-1,-1.045253038E0
5.849117819E2,3.339781463E-1,-2.944732308E-1,-9.701799154E-1
5.849217389E2,3.705304563E-1,-2.028521448E-1,-9.090717435E-1
5.849316949E2,3.630065024E-1,-1.023678854E-1,-8.667088151E-1
5.849416519E2,3.075466752E-1,-1.761777326E-2,-8.420811892E-1
5.849516079E2,1.968665123E-1,2.507163212E-2,-8.327055573E-1
5.849615649E2,6.627673656E-2,4.851518199E-3,-8.225357533E-1
5.849715209E2,-7.360206544E-2,-1.225320026E-1,-8.218121529E-1
5.849814779E2,-2.114892602E-1,-2.356560677E-1,-8.358242512E-1
5.849914339E2,-2.934120893E-1,-1.509553045E-1,-8.319568038E-1
5.850013909E2,-3.342934549E-1,-5.706484243E-2,-8.060687184E-1
5.850113469E2,-3.394413590E-1,8.791577816E-2,-7.790256739E-1
5.850213039E2,-3.214856088E-1,2.679684758E-1,-7.731587291E-1
5.850312599E2,-2.690021694E-1,4.181515872E-1,-8.073425293E-1
5.850412169E2,-1.677439511E-1,5.283293724E-1,-8.605307937E-1
5.850511729E2,-3.861008212E-3,5.684956908E-1,-9.319210649E-1
5.850611299E2,2.166278064E-1,5.298379064E-1,-1.002216697E0
5.850710859E2,4.593176842E-1,4.708667696E-1,-1.047680736E0
5.850810429E2,6.600684524E-1,4.269290864E-1,-1.067075729E0
5.850909989E2,7.637363076E-1,3.878117800E-1,-1.060627699E0
5.851009559E2,7.703632712E-1,3.488451540E-1,-1.059556723E0
5.851109119E2,7.249190807E-1,3.129185736E-1,-1.065006852E0
5.851208689E2,6.573240757E-1,3.003168404E-1,-1.079677105E0
5.851308260E2,5.856125951E-1,2.914943099E-1,-1.083534718E0
5.851407830E2,5.173566341E-1,2.725918591E-1,-1.078556895E0
5.851507390E2,4.637916982E-1,2.407178432E-1,-1.060686350E0
5.851606960E2,4.218244553E-1,1.996145695E-1,-1.030699134E0
5.851706520E2,3.773248792E-1,1.832353324E-1,-9.940395951E-1
5.851806090E2,3.163689971E-1,1.843104362E-1,-9.559767842E-1
5.851905650E2,2.453728467E-1,1.970097125E-1,-9.301276207E-1
5.852005210E2,1.775082648E-1,2.242276967E-1,-9.129340649E-1
5.852104780E2,1.211288795E-1,2.843517661E-1,-8.942389488E-1
5.852204340E2,7.013359666E-2,3.589454889E-1,-8.594369888E-1
5.852303910E2,1.703176275E-2,4.337648749E-1,-8.167132735E-1
5.852403470E2,-2.276086062E-2,5.221580267E-1,-7.671821117E-1
5.852503040E2,-5.318774283E-2,5.971150994E-1,-7.094788551E-1
5.852602600E2,-8.102419972E-2,6.360491514E-1,-6.389167905E-1
5.852702170E2,-1.069221124E-1,6.083652973E-1,-5.644965768E-1
5.852801730E2,-1.209233478E-1,5.359765291E-1,-4.891397059E-1
5.852901300E2,-1.182892099E-1,4.813372195E-1,-4.153858423E-1
5.853000860E2,-8.949200064E-2,4.417199194E-1,-3.683624268E-1
5.853100430E2,-5.165939778E-2,4.197083414E-1,-3.629000187E-1
5.853199990E2,-1.334013231E-2,4.413054883E-1,-3.776808679E-1
5.853299560E2,3.653764725E-3,5.053108335E-1,-3.879910409E-1
5.853399120E2,-7.052021101E-4,5.613887906E-1,-3.842511773E-1
5.853498690E2,-2.668220922E-2,5.663782358E-1,-3.781232536E-1
5.853598250E2,-6.753826141E-2,5.472707152E-1,-3.667708039E-1
5.853697820E2,-1.432740390E-1,5.409390330E-1,-3.570364118E-1
5.853797380E2,-2.407077402E-1,5.374398828E-1,-3.313851357E-1
5.853896950E2,-3.366827667E-1,4.842043519E-1,-2.960827947E-1
5.853996510E2,-3.935127854E-1,3.768379390E-1,-2.294049114E-1
5.854096080E2,-3.980491757E-1,2.985457778E-1,-1.479249597E-1
5.854195640E2,-3.540553451E-1,2.903439701E-1,-7.933849841E-2
5.854295210E2,-2.767333984E-1,3.538196385E-1,-6.447965652E-2
5.854394770E2,-1.677280515E-1,4.460898936E-1,-8.930384368E-2
5.854494340E2,-6.041598320E-2,5.682398081E-1,-1.177610531E-1
5.854593900E2,-2.145522460E-2,6.920320392E-1,-8.066841215E-2
5.854693470E2,-6.349002570E-2,7.927802205E-1,1.794098504E-2
5.854793030E2,-1.581254005E-1,8.566862345E-1,1.271770000E-1
5.854892600E2,-2.480371743E-1,8.488461375E-1,1.980032474E-1
5.854992160E2,-2.986305952E-1,7.868750691E-1,2.222265750E-1
5.855091730E2,-3.020575345E-1,6.997318864E-1,2.064420134E-1
5.855191290E2,-2.717508078E-1,5.795462132E-1,1.770085990E-1
5.855290860E2,-2.128376812E-1,4.538042545E-1,1.488536596E-1
5.855390420E2,-1.583432257E-1,3.146548271E-1,1.459291428E-1
5.855489990E2,-1.240310743E-1,1.845173389E-1,1.605642736E-1
5.855589550E2,-7.598905265E-2,9.784309566E-2,1.707247347E-1
5.855689120E2,9.906677529E-3,7.411938906E-2,1.526746303E-1
5.855788680E2,1.396147907E-1,1.343995333E-1,1.193075925E-1
5.855888250E2,2.982949615E-1,2.262189388E-1,1.052013636E-1
5.855987810E2,4.483235478E-1,2.948943675E-1,1.342380643E-1
5.856087380E2,5.527402163E-1,3.396903574E-1,2.022392154E-1
5.856186940E2,5.844500661E-1,3.415449262E-1,2.699375749E-1
5.856286510E2,5.680953264E-1,2.708244026E-1,3.177477121E-1
5.856386070E2,5.322707295E-1,1.770997792E-1,3.348255157E-1
5.856485640E2,4.832150340E-1,1.006529480E-1,3.234796524E-1
5.856585200E2,4.247662127E-1,3.361291066E-2,2.855976522E-1
5.856684770E2,3.663817346E-1,-2.900519595E-2,2.263047844E-1
5.856784330E2,3.170560598E-1,-7.274767756E-2,1.744161546E-1
5.856883900E2,2.732033730E-1,-8.943371475E-2,1.495896429E-1
5.856983460E2,2.331060320E-1,-8.266118169E-2,1.465653032E-1
5.857083030E2,1.949903369E-1,-5.788872391E-2,1.545691639E-1
5.857182590E2,1.505631059E-1,-3.346514329E-2,1.573125869E-1
5.857282160E2,1.066510379E-1,-5.865739193E-3,1.443339288E-1
5.857381720E2,7.339993119E-2,1.032633148E-2,1.218745261E-1
5.857481290E2,6.781715155E-2,6.027190946E-3,1.024094820E-1
5.857580850E2,9.129355103E-2,-4.437643103E-3,7.846947759E-2
5.857680420E2,1.313211322E-1,-1.815984771E-2,7.635173202E-2
5.857779980E2,1.483427286E-1,-3.577692434E-2,8.387701958E-2
5.857879550E2,1.474260688E-1,-8.884626627E-2,8.835326135E-2
5.857979110E2,1.187520176E-1,-1.643359065E-1,7.995569706E-2
5.858078680E2,5.399911851E-2,-2.291260958E-1,5.754839629E-2
