"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.104898033E0,-2.244546890E0,1.592959285E0,-1.567882299E0
1.109939283E0,-2.168380737E0,1.427843451E0,-1.651505470E0
1.114980481E0,-2.061321497E0,1.195083380E0,-1.700507522E0
1.120021731E0,-1.989416242E0,8.717758656E-1,-1.716486573E0
1.125163814E0,-1.954262495E0,5.191736221E-1,-1.688257098E0
1.130205012E0,-1.936153054E0,2.081167102E-1,-1.641918063E0
1.135246210E0,-1.924967885E0,-1.114623472E-1,-1.594513893E0
1.140287460E0,-1.931359291E0,-4.816414118E-1,-1.533793807E0
1.145328658E0,-1.948403597E0,-8.773868680E-1,-1.469878078E0
1.150369908E0,-1.963317275E0,-1.239043713E0,-1.404896975E0
1.155491366E0,-1.968111038E0,-1.516544819E0,-1.348970652E0
1.160532616E0,-1.957990885E0,-1.717347026E0,-1.292511702E0
1.165573814E0,-1.938816190E0,-1.882995605E0,-1.237650633E0
1.170615064E0,-1.903129935E0,-2.033197641E0,-1.182256937E0
1.175656262E0,-1.861584663E0,-2.163692474E0,-1.116210580E0
1.180697460E0,-1.820039392E0,-2.278208256E0,-1.043239951E0
1.185860689E0,-1.771569848E0,-2.400181055E0,-9.681389332E-1
1.190901939E0,-1.725230932E0,-2.537599802E0,-8.941031694E-1
1.195943137E0,-1.682620287E0,-2.676084280E0,-8.248609900E-1
1.200984387E0,-1.637879372E0,-2.796991587E0,-7.529556751E-1
1.206025585E0,-1.585148692E0,-2.875821114E0,-6.703977585E-1
1.211066835E0,-1.507384419E0,-2.910974979E0,-5.734587908E-1
1.216207616E0,-1.417902470E0,-2.933877945E0,-4.802482724E-1
1.221248866E0,-1.325224400E0,-2.940269709E0,-4.211261570E-1
1.226290064E0,-1.219763398E0,-2.923225403E0,-3.673303425E-1
1.231331314E0,-1.089268565E0,-2.906181097E0,-2.938271761E-1
1.236372512E0,-9.236200452E-1,-2.887006521E0,-2.187260538E-1
1.241413762E0,-7.206873298E-1,-2.863037825E0,-1.532123536E-1
1.246558137E0,-4.836662710E-1,-2.840134859E0,-1.063407585E-1
1.251599335E0,-2.503735423E-1,-2.827884436E0,-8.716601133E-2
1.256640533E0,-3.891873732E-2,-2.796991587E0,-5.361022055E-2
1.261681783E0,1.981023997E-1,-2.693128586E0,-1.944938209E-3
1.266722981E0,4.718751013E-1,-2.556241989E0,4.226349667E-2
1.271764231E0,7.578984499E-1,-2.408170462E0,7.475403696E-2
1.276903294E0,1.043388963E0,-2.231336832E0,9.446141124E-2
1.281944544E0,1.322487950E0,-2.026273489E0,9.446141124E-2
1.286985741E0,1.560574412E0,-1.802035451E0,7.422140986E-2
1.292026991E0,1.733147144E0,-1.536252260E0,4.386139289E-2
1.297068189E0,1.767768145E0,-1.202824712E0,7.109802216E-3
1.302109439E0,1.595728040E0,-7.591425776E-1,-1.792389154E-2
1.307254335E0,1.234071136E0,-2.318371087E-1,1.296875067E-2
