"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.164019293E2,-6.711144104E0,-2.815495148E0,8.036787415E-1
4.164118853E2,-6.825655975E0,-3.151097260E0,5.755531311E-1
4.164218423E2,-7.037016449E0,-3.521127777E0,3.305126953E-1
4.164317983E2,-7.213499451E0,-3.914958801E0,1.887574768E-1
4.164417553E2,-7.316934357E0,-4.332590332E0,9.205856323E-2
4.164517123E2,-7.320077820E0,-4.748724976E0,8.113128662E-2
4.164616683E2,-7.271279297E0,-5.154381409E0,1.392105103E-1
4.164716253E2,-7.205416260E0,-5.598956909E0,3.016227722E-1
4.164815813E2,-7.143744507E0,-6.048921204E0,4.846920776E-1
4.164915383E2,-7.170538788E0,-6.608307953E0,7.306306458E-1
4.165014953E2,-7.196584625E0,-7.199578400E0,1.041384430E0
4.165114513E2,-7.200326843E0,-7.663463745E0,1.288520508E0
4.165214083E2,-7.224576416E0,-7.855963440E0,1.439855804E0
4.165313643E2,-7.252418518E0,-7.757318573E0,1.527872772E0
4.165413213E2,-7.331603851E0,-7.466473389E0,1.510658569E0
4.165512783E2,-7.478598175E0,-7.054230652E0,1.504671021E0
4.165612343E2,-7.852969666E0,-6.644981689E0,1.445843353E0
4.165711913E2,-8.752149811E0,-6.468199310E0,1.291963348E0
4.165811473E2,-9.785900116E0,-6.608008575E0,1.202898560E0
4.165911043E2,-1.030726593E1,-6.669680328E0,1.300645294E0
4.166010613E2,-9.976304169E0,-6.340664520E0,1.714085541E0
4.166110173E2,-9.455836487E0,-5.873935089E0,2.143841858E0
4.166209743E2,-9.057514801E0,-5.672454071E0,2.407443695E0
4.166309303E2,-8.791967010E0,-5.780529327E0,2.699336700E0
4.166408873E2,-8.875193939E0,-5.980962524E0,2.966531067E0
4.166508443E2,-9.326206055E0,-6.074517975E0,3.144061890E0
4.166608003E2,-1.025367737E1,-6.203399963E0,2.919528809E0
4.166707573E2,-1.172811127E1,-6.316414948E0,2.219883728E0
4.166807133E2,-1.344938187E1,-6.563101959E0,1.249900818E0
4.166906703E2,-1.468506226E1,-6.689439240E0,4.602928162E-1
4.167006273E2,-1.523980865E1,-6.393205261E0,-1.199006653E-1
4.167105833E2,-1.525792099E1,-5.485043793E0,-4.754113770E-1
4.167205403E2,-1.473430984E1,-4.159999237E0,-4.079017639E-1
4.167304963E2,-1.388033569E1,-3.136128387E0,-1.929487610E-1
4.167404533E2,-1.302351746E1,-2.534379730E0,-3.338058472E-2
4.167504103E2,-1.207434128E1,-2.007325745E0,1.633103943E-1
4.167603663E2,-1.095706467E1,-1.433269501E0,3.855981445E-1
4.167703233E2,-9.925260315E0,-8.994795227E-1,4.941224670E-1
4.167802793E2,-9.043294373E0,-4.053570557E-1,5.792953491E-1
4.167902363E2,-8.316256256E0,-4.640350342E-3,6.724017334E-1
4.168001933E2,-7.872279510E0,4.044589233E-1,6.514453125E-1
4.168101493E2,-7.525151367E0,9.354048157E-1,6.279441833E-1
4.168201063E2,-7.158264313E0,1.526974640E0,5.375321960E-1
4.168300623E2,-6.802454224E0,2.043101349E0,4.044589233E-1
4.168400193E2,-6.460864563E0,2.298769684E0,2.433938599E-1
4.168499763E2,-6.167624359E0,2.240241394E0,7.005432129E-2
4.168599323E2,-5.948180695E0,2.033670959E0,-1.357676697E-1
4.168698893E2,-5.858217773E0,1.799857178E0,-4.333488464E-1
4.168798453E2,-5.868845673E0,1.480720825E0,-6.885681152E-1
4.168898023E2,-5.914051666E0,1.055904236E0,-8.481362915E-1
4.168997593E2,-6.056555328E0,5.239105225E-1,-9.792636108E-1
4.169097153E2,-6.360722809E0,-1.152603149E-1,-1.084644470E0
4.169196723E2,-6.787784729E0,-7.508386230E-1,-1.179846497E0
4.169296293E2,-7.225624237E0,-1.411265259E0,-1.297801208E0
4.169395853E2,-7.730823669E0,-1.922601929E0,-1.454974365E0
4.169495423E2,-8.332871704E0,-2.259401550E0,-1.657353516E0
4.169594983E2,-9.097032623E0,-2.376458130E0,-1.872755585E0
4.169694553E2,-1.018886215E1,-2.402653656E0,-2.033820648E0
4.169794118E2,-1.140777740E1,-2.617307281E0,-1.928888855E0
4.169893678E2,-1.244616806E1,-2.738106079E0,-1.524130554E0
4.169993248E2,-1.312844925E1,-2.667303314E0,-1.067280579E0
4.170092808E2,-1.358889175E1,-2.561922455E0,-6.924600220E-1
4.170192378E2,-1.412822021E1,-2.479144592E0,-5.754034424E-1
4.170291948E2,-1.462818054E1,-2.393672333E0,-6.156697083E-1
4.170391508E2,-1.503368729E1,-2.264940033E0,-9.042695618E-1
4.170491078E2,-1.522169632E1,-1.895059204E0,-1.444496155E0
4.170590648E2,-1.526959671E1,-1.638642426E0,-2.161355438E0
4.170690208E2,-1.517858597E1,-1.815275116E0,-2.799628143E0
4.170789778E2,-1.474598557E1,-2.205363922E0,-3.020119629E0
4.170889338E2,-1.401984558E1,-2.300565948E0,-2.765050049E0
4.170988908E2,-1.350536545E1,-1.952839050E0,-2.177222443E0
4.171088478E2,-1.350012634E1,-1.473535767E0,-1.487307129E0
4.171188038E2,-1.388677231E1,-1.152603149E0,-9.139993286E-1
4.171287608E2,-1.440125244E1,-1.008602600E0,-5.920188904E-1
4.171387168E2,-1.494417343E1,-1.076860657E0,-5.053491211E-1
4.171486738E2,-1.531300644E1,-1.310973816E0,-4.989125061E-1
4.171586308E2,-1.520328461E1,-1.631307678E0,-4.562512207E-1
4.171685868E2,-1.456141937E1,-1.995051270E0,-3.803590393E-1
4.171785438E2,-1.373004822E1,-2.232756958E0,-2.888992310E-1
4.171884998E2,-1.285915924E1,-2.161505127E0,-1.447489929E-1
4.171984568E2,-1.197988770E1,-1.997146912E0,2.170486450E-2
4.172084138E2,-1.138517441E1,-1.853745117E0,1.475930786E-1
4.172183698E2,-1.126602219E1,-1.741628265E0,2.261796570E-1
4.172283268E2,-1.117635864E1,-1.667831726E0,4.567002869E-1
4.172382838E2,-1.077504318E1,-1.490899658E0,8.352630615E-1
4.172482398E2,-1.027388535E1,-1.013841705E0,1.305285645E0
4.172581968E2,-9.738598480E0,-3.899391174E-1,1.725611572E0
4.172681528E2,-9.208999786E0,1.420545959E-1,1.994302826E0
4.172781098E2,-8.791218567E0,4.893324280E-1,2.120191040E0
4.172880668E2,-8.526269531E0,6.580316162E-1,2.204765167E0
4.172980228E2,-8.361911316E0,6.030958557E-1,2.217339020E0
4.173079798E2,-8.314160614E0,2.724334717E-1,2.192640381E0
4.173179358E2,-8.301437073E0,-3.170407104E-1,2.106719055E0
4.173278928E2,-8.333021393E0,-9.464817810E-1,1.920955353E0
4.173378498E2,-8.442443848E0,-1.423539734E0,1.723066864E0
4.173478058E2,-8.562643890E0,-1.685944061E0,1.504371643E0
4.173577628E2,-8.778644714E0,-1.892065430E0,1.215322723E0
4.173677198E2,-9.408684540E0,-2.230661316E0,6.749464417E-1
4.173776758E2,-1.005968079E1,-2.561772766E0,1.811233521E-1
4.173876328E2,-1.040186920E1,-3.095862122E0,-6.631210327E-2
4.173975888E2,-1.054616913E1,-3.933071136E0,-1.267863464E-1
4.174075458E2,-1.035771103E1,-5.041516113E0,9.490264893E-2
4.174175028E2,-9.695787506E0,-6.198460236E0,3.992198181E-1
4.174274588E2,-8.546327820E0,-6.900650024E0,9.922865295E-1
4.174374158E2,-7.203021240E0,-7.191794586E0,1.623823242E0
4.174473728E2,-6.677913208E0,-7.485783234E0,1.745520172E0
4.174573288E2,-6.518195343E0,-7.609725494E0,1.727707214E0
4.174672858E2,-6.606212311E0,-7.522157593E0,1.363813934E0
4.174772418E2,-6.930438080E0,-7.314539337E0,7.997868347E-1
4.174871988E2,-7.380701752E0,-7.121440887E0,2.387535095E-1
4.174971558E2,-7.902666321E0,-7.040309601E0,-2.378553772E-1
4.175071118E2,-8.223598938E0,-6.738088074E0,-4.077520752E-1
4.175170688E2,-8.443791046E0,-6.238876190E0,-4.920268250E-1
4.175270258E2,-8.995393982E0,-5.551804962E0,-6.102809143E-1
4.175369818E2,-9.892777863E0,-5.143304443E0,-7.580236816E-1
4.175469388E2,-1.071576645E1,-5.328619080E0,-8.282276917E-1
4.175568948E2,-1.046878006E1,-5.541476440E0,-4.071533203E-1
4.175668518E2,-9.464368744E0,-5.454507294E0,3.344046021E-1
4.175768088E2,-8.811576233E0,-5.381459198E0,1.172362061E0
4.175867648E2,-8.610544281E0,-5.497318268E0,1.891915741E0
4.175967218E2,-8.717272339E0,-5.662125549E0,2.759810944E0
4.176066788E2,-9.215286713E0,-5.830974426E0,3.466192017E0
4.176166348E2,-1.022628433E1,-5.967939606E0,3.574267273E0
4.176265918E2,-1.131033005E1,-5.952072601E0,3.289259949E0
4.176365488E2,-1.238344849E1,-5.902226257E0,2.424657898E0
4.176465048E2,-1.321017929E1,-5.887407074E0,1.436412964E0
4.176564618E2,-1.375175308E1,-5.487438812E0,5.406756592E-1
4.176664178E2,-1.380638947E1,-4.694238281E0,-2.546205139E-1
4.176763748E2,-1.303564224E1,-3.969894562E0,-4.387376404E-1
4.176863318E2,-1.178993271E1,-3.444487152E0,-4.834945679E-1
4.176962878E2,-1.039992325E1,-2.990032196E0,-3.686833191E-1
4.177062448E2,-8.989556122E0,-2.525099030E0,-1.258882141E-1
4.177162018E2,-7.996820526E0,-2.073637848E0,1.299298096E-1
4.177261578E2,-7.491770782E0,-1.723815308E0,3.047662354E-1
4.177361148E2,-7.088659058E0,-1.379231873E0,3.866459656E-1
4.177460718E2,-6.719077606E0,-8.550219727E-1,1.182540894E-1
4.177560278E2,-6.427034912E0,-1.031355286E-1,-6.768923950E-1
4.177659848E2,-5.915398865E0,5.936654663E-1,-1.483564911E0
4.177759408E2,-5.441334686E0,1.055604858E0,-2.191891937E0
4.177858978E2,-5.133724365E0,1.425335999E0,-2.814746704E0
4.177958548E2,-4.795577545E0,1.781595154E0,-3.105292511E0
4.178058108E2,-4.468956757E0,2.090702362E0,-3.130140839E0
4.178157678E2,-4.322411499E0,2.280657349E0,-2.653082886E0
4.178257248E2,-4.504732361E0,2.177821198E0,-2.077978821E0
4.178356808E2,-4.880151672E0,1.923200684E0,-1.449735260E0
4.178456378E2,-5.244793396E0,1.629661102E0,-7.716453552E-1
4.178555938E2,-5.595514069E0,1.401385803E0,-2.136058044E-1
4.178655508E2,-6.181545410E0,9.376501465E-1,8.696914673E-2
4.178755078E2,-6.948700104E0,3.231779480E-1,2.770738220E-1
4.178854638E2,-7.794141998E0,-1.396595764E-1,2.959346008E-1
4.178954208E2,-8.580606537E0,-4.787045288E-1,1.448986816E-1
4.179053778E2,-9.402098236E0,-7.458988953E-1,-9.699829102E-2
4.179153338E2,-1.025442581E1,-1.067729645E0,-4.815486145E-1
4.179252908E2,-1.127036316E1,-1.362466736E0,-1.006806335E0
4.179352478E2,-1.250260071E1,-1.631157990E0,-1.647024994E0
4.179452038E2,-1.384800293E1,-1.922601929E0,-2.223326569E0
4.179551608E2,-1.511197449E1,-2.234104156E0,-2.477048950E0
4.179651178E2,-1.601354965E1,-2.577041016E0,-2.373164978E0
4.179750748E2,-1.645902328E1,-2.911894684E0,-1.991159363E0
4.179850318E2,-1.668041290E1,-3.274440765E0,-1.510059814E0
4.179949878E2,-1.690674225E1,-3.675606537E0,-1.122665405E0
4.180049448E2,-1.745235764E1,-4.201163635E0,-9.587562561E-1
4.180149018E2,-1.815724182E1,-4.989274750E0,-8.289761353E-1
4.180248578E2,-1.841725113E1,-5.749394073E0,-3.044668579E-1
4.180348148E2,-1.816487595E1,-5.811664581E0,2.330653381E-1
4.180447718E2,-1.764111511E1,-4.929548950E0,6.767427063E-1
4.180547278E2,-1.730012421E1,-3.704945526E0,8.719367981E-1
4.180646848E2,-1.733081039E1,-2.569257202E0,7.294331360E-1
4.180746418E2,-1.782418442E1,-1.669478302E0,2.055226135E-1
4.180845978E2,-1.843311813E1,-1.130748596E0,-4.007167053E-1
4.180945548E2,-1.885898254E1,-1.063837738E0,-9.449848938E-1
4.181045118E2,-1.883368515E1,-1.471739502E0,-1.133442993E0
4.181144678E2,-1.832549194E1,-2.436632996E0,-1.138233032E0
4.181244248E2,-1.758662842E1,-3.595822449E0,-8.443940735E-1
4.181343808E2,-1.677007645E1,-4.604125671E0,-2.113604736E-1
4.181443378E2,-1.581416428E1,-5.441484375E0,6.454577637E-1
4.181542948E2,-1.465781891E1,-5.846691742E0,1.457219696E0
4.181642508E2,-1.329939377E1,-5.580096130E0,2.099833374E0
4.181742078E2,-1.176598251E1,-4.824317780E0,2.704276428E0
4.181841648E2,-1.063328796E1,-4.120182037E0,2.841391296E0
4.181941208E2,-9.845176849E0,-3.426225128E0,2.729873199E0
4.182040778E2,-9.138197021E0,-2.827619934E0,2.431693268E0
4.182140348E2,-8.625662842E0,-2.346520386E0,2.058519287E0
4.182239908E2,-8.197702789E0,-1.931882629E0,1.756148071E0
4.182339478E2,-7.759114838E0,-1.617386627E0,1.526525574E0
4.182439048E2,-7.303462372E0,-1.464105377E0,1.323547668E0
4.182538608E2,-6.887776794E0,-1.493743744E0,1.141376495E0
4.182638178E2,-6.476132812E0,-1.641935577E0,1.023571472E0
4.182737748E2,-6.103258209E0,-1.774260406E0,9.984237671E-1
4.182837308E2,-5.761818237E0,-1.972148895E0,1.068927155E0
4.182936878E2,-5.395679626E0,-2.207309875E0,1.161734161E0
4.183036448E2,-5.086722107E0,-2.364932098E0,1.169218597E0
4.183136008E2,-4.943020935E0,-2.592009888E0,1.089135132E0
4.183235578E2,-4.865931244E0,-2.761008453E0,9.303153992E-1
4.183335148E2,-4.849764862E0,-2.896327057E0,6.599775696E-1
4.183434708E2,-4.943020935E0,-3.087180176E0,2.954855347E-1
4.183534278E2,-5.076094208E0,-3.338058472E0,-8.966354370E-2
4.183633848E2,-5.220394135E0,-3.627107391E0,-4.984634399E-1
4.183733408E2,-5.393434296E0,-3.975133667E0,-8.460406494E-1
4.183832978E2,-5.614524536E0,-4.394711151E0,-9.945318604E-1
4.183932538E2,-5.750142517E0,-4.853806458E0,-7.773335266E-1
4.184032108E2,-5.832471313E0,-5.237608337E0,-2.406994629E-1
4.184131678E2,-6.049819336E0,-5.581443329E0,3.171903992E-1
4.184231238E2,-6.425238647E0,-5.958958282E0,8.641529846E-1
4.184330808E2,-6.814728699E0,-6.288722534E0,1.204395447E0
4.184430378E2,-7.164251862E0,-6.620133362E0,1.275796967E0
4.184529938E2,-7.489076385E0,-6.882837067E0,1.116977234E0
4.184629508E2,-7.699089661E0,-7.099586334E0,8.861572266E-1
4.184729078E2,-7.702831879E0,-7.186256104E0,7.542814636E-1
4.184828638E2,-7.666607208E0,-7.143295441E0,8.788224792E-1
4.184928208E2,-7.785160675E0,-6.943760376E0,1.126856689E0
4.185027778E2,-8.259374542E0,-6.858587494E0,1.357227631E0
4.185127338E2,-8.951684875E0,-6.973548431E0,1.473835144E0
4.185226908E2,-9.607770538E0,-7.200177155E0,1.362466736E0
4.185326478E2,-9.835746460E0,-7.287445679E0,1.191522217E0
4.185426038E2,-9.723180542E0,-6.961124268E0,1.088087311E0
4.185525608E2,-9.732610931E0,-6.419999542E0,1.068328400E0
4.185625178E2,-1.015892441E1,-6.100114746E0,1.165027313E0
4.185724738E2,-1.071037766E1,-5.916895752E0,1.388063507E0
4.185824308E2,-1.124970612E1,-5.654192047E0,1.631157990E0
4.185923878E2,-1.211460754E1,-5.365442505E0,1.826651459E0
4.186023438E2,-1.312425797E1,-5.157973938E0,1.724863129E0
4.186123008E2,-1.415366730E1,-5.073549500E0,1.169218597E0
4.186222578E2,-1.498967880E1,-5.145400085E0,2.832110596E-1
4.186322138E2,-1.530971329E1,-5.121000824E0,-5.248086548E-1
4.186421708E2,-1.508742554E1,-4.780908051E0,-1.097218323E0
4.186521278E2,-1.454495361E1,-4.235891418E0,-1.443298645E0
4.186620838E2,-1.400278107E1,-3.722758484E0,-1.559906158E0
4.186720408E2,-1.342333603E1,-3.250789948E0,-1.422940979E0
4.186819978E2,-1.276769943E1,-2.682721252E0,-1.050216064E0
4.186919538E2,-1.210278214E1,-1.972747650E0,-5.382806396E-1
4.187019108E2,-1.142065063E1,-1.138083344E0,-2.903961182E-2
4.187118678E2,-1.079300583E1,-2.752775574E-1,4.173321533E-1
4.187218238E2,-1.021236328E1,4.650828552E-1,7.798782349E-1
4.187317808E2,-9.688602448E0,1.116228790E0,1.061293030E0
4.187417378E2,-9.251361694E0,1.685494995E0,1.185834045E0
4.187516938E2,-8.798703003E0,2.197131042E0,1.181343384E0
4.187616508E2,-8.302335205E0,2.615511017E0,1.128802643E0
4.187716078E2,-7.911647644E0,2.862198029E0,9.816586304E-1
4.187815638E2,-7.624844055E0,2.929258575E0,8.042774963E-1
4.187915208E2,-7.396568756E0,2.840343475E0,4.784051514E-1
4.188014778E2,-7.245832214E0,2.534828796E0,8.696914673E-2
4.188114338E2,-7.255112915E0,2.056124268E0,-3.062631226E-1
4.188213908E2,-7.409441986E0,1.627715149E0,-5.962101746E-1
4.188313478E2,-7.573051758E0,1.220262451E0,-7.770341492E-1
4.188413038E2,-7.769892426E0,7.454498291E-1,-8.830137634E-1
4.188512608E2,-8.153394928E0,1.856140137E-1,-1.105002136E0
4.188612178E2,-8.603658600E0,-4.703219604E-1,-1.199755096E0
4.188711748E2,-9.102720795E0,-1.191372528E0,-1.349144440E0
4.188811308E2,-9.401798859E0,-1.755699005E0,-1.346599731E0
4.188910878E2,-9.693392487E0,-2.171085205E0,-1.387015686E0
4.189010448E2,-1.004351440E1,-2.386337585E0,-1.623074799E0
4.189110008E2,-1.053419403E1,-2.425855408E0,-1.995650024E0
4.189209578E2,-1.122545654E1,-2.365979919E0,-2.354603577E0
4.189309148E2,-1.194066925E1,-2.196831665E0,-2.655028839E0
4.189408708E2,-1.249391876E1,-1.894610138E0,-2.822829895E0
4.189508278E2,-1.307740540E1,-1.885329437E0,-2.894680481E0
4.189607848E2,-1.359832214E1,-2.198927307E0,-2.744542694E0
4.189707408E2,-1.389934616E1,-2.498155060E0,-2.405048676E0
4.189806978E2,-1.407328445E1,-2.554737396E0,-2.010918274E0
4.189906548E2,-1.429108154E1,-2.551444244E0,-1.611099701E0
4.190006108E2,-1.466201019E1,-2.760709076E0,-1.392105103E0
4.190105678E2,-1.504835678E1,-3.325185242E0,-1.246457977E0
4.190205248E2,-1.499970795E1,-3.947141876E0,-8.574169922E-1
4.190304808E2,-1.452459595E1,-3.919299774E0,-1.152603149E-1
4.190404378E2,-1.398047745E1,-3.183579712E0,6.858737183E-1
4.190503948E2,-1.383498001E1,-2.303410034E0,1.155297546E0
4.190603508E2,-1.396730484E1,-1.629511414E0,1.325044556E0
4.190703078E2,-1.445484100E1,-1.282233582E0,1.103954315E0
4.190802648E2,-1.530387543E1,-1.295406189E0,4.878355408E-1
4.190902208E2,-1.616488495E1,-1.481918335E0,-1.456471252E-1
4.191001778E2,-1.685030960E1,-1.751058655E0,-6.107299805E-1
4.191101348E2,-1.691617264E1,-1.715432739E0,-6.824308777E-1
4.191200918E2,-1.653476578E1,-1.478774872E0,-4.891827393E-1
4.191300478E2,-1.626817017E1,-1.438209229E0,-1.866618347E-1
4.191400048E2,-1.594394440E1,-1.742376709E0,3.073109436E-1
4.191499618E2,-1.533471130E1,-2.131268005E0,8.750802612E-1
4.191599178E2,-1.457055038E1,-2.476450195E0,1.474733276E0
4.191698748E2,-1.379022308E1,-2.691403198E0,1.913321228E0
4.191798318E2,-1.277862671E1,-2.615061951E0,2.393372955E0
4.191897878E2,-1.180714691E1,-2.365530853E0,2.587668915E0
4.191997448E2,-1.118608841E1,-2.037862244E0,2.540067902E0
4.192097018E2,-1.068792435E1,-1.909429321E0,2.339485016E0
4.192196578E2,-1.033825150E1,-1.978585510E0,2.034419403E0
4.192296148E2,-9.896220703E0,-2.023342438E0,1.816921692E0
4.192395718E2,-9.320817261E0,-1.981279907E0,1.699565735E0
4.192495278E2,-8.841963043E0,-2.009271698E0,1.541644135E0
4.192594848E2,-8.491392059E0,-2.152673492E0,1.365610199E0
4.192694418E2,-8.164322205E0,-2.330054626E0,1.192420349E0
4.192793988E2,-7.884553986E0,-2.591111755E0,1.052012329E0
4.192893548E2,-7.625293121E0,-2.938988342E0,9.410929871E-1
4.192993118E2,-7.383246460E0,-3.231031036E0,7.408094788E-1
4.193092688E2,-7.072342987E0,-3.442990265E0,5.819897461E-1
4.193192248E2,-6.791526947E0,-3.592678986E0,4.153862000E-1
4.193291818E2,-6.486910400E0,-3.680396576E0,2.260299683E-1
4.193391388E2,-6.203100586E0,-3.675157471E0,5.927673340E-2
4.193490948E2,-6.147865448E0,-3.657793579E0,-1.166075134E-1
4.193590518E2,-6.428382111E0,-3.768114166E0,-1.911524963E-1
4.193690088E2,-6.855893097E0,-3.982618103E0,-1.761836243E-1
4.193789648E2,-7.517966309E0,-4.018543396E0,-2.799179077E-2
4.193889218E2,-8.106991425E0,-3.954626312E0,2.333647156E-1
4.193988788E2,-8.554710388E0,-4.058809662E0,2.797682190E-1
4.194088358E2,-9.066196747E0,-4.234394531E0,1.564247131E-1
4.194187918E2,-9.661359100E0,-4.497846680E0,4.011657715E-2
4.194287488E2,-1.018556900E1,-4.641547852E0,1.796264648E-3
4.194387058E2,-1.044917084E1,-4.476890259E0,3.053649902E-1
4.194486618E2,-1.039453445E1,-4.063000946E0,9.333091736E-1
4.194586188E2,-1.029409332E1,-3.500171356E0,1.619781647E0
4.194685758E2,-1.022433838E1,-2.694097595E0,2.324965210E0
4.194785318E2,-1.023496628E1,-1.997446289E0,2.761008453E0
4.194884888E2,-1.059915894E1,-1.646426239E0,2.790197754E0
4.194984458E2,-1.115779724E1,-1.823507996E0,2.544109497E0
4.195084028E2,-1.147573608E1,-2.086660767E0,2.562521210E0
4.195183588E2,-1.132155670E1,-1.760489044E0,3.090473328E0
4.195283158E2,-1.102891525E1,-1.211430817E0,3.431464233E0
4.195382728E2,-1.058568695E1,-9.927355957E-1,3.597019958E0
4.195482288E2,-1.009725266E1,-1.140328674E0,3.722608795E0
4.195581858E2,-9.554631042E0,-1.077160034E0,4.021088104E0
4.195681428E2,-9.380243683E0,-8.276289368E-1,4.302053833E0
4.195780988E2,-9.868079224E0,-2.333647156E-1,4.842130737E0
4.195880558E2,-1.094688583E1,5.857319641E-1,5.829477539E0
4.195980128E2,-1.213107330E1,1.122964783E0,6.898255005E0
4.196079698E2,-1.316617081E1,1.384620667E0,7.888894958E0
4.196179258E2,-1.372765320E1,1.412462769E0,8.805289307E0
4.196278828E2,-1.354233856E1,1.273102570E0,9.444310455E0
4.196378398E2,-1.283206558E1,1.120719452E0,9.766141205E0
4.196477958E2,-1.182600769E1,1.122066650E0,9.843979340E0
4.196577528E2,-1.063089294E1,1.208886108E0,9.463320923E0
4.196677098E2,-9.290879517E0,1.232237549E0,8.668174438E0
4.196776658E2,-7.968080292E0,1.322050781E0,7.683671722E0
4.196876228E2,-6.721173248E0,1.456321564E0,6.666387177E0
4.196975798E2,-5.723946991E0,1.551822968E0,5.708229675E0
4.197075368E2,-5.140759735E0,1.732646942E0,5.017116852E0
4.197174928E2,-4.644691315E0,2.059417419E0,4.800217896E0
4.197274498E2,-4.238436127E0,2.317929840E0,4.664001160E0
4.197374068E2,-3.887266388E0,2.359393616E0,4.594844971E0
4.197473628E2,-3.631148987E0,2.286944275E0,4.407584381E0
4.197573198E2,-3.378624115E0,2.297871552E0,4.261188812E0
4.197672768E2,-3.225791931E0,2.360291748E0,4.309687958E0
4.197772338E2,-3.161126404E0,2.434088287E0,4.426445160E0
4.197871898E2,-3.141367493E0,2.550995178E0,4.479884033E0
4.197971468E2,-3.084485779E0,2.805166626E0,4.469854889E0
4.198071038E2,-3.046315155E0,3.122207336E0,4.426145782E0
4.198170598E2,-2.994073792E0,3.329376526E0,4.489015045E0
4.198270168E2,-2.950364685E0,3.349883881E0,4.776417389E0
4.198369738E2,-3.008443909E0,3.218008118E0,5.047653351E0
4.198469298E2,-3.070115662E0,3.069516907E0,5.279221802E0
4.198568868E2,-3.050356750E0,3.119662628E0,5.618865509E0
4.198668438E2,-2.898123322E0,3.236270142E0,5.996081085E0
4.198768008E2,-2.700534210E0,3.362158356E0,6.400390320E0
4.198867568E2,-2.490520935E0,3.437302094E0,6.689439240E0
4.198967138E2,-2.233655090E0,3.568130035E0,7.044500885E0
4.199066708E2,-1.921105042E0,3.663032684E0,7.587122498E0
4.199166268E2,-1.744172974E0,3.547772369E0,8.312663727E0
4.199265838E2,-1.635349274E0,3.135080566E0,9.108259277E0
4.199365408E2,-1.687291260E0,2.843037872E0,9.739346924E0
4.199464978E2,-1.868713989E0,2.878364410E0,1.050695068E1
4.199564538E2,-2.099533997E0,2.982996826E0,1.141990219E1
4.199664108E2,-2.431992645E0,3.092868347E0,1.232821335E1
4.199763679E2,-2.482737122E0,3.073857880E0,1.314132248E1
4.199863239E2,-2.243684235E0,2.962788849E0,1.365655106E1
4.199962809E2,-1.830992432E0,2.881956940E0,1.363409775E1
4.200062379E2,-1.511706390E0,2.764301605E0,1.358829300E1
4.200161949E2,-1.259181519E0,2.703378296E0,1.332049988E1
4.200261509E2,-9.648934937E-1,2.811453552E0,1.302052368E1
4.200361079E2,-8.500822449E-1,3.010389862E0,1.295750473E1
4.200460649E2,-1.087488556E0,3.047662354E0,1.297831146E1
4.200560219E2,-1.378932495E0,2.769091644E0,1.323966797E1
4.200659779E2,-1.862876129E0,2.294877777E0,1.397853149E1
4.200759349E2,-2.573448486E0,1.815125427E0,1.495599884E1
4.200858919E2,-3.220852203E0,1.401685181E0,1.542422516E1
4.200958479E2,-3.573818207E0,1.159488831E0,1.511451920E1
4.201058049E2,-3.531605988E0,1.035247192E0,1.405592056E1
4.201157619E2,-3.303031311E0,9.773176575E-1,1.225247086E1
4.201257189E2,-3.010090485E0,9.508227539E-1,1.033406021E1
4.201356749E2,-2.715952148E0,1.040336609E0,8.716374207E0
4.201456319E2,-2.440075836E0,1.399439850E0,7.524702301E0
4.201555889E2,-2.278711395E0,1.606609039E0,6.824608154E0
4.201655449E2,-2.523003387E0,1.680106201E0,6.565347290E0
4.201755019E2,-3.012784882E0,1.556613007E0,7.133116608E0
4.201854589E2,-3.299289093E0,1.165027313E0,8.058641968E0
4.201954159E2,-3.401526489E0,8.512797546E-1,8.637637939E0
4.202053719E2,-3.293600922E0,7.692503357E-1,8.831933899E0
4.202153289E2,-3.103047180E0,7.234455872E-1,8.463250580E0
4.202252859E2,-3.071612549E0,8.381071472E-1,7.775131531E0
4.202352419E2,-2.984942780E0,1.101259918E0,7.467820587E0
4.202451989E2,-2.851869507E0,1.296004944E0,7.118147736E0
4.202551559E2,-2.841990051E0,1.405577087E0,6.613097992E0
4.202651129E2,-2.713407440E0,1.399739227E0,6.364764404E0
4.202750689E2,-2.486329651E0,1.324894867E0,6.311774597E0
4.202850259E2,-2.395468597E0,1.450932770E0,6.201304321E0
4.202949829E2,-2.148931274E0,1.620829468E0,6.231840820E0
4.203049399E2,-1.748064880E0,1.666035461E0,6.381679230E0
4.203148959E2,-1.538500671E0,1.552272034E0,6.433920593E0
4.203248529E2,-1.346450043E0,1.322499847E0,6.388115845E0
4.203348099E2,-1.164129181E0,1.138831787E0,6.224206696E0
4.203447659E2,-1.391206970E0,1.162332916E0,5.944588165E0
4.203547229E2,-1.704056396E0,1.169517975E0,6.129902802E0
4.203646799E2,-1.821112976E0,8.777746582E-1,7.227719879E0
4.203746369E2,-1.839075623E0,4.315525818E-1,8.574469299E0
4.203845929E2,-1.786684570E0,1.166075134E-1,9.455686798E0
4.203945499E2,-1.831591187E0,1.531315613E-1,9.907896423E0
4.204045069E2,-1.763931885E0,6.554869080E-1,9.934091949E0
4.204144639E2,-1.502276001E0,1.275048523E0,9.464668121E0
