"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.997775849E2,5.232993213E1,4.861981900E0,9.220852651E0,3.549999952E0,1.665000000E2,1.072000027E1,6.000000000E0
2.007775838E2,5.232989928E1,4.861984880E0,1.007743659E1,3.490000010E0,1.743000031E2,1.072000027E1,6.000000000E0
2.017775848E2,5.232986666E1,4.861976720E0,1.136412923E1,3.460000038E0,1.810000000E2,1.072000027E1,6.000000000E0
2.027775847E2,5.232983449E1,4.861976210E0,1.148346848E1,3.490000010E0,1.801000061E2,1.072000027E1,6.000000000E0
2.037775840E2,5.232980352E1,4.861977730E0,1.021664114E1,3.500000000E0,1.766000061E2,9.648000717E0,6.000000000E0
2.047775844E2,5.232977262E1,4.861978310E0,9.690841198E0,3.509999990E0,1.863999939E2,9.648000717E0,6.000000000E0
2.057775846E2,5.232974161E1,4.861979660E0,1.049774417E1,3.509999990E0,1.766999969E2,9.648000717E0,6.000000000E0
2.067775841E2,5.232971221E1,4.861975450E0,9.964741453E0,3.470000029E0,1.798000031E2,9.648000717E0,6.000000000E0
2.077775831E2,5.232968260E1,4.861972480E0,1.057071620E1,3.450000048E0,1.776000061E2,9.648000717E0,6.000000000E0
2.087775839E2,5.232965428E1,4.861975070E0,1.130895911E1,3.359999895E0,1.725000000E2,1.072000027E1,6.000000000E0
2.097775847E2,5.232962627E1,4.861982300E0,1.128896537E1,3.349999905E0,1.671000061E2,1.072000027E1,6.000000000E0
2.107775840E2,5.232959755E1,4.861986700E0,1.072667165E1,3.339999914E0,1.666000061E2,1.072000027E1,6.000000000E0
2.117775850E2,5.232956768E1,4.861987420E0,9.733649108E0,3.359999895E0,1.693999939E2,1.072000027E1,6.000000000E0
2.127775840E2,5.232953774E1,4.861985740E0,9.370019632E0,3.359999895E0,1.746999969E2,1.072000027E1,6.000000000E0
2.137775846E2,5.232950529E1,4.861978710E0,9.403783473E0,3.410000086E0,1.753000031E2,1.072000027E1,6.000000000E0
