"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.155168077E0,-4.246717072E1,-2.927130890E1,-5.424985504E1
2.165168077E0,-4.216224289E1,-2.850643158E1,-5.270348358E1
2.175168077E0,-4.246751785E1,-2.926667786E1,-5.394039154E1
2.185168077E0,-4.554551315E1,-2.900698090E1,-5.324613190E1
2.195168077E0,-4.170048141E1,-2.893703461E1,-5.237747955E1
2.205168077E0,-4.308449936E1,-2.795165253E1,-5.412572479E1
2.215168077E0,-4.108354568E1,-2.909362030E1,-5.359844208E1
2.225168077E0,-4.231504440E1,-2.939090729E1,-5.254227448E1
2.235168077E0,-4.262111664E1,-2.869327545E1,-5.487943268E1
2.245168077E0,-4.400721741E1,-2.956168365E1,-5.242763519E1
2.255168077E0,-4.308201981E1,-2.914250183E1,-5.488568878E1
2.265168077E0,-4.108354568E1,-2.909362030E1,-5.359844208E1
2.275168077E0,-4.262163925E1,-2.868632507E1,-5.441522980E1
2.285168077E0,-4.169611359E1,-3.000826263E1,-5.499596405E1
2.295168077E0,-4.293055344E1,-2.852968597E1,-5.349614716E1
2.305168077E0,-4.308309937E1,-2.985175323E1,-5.302033234E1
2.315168077E0,-4.338915253E1,-3.016745758E1,-5.410764313E1
2.325168077E0,-4.231235504E1,-2.986092377E1,-5.439394379E1
2.335168077E0,-4.138944626E1,-2.926654816E1,-5.499692535E1
2.345168077E0,-4.215822601E1,-2.957304382E1,-5.501250458E1
2.355168077E0,-4.354436874E1,-2.928302002E1,-5.396698761E1
2.365168077E0,-4.323461151E1,-2.930614471E1,-5.581618500E1
2.375168077E0,-4.262076950E1,-2.869790649E1,-5.518889618E1
2.385168077E0,-4.139026260E1,-2.954515839E1,-5.391037750E1
2.395168077E0,-4.185241318E1,-2.983307648E1,-5.298993683E1
2.405168077E0,-4.308074570E1,-2.944890594E1,-5.565593719E1
2.415168077E0,-4.185092926E1,-2.941864777E1,-5.485187531E1
2.425168077E0,-4.215956879E1,-3.071293640E1,-5.236833954E1
2.435168077E0,-4.354247665E1,-3.104498291E1,-5.348224640E1
2.445168077E0,-4.262016678E1,-2.914012909E1,-5.518376923E1
2.455168077E0,-4.231438446E1,-3.012332153E1,-5.222425079E1
2.465168077E0,-4.185039139E1,-3.043893433E1,-5.406623077E1
2.475168077E0,-4.154518890E1,-2.837516022E1,-5.439206696E1
2.485168077E0,-4.308201981E1,-2.914250183E1,-5.488568878E1
2.495168077E0,-4.231055832E1,-3.017427826E1,-5.562837982E1
2.505168077E0,-4.262097931E1,-2.941873932E1,-5.409720612E1
2.515168077E0,-4.169698334E1,-2.999668121E1,-5.422229767E1
2.525168077E0,-4.308107758E1,-3.045761108E1,-5.409662628E1
2.535168077E0,-4.246454620E1,-3.031938934E1,-5.532099152E1
2.545168077E0,-4.354651260E1,-2.896504974E1,-5.242307281E1
2.555168077E0,-4.261997223E1,-3.015578461E1,-5.408864594E1
2.565168077E0,-4.262105179E1,-3.086503601E1,-5.222328949E1
2.575168077E0,-4.292813873E1,-3.029859924E1,-5.347560883E1
2.585168077E0,-4.292815399E1,-2.928526306E1,-5.472545624E1
2.595168077E0,-4.169475937E1,-3.074993896E1,-5.529686737E1
2.605168077E0,-4.077494431E1,-2.939072418E1,-5.405161285E1
2.615168077E0,-4.185166168E1,-3.013253021E1,-5.329598236E1
2.625168077E0,-4.323635101E1,-2.928298187E1,-5.426885223E1
2.635168077E0,-4.231357193E1,-2.984471130E1,-5.331079865E1
2.645168077E0,-4.108213425E1,-3.012548828E1,-5.358644867E1
2.655168077E0,-4.231322479E1,-2.984934235E1,-5.362027740E1
2.665168077E0,-4.246651077E1,-3.000372314E1,-5.393183136E1
2.675168077E0,-4.292916107E1,-2.854821777E1,-5.473401642E1
2.685168077E0,-4.185145187E1,-2.941169739E1,-5.438767242E1
2.695168077E0,-4.231155014E1,-3.045056915E1,-5.438709259E1
2.705168077E0,-4.231572342E1,-2.764515686E1,-5.411014557E1
2.715168077E0,-4.215829849E1,-3.101934052E1,-5.313858795E1
2.725168077E0,-4.246624756E1,-2.957308197E1,-5.471063995E1
2.735168077E0,-4.231344223E1,-2.868860626E1,-5.487183380E1
2.745168077E0,-4.539043045E1,-2.916593933E1,-5.416901398E1
2.755168077E0,-4.323629761E1,-2.957317352E1,-5.395597076E1
2.765168077E0,-4.354309845E1,-2.958942413E1,-5.473723602E1
2.775168077E0,-4.169833755E1,-2.925500488E1,-5.392139435E1
2.785168077E0,-4.231336212E1,-2.912387848E1,-5.440250397E1
2.795168077E0,-4.246393967E1,-3.076161194E1,-5.531586456E1
2.805168077E0,-4.108253860E1,-2.983066559E1,-5.358988190E1
2.815168077E0,-4.215895844E1,-3.028692627E1,-5.345661163E1
2.825168077E0,-4.185489273E1,-2.864222717E1,-5.222997284E1
2.835168077E0,-4.400713348E1,-2.999695587E1,-5.195829010E1
2.845168077E0,-4.293116760E1,-2.895571136E1,-5.240787506E1
2.855168077E0,-4.292827606E1,-2.957313538E1,-5.425783539E1
2.865168077E0,-4.400680542E1,-2.898826599E1,-5.351761627E1
2.875168077E0,-4.293088531E1,-2.953839111E1,-5.193683624E1
2.885168077E0,-4.261962509E1,-3.016041565E1,-5.439810944E1
2.895168077E0,-4.246529388E1,-3.001993561E1,-5.501496124E1
2.905168077E0,-4.292954636E1,-2.926673126E1,-5.348758698E1
2.915168077E0,-4.231357193E1,-2.984471130E1,-5.331079865E1
2.925168077E0,-4.308153534E1,-2.987259674E1,-5.441294098E1
2.935168077E0,-4.246757507E1,-2.897650146E1,-5.425328827E1
2.945168077E0,-4.231148529E1,-2.987250519E1,-5.516761017E1
2.955168077E0,-4.169880676E1,-2.953824615E1,-5.314431000E1
2.965168077E0,-4.292942810E1,-2.897887421E1,-5.395520782E1
2.975168077E0,-4.262150192E1,-2.941178894E1,-5.363300323E1
2.985168077E0,-4.231605148E1,-2.865386200E1,-5.255083466E1
2.995168077E0,-4.292700958E1,-3.074777222E1,-5.393466949E1
3.005168077E0,-4.292700958E1,-3.074777222E1,-5.393466949E1
3.015168077E0,-4.185280609E1,-2.867002106E1,-5.408676910E1
3.025168077E0,-4.185280609E1,-2.867002106E1,-5.408676910E1
3.035168077E0,-4.231452179E1,-2.939785767E1,-5.300647736E1
3.045168077E0,-4.339029694E1,-2.870494843E1,-5.489842987E1
3.055168077E0,-4.077399445E1,-2.983757782E1,-5.435594940E1
3.065168077E0,-4.215883636E1,-2.999905396E1,-5.392423248E1
3.075168077E0,-4.262239075E1,-2.838687134E1,-5.410918427E1
3.085168077E0,-4.385319519E1,-2.869342041E1,-5.367195892E1
3.095168077E0,-4.323809052E1,-2.925981903E1,-5.272151947E1
3.105168077E0,-4.416088867E1,-2.768475342E1,-5.492940521E1
3.115168077E0,-4.154311752E1,-3.013944244E1,-5.406204987E1
3.125168077E0,-4.231068039E1,-3.046215057E1,-5.516075897E1
3.135168077E0,-4.431198502E1,-2.931553650E1,-5.537857819E1
3.145168077E0,-4.262124634E1,-2.984938049E1,-5.331839752E1
3.155168077E0,-4.461937332E1,-2.990289307E1,-5.491512299E1
3.165168077E0,-4.169793701E1,-2.954982758E1,-5.391797638E1
3.175168077E0,-4.323515320E1,-3.103568268E1,-5.316518402E1
3.185168077E0,-4.262159348E1,-2.984474945E1,-5.300893402E1
3.195168077E0,-4.246751785E1,-2.926667786E1,-5.394039154E1
3.205168077E0,-4.077486420E1,-2.982599640E1,-5.358228302E1
3.215168077E0,-4.262312317E1,-2.910075378E1,-5.255329132E1
3.225168077E0,-4.216137314E1,-2.851801300E1,-5.347714996E1
3.235168077E0,-4.339102936E1,-2.941883087E1,-5.334253693E1
3.245168077E0,-4.139153290E1,-2.923875427E1,-5.314012909E1
3.255168077E0,-4.293095779E1,-2.823487854E1,-5.349958038E1
3.265168077E0,-4.231423187E1,-2.911229706E1,-5.362883759E1
3.275168077E0,-4.400740814E1,-2.854602814E1,-5.352274323E1
3.285168077E0,-4.216326904E1,-2.675606537E1,-5.396189117E1
3.295168077E0,-4.246564102E1,-3.001530457E1,-5.470549774E1
3.305168077E0,-4.262138367E1,-2.912391663E1,-5.410062408E1
3.315168077E0,-4.262264633E1,-2.794927979E1,-5.442378998E1
3.325168077E0,-4.184851456E1,-3.118756104E1,-5.483133698E1
3.335168077E0,-4.138642502E1,-3.147768402E1,-5.497124481E1
3.345168077E0,-4.323461151E1,-2.930614471E1,-5.581618500E1
3.355168077E0,-4.185353851E1,-2.938390350E1,-5.253087616E1
3.365168077E0,-4.354489136E1,-2.927606964E1,-5.350278473E1
3.375168077E0,-4.308362198E1,-2.984480286E1,-5.255612946E1
3.385168077E0,-4.215822601E1,-2.957304382E1,-5.501250458E1
3.395168077E0,-4.231295776E1,-2.941870117E1,-5.439907074E1
3.405168077E0,-4.308341217E1,-2.912397003E1,-5.364783478E1
3.415168077E0,-4.154223251E1,-3.116436005E1,-5.358586884E1
3.425168077E0,-4.308267975E1,-2.841008759E1,-5.520372772E1
3.435168077E0,-4.292679977E1,-3.002693939E1,-5.502635956E1
3.445168077E0,-4.339068222E1,-2.942346191E1,-5.365200043E1
