"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.694369069E0,-3.343433619E0,-6.013562083E-1,9.165185690E-1
1.699413132E0,-3.360477924E0,-6.242594123E-1,8.685817122E-1
1.704457194E0,-3.369532824E0,-5.848445892E-1,8.126553893E-1
1.709501205E0,-3.368999958E0,-5.108088255E-1,7.721753716E-1
1.714545267E0,-3.334911585E0,-3.893688023E-1,7.599248290E-1
1.719589330E0,-3.252886295E0,-1.965560913E-1,7.641859055E-1
1.724714069E0,-3.122924089E0,6.549872458E-2,7.806974649E-1
1.729758080E0,-2.973787308E0,3.291514218E-1,7.993395925E-1
1.734802194E0,-2.828378677E0,5.155725479E-1,7.982742786E-1
1.739846205E0,-2.695753574E0,6.258273125E-1,7.902848721E-1
1.744890267E0,-2.567389250E0,6.774926186E-1,7.743058801E-1
1.749934330E0,-2.436361790E0,6.721663475E-1,7.439458370E-1
1.755058392E0,-2.289355516E0,6.465999484E-1,7.119879723E-1
1.760102403E0,-2.121043682E0,6.007936597E-1,6.560616493E-1
1.765146517E0,-1.942079425E0,5.656399727E-1,5.964068770E-1
1.770190580E0,-1.748201370E0,5.485957861E-1,5.282300711E-1
1.775234590E0,-1.516506553E0,5.453999639E-1,4.515310526E-1
1.780278653E0,-1.265104413E0,5.459325910E-1,3.764300048E-1
1.785402715E0,-9.971905947E-1,5.208989382E-1,2.853499651E-1
1.790446778E0,-7.170262933E-1,4.830819964E-1,1.814867705E-1
1.795490840E0,-4.576347172E-1,4.548525512E-1,7.762359828E-2
1.800534851E0,-2.419188470E-1,4.745599031E-1,-8.662756532E-3
1.805578913E0,-8.372721821E-2,5.613788962E-1,-6.458909065E-2
1.810622976E0,3.984335437E-2,6.998631358E-1,-8.909014612E-2
1.815752038E0,1.426412910E-1,8.069221973E-1,-9.388383478E-2
1.820796101E0,2.443739474E-1,8.521958590E-1,-9.281856567E-2
1.825840163E0,3.514329195E-1,8.527284861E-1,-8.589435369E-2
1.830884173E0,4.670139849E-1,7.941389680E-1,-5.606698245E-2
1.835928236E0,5.820625424E-1,6.977326870E-1,-9.728019126E-3
