"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.543547598E1,9.676462173E0,4.920887756E1,-4.491813660E0
5.544547598E1,9.065117836E0,4.639644623E1,-4.629219055E0
5.545547598E1,1.075706768E1,4.772796631E1,-5.995429993E0
5.546547598E1,1.059858036E1,4.937955475E1,-3.851799011E0
5.547547598E1,9.987364769E0,4.772324371E1,-5.550224304E0
5.548547598E1,1.044738197E1,4.919738770E1,-6.020149231E0
5.549547598E1,1.091027164E1,4.831761932E1,-6.153213501E0
5.550547598E1,9.834508896E0,4.712895203E1,-5.701911926E0
5.551547598E1,8.296532631E0,4.782411957E1,-6.986335754E0
5.552547598E1,1.137036991E1,4.935648346E1,-6.153800964E0
5.553547598E1,1.060577679E1,4.711283112E1,-7.539710999E0
5.554547598E1,9.989104271E0,4.770008087E1,-7.097557068E0
5.555547598E1,1.060542870E1,4.711746216E1,-7.230247498E0
5.556547598E1,1.045107937E1,4.799031830E1,-7.863243103E0
5.557547598E1,1.014432335E1,4.681564331E1,-7.238220215E0
5.558547598E1,1.075606060E1,4.846501160E1,-6.003990173E0
5.559547598E1,1.014331627E1,4.755268860E1,-7.246780396E0
5.560547598E1,9.834508896E0,4.712895203E1,-5.701911926E0
5.561547598E1,9.833830833E0,4.887469864E1,-7.269783020E0
5.562547598E1,9.986568451E0,4.918111420E1,-6.650482178E0
5.563547598E1,9.219264984E0,4.842081451E1,-7.434585571E0
5.564547598E1,8.139529228E0,4.989014435E1,-6.704635620E0
5.565547598E1,9.837868690E0,4.679475784E1,-8.328956604E0
5.566547598E1,9.219649315E0,4.913933182E1,-8.681007385E0
5.567547598E1,9.682768822E0,4.796706390E1,-8.655906677E0
5.568547598E1,9.375353813E0,4.752479935E1,-8.348915100E0
5.569547598E1,7.990481377E0,4.750842285E1,-8.073631287E0
5.570547598E1,9.682650566E0,4.767919540E1,-8.188285828E0
5.571547598E1,8.603078842E0,4.827796936E1,-6.519668579E0
5.572547598E1,8.912581444E0,4.869243622E1,-8.683464050E0
5.573547598E1,8.912581444E0,4.869243622E1,-8.683464050E0
5.574547598E1,8.144948959E0,4.692343903E1,-7.908256531E0
5.575547598E1,8.144948959E0,4.692343903E1,-7.908256531E0
5.576547598E1,8.144408226E0,4.794371796E1,-8.693901062E0
5.577547598E1,8.603894234E0,4.855657196E1,-7.606224060E0
5.578547598E1,6.761266708E0,4.703593445E1,-8.872566223E0
5.579547598E1,6.605525970E0,4.792732239E1,-8.267707825E0
5.580547598E1,8.451072693E0,4.868543243E1,-8.694862366E0
5.581547598E1,6.605388641E0,4.865278625E1,-9.049934387E0
5.582547598E1,7.990811348E0,4.851712036E1,-9.632957458E0
5.583547598E1,7.529439926E0,4.778465271E1,-8.862129211E0
5.584547598E1,8.911263466E0,5.015726089E1,-9.319526672E0
5.585547598E1,8.142413139E0,4.840447235E1,-7.461181641E0
